股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
920445.BJ,20250709,10.23,10.25,10.06,10.1,10.21,-0.11,-1.0774,17077.81,17339.263,10.1,1.6224,1.937,0.77,90.8398,75.2217,4.5415,4.6464,4.2909,,,14693.0025,10526.2791,8816.415,148399.3253,106315.4189
920445.BJ,20250708,10.18,10.25,10.09,10.21,10.19,0.02,0.1963,24564.95,25016.802,10.21,2.3337,2.7863,1.15,91.8292,76.041,4.5909,4.697,4.3376,,,14693.0025,10526.2791,8816.415,150015.5555,107473.3096
920445.BJ,20250707,10.04,10.41,10.04,10.19,10.09,0.1,0.9911,21948.67,22439.517,10.19,2.0851,2.4895,0.92,91.6493,75.892,4.5819,4.6878,4.3291,,,14693.0025,10526.2791,8816.415,149721.6955,107262.784
920445.BJ,20250704,10.28,10.32,10.08,10.09,10.29,-0.2,-1.9436,21164.72,21562.45,10.09,2.0107,2.4006,0.79,90.7499,75.1473,4.537,4.6418,4.2866,,,14693.0025,10526.2791,8816.415,148252.3952,106210.1561
920445.BJ,20250703,10.48,10.48,10.24,10.29,10.28,0.01,0.0973,17994.27,18575.001,10.29,1.7095,2.041,0.52,92.5487,76.6368,4.6269,4.7338,4.3716,,,14693.0025,10526.2791,8816.415,151190.9957,108315.4119
920445.BJ,20250702,10.28,10.38,10.23,10.28,10.29,-0.01,-0.0972,25612.91,26379.955,10.28,2.4332,2.9051,0.64,92.4588,76.5623,4.6224,4.7292,4.3674,,,14693.0025,10526.2791,8816.415,151044.0657,108210.1491
920445.BJ,20250701,10.29,10.44,10.21,10.29,10.33,-0.04,-0.3872,19845.34,20459.694,10.29,1.8853,2.251,0.48,92.5487,76.6368,4.6269,4.7338,4.3716,,,14693.0025,10526.2791,8816.415,151190.9957,108315.4119
920445.BJ,20250630,10.29,10.38,10.22,10.33,10.3,0.03,0.2913,34678.17,35672.999,10.33,3.2944,3.9334,0.92,92.9085,76.9347,4.6449,4.7522,4.3886,,,14693.0025,10526.2791,8816.415,151778.7158,108736.4631
920445.BJ,20250627,10.41,10.54,10.29,10.3,10.43,-0.13,-1.2464,36244.88,37661.094,10.3,3.4433,4.1111,0.96,92.6386,76.7113,4.6314,4.7384,4.3759,,,14693.0025,10526.2791,8816.415,151337.9258,108420.6747
920445.BJ,20250626,10.65,10.79,10.43,10.43,10.6,-0.17,-1.6038,55183.22,58791.167,10.43,5.2424,6.2591,1.71,93.8079,77.6795,4.6898,4.7982,4.4311,,,14693.0025,10526.2791,8816.415,153248.0161,109789.091
