,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,600778.SH,20250620,5.99,6.05,5.94,6.02,5.99,0.03,0.5008,60448.0,36356.662,6.02,1.9423,3.1569,0.61,590.4071,182.903,7.9035,1.1715,1.1951,0.0,,31149.1352,31121.4882,19147.8301,187517.7939,187351.359
1,600778.SH,20250619,6.15,6.2,5.97,5.99,6.18,-0.19,-3.0744,81664.0,49480.82,5.99,2.624,4.2649,0.76,587.4648,181.9915,7.8641,1.1657,1.1891,0.0,,31149.1352,31121.4882,19147.8301,186583.3198,186417.7143
2,600778.SH,20250618,6.2,6.24,6.11,6.18,6.22,-0.04,-0.6431,61958.0,38194.361,6.18,1.9908,3.2358,0.46,606.0989,187.7642,8.1136,1.2026,1.2268,0.0,,31149.1352,31121.4882,19147.8301,192501.6555,192330.7971
3,600778.SH,20250617,6.3,6.32,6.2,6.22,6.25,-0.03,-0.48,65967.0,41243.753,6.22,2.1197,3.4451,0.46,610.0219,188.9795,8.1661,1.2104,1.2348,0.0,,31149.1352,31121.4882,19147.8301,193747.6209,193575.6566
4,600778.SH,20250616,6.13,6.28,6.02,6.25,6.17,0.08,1.2966,93469.72,58179.557,6.25,3.0034,4.8815,0.66,612.9641,189.891,8.2055,1.2163,1.2407,0.0,,31149.1352,31121.4882,19147.8301,194682.095,194509.3013
5,600778.SH,20250613,6.54,6.54,6.14,6.17,6.49,-0.32,-4.9307,195602.72,122255.781,6.17,6.2851,10.2154,1.6,605.1182,187.4603,8.1005,1.2007,1.2248,0.0,,31149.1352,31121.4882,19147.8301,192190.1642,192019.5822
6,600778.SH,20250612,6.45,6.56,6.45,6.49,6.54,-0.05,-0.7645,117265.0,76229.455,6.49,3.768,6.1242,0.9,636.502,197.1828,8.5206,1.263,1.2884,0.0,,31149.1352,31121.4882,19147.8301,202157.8874,201978.4584
7,600778.SH,20250611,6.35,6.66,6.35,6.54,6.35,0.19,2.9921,204445.0,133441.27,6.54,6.5693,10.6772,1.75,641.4057,198.7019,8.5862,1.2727,1.2983,0.0,,31149.1352,31121.4882,19147.8301,203715.3442,203534.5328
8,600778.SH,20250610,6.42,6.44,6.23,6.35,6.43,-0.08,-1.2442,105623.0,67094.665,6.35,3.3939,5.5162,0.95,622.7716,192.9292,8.3368,1.2357,1.2606,0.0,,31149.1352,31121.4882,19147.8301,197797.0085,197621.4501
9,600778.SH,20250609,6.39,6.43,6.33,6.43,6.36,0.07,1.1006,83943.0,53693.026,6.43,2.6973,4.3839,0.73,630.6175,195.3598,8.4418,1.2513,1.2764,0.0,,31149.1352,31121.4882,19147.8301,200288.9393,200111.1691
10,600778.SH,20250606,6.47,6.49,6.31,6.36,6.44,-0.08,-1.2422,100370.0,63945.935,6.36,3.2251,5.2418,0.81,623.7523,193.233,8.3499,1.2377,1.2626,0.0,,31149.1352,31121.4882,19147.8301,198108.4999,197932.665
11,600778.SH,20250605,6.56,6.69,6.41,6.44,6.54,-0.1,-1.5291,153991.41,100168.677,6.44,4.9481,8.0422,1.3,631.5983,195.6636,8.4549,1.2532,1.2784,0.0,,31149.1352,31121.4882,19147.8301,200600.4307,200422.384
12,600778.SH,20250604,6.4,6.55,6.35,6.54,6.38,0.16,2.5078,139880.46,90531.466,6.54,4.4947,7.3053,1.28,641.4057,198.7019,8.5862,1.2727,1.2983,0.0,,31149.1352,31121.4882,19147.8301,203715.3442,203534.5328
13,600778.SH,20250603,6.31,6.42,6.24,6.38,6.33,0.05,0.7899,79624.84,50727.74,6.38,2.5585,4.1584,0.72,625.7138,193.8407,8.3762,1.2415,1.2665,0.0,,31149.1352,31121.4882,19147.8301,198731.4826,198555.0947
14,600778.SH,20250530,6.41,6.47,6.3,6.33,6.44,-0.11,-1.7081,98936.38,62873.271,6.33,3.179,5.167,0.85,620.8101,192.3216,8.3105,1.2318,1.2566,0.0,,31149.1352,31121.4882,19147.8301,197174.0258,196999.0203
15,600778.SH,20250529,6.35,6.45,6.22,6.44,6.35,0.09,1.4173,150132.83,95908.638,6.44,4.8241,7.8407,1.25,631.5983,195.6636,8.4549,1.2532,1.2784,0.0,,31149.1352,31121.4882,19147.8301,200600.4307,200422.384
