,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,603901.SH,20250620,9.98,10.07,9.78,9.79,9.98,-0.19,-1.9038,75142.0,74018.497,9.79,1.5679,3.2105,0.74,306.4389,268.3292,2.0103,1.3386,1.3169,0.8124,0.8124,48767.3223,47926.5548,23404.9048,477432.0853,469200.9715
1,603901.SH,20250619,10.05,10.21,9.93,9.98,10.05,-0.07,-0.6965,78228.06,78725.014,9.98,1.6322,3.3424,0.68,312.3861,273.5368,2.0493,1.3645,1.3424,0.7969,0.7969,48767.3223,47926.5548,23404.9048,486697.8766,478307.0169
2,603901.SH,20250618,10.05,10.08,9.91,10.05,10.07,-0.02,-0.1986,62862.0,62866.111,10.05,1.3116,2.6858,0.47,314.5772,275.4554,2.0637,1.3741,1.3518,0.7914,0.7914,48767.3223,47926.5548,23404.9048,490111.5891,481661.8757
3,603901.SH,20250617,10.3,10.32,10.03,10.07,10.21,-0.14,-1.3712,96054.0,97202.087,10.07,2.0042,4.104,0.61,315.2032,276.0036,2.0678,1.3769,1.3545,0.7898,0.7898,48767.3223,47926.5548,23404.9048,491086.9356,482620.4068
4,603901.SH,20250616,10.02,10.42,10.02,10.21,10.12,0.09,0.8893,82498.22,84486.135,10.21,1.7213,3.5248,0.42,319.5854,279.8408,2.0965,1.396,1.3734,0.779,0.779,48767.3223,47926.5548,23404.9048,497914.3607,489330.1245
5,603901.SH,20250613,10.41,10.58,10.06,10.12,10.61,-0.49,-4.6183,185031.04,189790.878,10.12,3.8607,7.9057,0.81,316.7683,277.374,2.0781,1.3837,1.3613,0.7859,0.7859,48767.3223,47926.5548,23404.9048,493525.3017,485016.7346
6,603901.SH,20250612,10.98,10.98,10.58,10.61,10.85,-0.24,-2.212,151867.78,162939.206,10.61,3.1688,6.4887,0.57,332.1059,290.8042,2.1787,1.4507,1.4272,0.7496,0.7496,48767.3223,47926.5548,23404.9048,517421.2896,508500.7464
7,603901.SH,20250611,10.97,11.09,10.75,10.85,10.81,0.04,0.37,147391.89,160350.31,10.85,3.0754,6.2975,0.55,339.6182,297.3822,2.228,1.4835,1.4595,0.733,0.733,48767.3223,47926.5548,23404.9048,529125.447,520003.1196
8,603901.SH,20250610,11.3,11.39,10.7,10.81,11.4,-0.59,-5.1754,218729.72,239667.493,10.81,4.516,9.1469,0.91,338.3661,296.2859,2.2198,1.478,1.4541,0.7357,0.7357,48767.3223,48434.5548,23912.9048,527174.7541,523577.5374
9,603901.SH,20250609,11.08,11.78,11.05,11.4,11.24,0.16,1.4235,275884.14,313495.206,11.4,5.696,11.537,1.2,356.8339,312.4569,2.3409,1.5587,1.5334,0.6976,0.6976,48767.3223,48434.5548,23912.9048,555947.4742,552153.9247
10,603901.SH,20250606,11.69,11.79,11.18,11.24,11.91,-0.67,-5.6255,342407.11,388890.494,11.24,7.0695,14.3189,1.76,351.8257,308.0715,2.3081,1.5368,1.5119,0.7076,0.7076,48767.3223,48434.5548,23912.9048,548144.7027,544404.396
11,603901.SH,20250605,10.95,11.91,10.56,11.91,10.83,1.08,9.9723,351059.2,395204.679,11.91,7.2481,14.6808,2.13,372.7964,326.4343,2.4456,1.6284,1.602,0.6678,0.6678,48767.1781,48434.4106,23912.7606,580817.0912,576853.8302
12,603901.SH,20250604,10.83,10.87,10.5,10.83,10.71,0.12,1.1204,141361.25,150918.638,10.83,2.9186,5.9115,0.84,338.9912,296.8332,2.2239,1.4808,1.4568,0.7344,0.7344,48767.1781,48434.4106,23912.7606,528148.5388,524544.6668
13,603901.SH,20250603,10.75,10.86,10.61,10.71,10.79,-0.08,-0.7414,96556.45,103543.325,10.71,1.9936,4.0379,0.52,335.235,293.5442,2.1992,1.4644,1.4406,0.7426,0.7426,48767.1781,48434.4106,23912.7606,522296.4775,518732.5375
14,603901.SH,20250530,11.5,11.5,10.69,10.79,11.55,-0.76,-6.5801,213796.21,233632.093,10.79,4.4141,8.9407,1.17,337.7391,295.7368,2.2157,1.4753,1.4514,0.7371,0.7371,48767.1781,48434.4106,23912.7606,526197.8517,522607.2904
15,603901.SH,20250529,11.51,11.74,11.3,11.55,11.39,0.16,1.4047,171545.5,198644.447,11.55,3.5418,7.1738,0.84,361.528,316.5672,2.3717,1.5792,1.5536,0.6886,0.6886,48767.1781,48434.4106,23912.7606,563260.9071,559417.4424
16,603901.SH,20250528,11.48,12.12,11.36,11.39,11.44,-0.05,-0.4371,201155.78,233800.693,11.39,4.1532,8.4121,0.72,356.5198,312.1819,2.3389,1.5573,1.5321,0.6983,0.6983,48767.1781,48434.4106,23912.7606,555458.1586,551667.9367
17,603901.SH,20250527,11.37,11.6,11.11,11.44,11.42,0.02,0.1751,155694.88,177437.0,11.44,3.2146,6.511,0.52,358.0848,313.5523,2.3491,1.5642,1.5388,0.6952,0.6952,48767.1781,48434.4106,23912.7606,557896.5175,554089.6573
18,603901.SH,20250526,11.39,11.63,11.15,11.42,11.39,0.03,0.2634,186559.0,211965.889,11.42,3.8518,7.8017,0.65,357.4588,313.0042,2.345,1.5614,1.5361,0.6964,0.6964,48767.1781,48434.4106,23912.7606,556921.1739,553120.9691
19,603901.SH,20250523,11.53,11.79,11.27,11.39,11.58,-0.19,-1.6408,198632.16,228445.875,11.39,4.1011,8.3065,0.74,356.5198,312.1819,2.3389,1.5573,1.5321,0.6983,0.6983,48767.1781,48434.4106,23912.7606,555458.1586,551667.9367
20,603901.SH,20250522,11.8,12.01,11.55,11.58,12.13,-0.55,-4.5342,281893.46,330682.735,11.58,5.8201,11.7884,1.24,362.467,317.3895,2.3779,1.5833,1.5576,0.6868,0.6868,48767.1781,48434.4106,23912.7606,564723.9224,560870.4747
21,603901.SH,20250521,11.35,12.16,10.81,12.13,11.52,0.61,5.2951,581613.2,675879.998,12.13,12.0083,24.3223,4.37,379.6826,332.4641,2.4908,1.6585,1.6316,0.6557,0.6557,48767.1781,48434.4106,23912.7606,591545.8704,587509.4006
