股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
300976.SZ,20250709,49.33,50.49,49.09,49.36,49.36,0.0,0.0,27614.86,137239.356,49.36,3.2408,5.4927,0.96,27.1817,24.5256,1.9534,2.5609,2.3708,0.3306,1.5795,13311.4976,8521.0032,5027.524,657055.5215,420596.718
300976.SZ,20250708,48.72,49.87,48.57,49.36,48.72,0.64,1.3136,27722.88,137140.698,49.36,3.2535,4.6008,0.94,27.1817,24.5256,1.9534,2.5609,2.3708,0.3306,1.5795,13311.4976,8521.0032,6025.6609,657055.5215,420596.718
300976.SZ,20250707,48.6,49.07,48.03,48.72,48.89,-0.17,-0.3477,15970.32,77622.251,48.72,1.8742,2.6504,0.47,26.8292,24.2076,1.9281,2.5277,2.3401,0.3349,1.6002,13311.4976,8521.0032,6025.6609,648536.1631,415143.2759
300976.SZ,20250704,49.66,49.78,48.16,48.89,49.92,-1.03,-2.0633,35663.84,174065.175,48.89,4.1854,5.9187,1.0,26.9228,24.2921,1.9348,2.5365,2.3483,0.3337,1.5946,13311.4976,8521.0032,6025.6609,650799.1177,416591.8464
300976.SZ,20250703,48.19,50.46,47.81,49.92,47.72,2.2,4.6102,43018.2,211118.152,49.92,5.0485,7.1392,1.33,27.49,24.8039,1.9755,2.5899,2.3977,0.3269,1.5617,13311.4976,8521.0032,6025.6609,664509.9602,425368.4797
300976.SZ,20250702,49.01,49.01,47.58,47.72,49.12,-1.4,-2.8502,21202.7,101751.369,47.72,2.4883,3.5187,0.62,26.2785,23.7107,1.8885,2.4758,2.2921,0.3419,1.6337,13311.4976,8521.0032,6025.6609,635224.6655,406622.2727
300976.SZ,20250701,49.7,49.78,48.16,49.12,49.79,-0.67,-1.3457,31639.6,154275.511,49.12,3.7131,5.2508,0.93,27.0495,24.4064,1.9439,2.5484,2.3593,0.3322,1.5872,13311.4976,8521.0032,6025.6609,653860.7621,418551.6772
300976.SZ,20250630,48.48,49.86,48.2,49.79,48.23,1.56,3.2345,39573.4,194017.696,49.79,4.6442,6.5675,1.26,27.4184,24.7393,1.9704,2.5832,2.3915,0.3277,1.5658,13311.4976,8521.0032,6025.6609,662779.4655,424260.7493
300976.SZ,20250627,47.73,49.1,46.9,48.23,47.73,0.5,1.0476,42927.56,205876.699,48.23,5.0379,7.1241,1.39,26.5594,23.9641,1.9087,2.5022,2.3166,0.3383,1.6165,13311.4976,8521.0032,6025.6609,642013.5292,410967.9843
300976.SZ,20250626,48.26,48.38,47.11,47.73,48.32,-0.59,-1.221,26215.72,125140.585,47.73,3.0766,4.3507,0.62,26.284,23.7157,1.8889,2.4763,2.2925,0.3419,1.6334,13311.4976,8521.0032,6025.6609,635357.7804,406707.4827
