,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,002283.SZ,20250620,5.55,5.58,5.47,5.47,5.55,-0.08,-1.4414,118988.0,65574.04,5.47,1.1857,1.5637,1.01,18.7452,18.4156,1.0527,1.7234,1.7052,4.174,3.6012,113945.7178,100352.6429,76094.8698,623283.0764,548928.9567
1,002283.SZ,20250619,5.63,5.7,5.52,5.55,5.65,-0.1,-1.7699,142022.13,79779.406,5.55,1.4152,1.8664,1.25,19.0194,18.685,1.0681,1.7486,1.7302,4.1138,3.5493,113945.7178,100352.6429,76094.8698,632398.7338,556957.1681
2,002283.SZ,20250618,5.67,5.68,5.61,5.65,5.69,-0.04,-0.703,92679.36,52267.698,5.65,0.9235,1.2179,0.72,19.3621,19.0216,1.0874,1.7801,1.7614,4.041,3.4865,113945.7178,100352.6429,76094.8698,643793.3056,566992.4324
3,002283.SZ,20250617,5.69,5.72,5.65,5.69,5.7,-0.01,-0.1754,86562.13,49101.61,5.69,0.8626,1.1376,0.57,19.4992,19.1563,1.0951,1.7927,1.7738,4.0126,3.462,113945.7178,100352.6429,76094.8698,648351.1343,571006.5381
4,002283.SZ,20250616,5.66,5.71,5.62,5.7,5.68,0.02,0.3521,91388.0,51947.821,5.7,0.9107,1.201,0.57,19.5334,19.19,1.097,1.7959,1.7769,4.0056,3.4559,113945.7178,100352.6429,76094.8698,649490.5915,572010.0645
5,002283.SZ,20250613,5.78,5.78,5.65,5.68,5.79,-0.11,-1.8998,175186.0,99699.905,5.68,1.7457,2.3022,1.1,19.4649,19.1226,1.0932,1.7896,1.7707,4.0197,3.4681,113945.7178,100352.6429,76094.8698,647211.6771,570003.0117
6,002283.SZ,20250612,5.81,5.84,5.75,5.79,5.82,-0.03,-0.5155,121484.0,70403.651,5.79,1.2106,1.5965,0.72,19.8419,19.493,1.1143,1.8243,1.805,3.9433,3.4022,113945.7178,100352.6429,76094.8698,659745.7061,581041.8024
7,002283.SZ,20250611,5.76,5.91,5.75,5.82,5.74,0.08,1.3937,168776.0,98586.96,5.82,1.6818,2.218,1.06,19.9447,19.594,1.1201,1.8337,1.8144,3.923,3.3846,113945.7178,100352.6429,76094.8698,663164.0776,584052.3817
8,002283.SZ,20250610,5.84,5.87,5.65,5.74,5.85,-0.11,-1.8803,200647.41,115503.509,5.74,1.9994,2.6368,1.39,19.6705,19.3246,1.1047,1.8085,1.7894,3.9777,3.4318,113945.7178,100352.6429,76094.8698,654048.4202,576024.1702
9,002283.SZ,20250609,5.83,5.88,5.8,5.85,5.83,0.02,0.3431,132573.43,77607.874,5.85,1.3211,1.7422,0.81,20.0475,19.695,1.1259,1.8432,1.8237,3.9029,3.3673,113945.7178,100352.6429,76094.8698,666582.4491,587062.961
10,002283.SZ,20250606,5.89,5.92,5.8,5.83,5.92,-0.09,-1.5203,174538.43,101773.73,5.83,1.7393,2.2937,1.02,19.9789,19.6276,1.122,1.8369,1.8175,3.9163,3.3788,113945.7178,100352.6429,76094.8698,664303.5348,585055.9081
11,002283.SZ,20250605,5.88,5.93,5.81,5.92,5.88,0.04,0.6803,162448.0,95500.018,5.92,1.6188,2.1348,0.96,20.2874,19.9306,1.1394,1.8652,1.8455,3.8567,3.3275,113945.7178,100352.6429,76094.8698,674558.6494,594087.646
