,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,001337.SZ,20250620,24.47,24.52,24.06,24.3,24.67,-0.37,-1.4998,93017.0,225648.175,24.3,3.2247,5.9222,0.41,41.1217,38.1838,7.0245,15.951,15.5042,1.4403,1.4403,42000.0,28845.6,15706.61,1020600.0,700948.08
1,001337.SZ,20250619,24.9,25.35,24.39,24.67,25.17,-0.5,-1.9865,147369.61,366553.616,24.67,5.1089,9.3826,0.59,41.7478,38.7652,7.1314,16.1939,15.7402,1.4187,1.4187,42000.0,28845.6,15706.61,1036140.0,711620.952
2,001337.SZ,20250618,25.07,25.49,24.82,25.17,25.23,-0.06,-0.2378,146827.45,369510.601,25.17,5.0901,9.3481,0.61,42.5939,39.5509,7.276,16.5221,16.0593,1.3905,1.3905,42000.0,28845.6,15706.61,1057140.0,726043.752
3,001337.SZ,20250617,24.96,25.65,24.94,25.23,25.31,-0.08,-0.3161,158455.37,400782.675,25.23,5.4932,10.0885,0.69,42.6955,39.6452,7.2933,16.5615,16.0975,1.3872,1.3872,42000.0,28845.6,15706.61,1059660.0,727774.488
4,001337.SZ,20250616,26.0,26.03,25.17,25.31,26.24,-0.93,-3.5442,258133.51,659880.363,25.31,8.9488,16.4347,1.25,42.8309,39.7709,7.3164,16.614,16.1486,1.3829,1.3829,42000.0,28845.6,15706.61,1063020.0,730082.136
5,001337.SZ,20250613,25.61,27.0,25.56,26.24,24.84,1.4,5.6361,422176.62,1104150.465,26.24,14.6357,26.8789,2.78,44.4046,41.2322,7.5853,17.2245,16.742,1.3338,1.3338,42000.0,28845.6,15706.61,1102080.0,756908.544
6,001337.SZ,20250612,24.5,24.96,24.11,24.84,23.75,1.09,4.5895,262390.03,644047.469,24.84,9.0964,16.7057,2.18,42.0355,39.0323,7.1806,16.3055,15.8487,1.409,1.409,42000.0,28845.6,15706.61,1043280.0,716524.704
7,001337.SZ,20250611,23.66,23.98,23.53,23.75,23.74,0.01,0.0421,100364.01,238594.479,23.75,3.4794,6.3899,0.78,40.1909,37.3196,6.8655,15.59,15.1533,1.4737,1.4737,42000.0,28845.6,15706.61,997500.0,685083.0
8,001337.SZ,20250610,23.52,23.78,23.4,23.74,23.72,0.02,0.0843,108540.72,255782.838,23.74,3.7628,6.9105,0.72,40.174,37.3038,6.8626,15.5834,15.1469,1.4743,1.4743,42000.0,28845.6,15706.61,997080.0,684794.544
9,001337.SZ,20250609,23.5,23.74,23.19,23.72,24.15,-0.43,-1.7805,140717.0,330192.454,23.72,4.8783,8.9591,1.03,40.1402,37.2724,6.8568,15.5703,15.1341,1.4755,1.4755,42000.0,28845.6,15706.61,996240.0,684217.632
