,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,600018.SH,20250620,5.76,5.87,5.75,5.84,5.76,0.08,1.3889,370588.25,216331.778,5.84,0.1596,1.3288,1.25,9.0919,8.9654,0.9888,3.567,3.5147,3.8017,0.8562,2328136.5262,2321457.7754,278896.4599,13596317.313,13557313.4083
1,600018.SH,20250619,5.81,5.82,5.74,5.76,5.82,-0.06,-1.0309,232470.06,134059.699,5.76,0.1001,0.8335,0.78,8.9673,8.8426,0.9752,3.5181,3.4665,3.8545,0.8681,2328136.5262,2321457.7754,278896.4599,13410066.3909,13371596.7863
2,600018.SH,20250618,5.8,5.84,5.77,5.82,5.8,0.02,0.3448,234207.0,136063.941,5.82,0.1009,0.8398,0.71,9.0607,8.9347,0.9854,3.5548,3.5027,3.8148,0.8591,2328136.5262,2321457.7754,278896.4599,13549754.5825,13510884.2528
3,600018.SH,20250617,5.78,5.81,5.75,5.8,5.78,0.02,0.346,224245.0,129640.143,5.8,0.0966,0.804,0.66,9.0296,8.904,0.982,3.5426,3.4906,3.8279,0.8621,2328136.5262,2321457.7754,278896.4599,13503191.852,13464455.0973
4,600018.SH,20250616,5.83,5.84,5.77,5.78,5.81,-0.03,-0.5164,295190.14,170774.448,5.78,0.1272,1.0584,0.9,8.9985,8.8733,0.9786,3.5304,3.4786,3.8412,0.8651,2328136.5262,2321457.7754,278896.4599,13456629.1214,13418025.9418
5,600018.SH,20250613,5.76,5.86,5.75,5.81,5.76,0.05,0.8681,494668.57,288030.803,5.81,0.2131,1.7737,1.81,9.0452,8.9193,0.9837,3.5487,3.4966,3.8214,0.8606,2328136.5262,2321457.7754,278896.4599,13526473.2172,13487669.6751
6,600018.SH,20250612,5.8,5.81,5.75,5.76,5.8,-0.04,-0.6897,246307.18,142307.684,5.76,0.1061,0.8831,0.9,8.9673,8.8426,0.9752,3.5181,3.4665,3.8545,0.8681,2328136.5262,2321457.7754,278896.4599,13410066.3909,13371596.7863
7,600018.SH,20250611,5.78,5.83,5.76,5.8,5.77,0.03,0.5199,380752.01,220908.164,5.8,0.164,1.3652,1.53,9.0296,8.904,0.982,3.5426,3.4906,3.8279,0.8621,2328136.5262,2321457.7754,278896.4599,13503191.852,13464455.0973
8,600018.SH,20250610,5.77,5.79,5.73,5.77,5.77,0.0,0.0,276801.56,159643.747,5.77,0.1192,0.9925,1.04,8.9829,8.8579,0.9769,3.5242,3.4726,3.8478,0.8666,2328136.5262,2321457.7754,278896.4599,13433347.7562,13394811.3641
9,600018.SH,20250609,5.76,5.78,5.73,5.77,5.78,-0.01,-0.173,238124.9,137024.248,5.77,0.1026,0.8538,0.83,8.9829,8.8579,0.9769,3.5242,3.4726,3.8478,0.8666,2328136.5262,2321457.7754,278896.4599,13433347.7562,13394811.3641
10,600018.SH,20250606,5.76,5.79,5.73,5.78,5.76,0.02,0.3472,228275.86,131489.295,5.78,0.0983,0.8185,0.81,8.9985,8.8733,0.9786,3.5304,3.4786,3.8412,0.8651,2328136.5262,2321457.7754,278896.4599,13456629.1214,13418025.9418
11,600018.SH,20250605,5.8,5.85,5.74,5.76,5.76,0.0,0.0,242077.87,140018.011,5.76,0.1043,0.868,0.89,8.9673,8.8426,0.9752,3.5181,3.4665,3.8545,0.8681,2328136.5262,2321457.7754,278896.4599,13410066.3909,13371596.7863
12,600018.SH,20250604,5.81,5.83,5.72,5.76,5.83,-0.07,-1.2007,256171.82,147536.036,5.76,0.1103,0.9185,1.02,8.9673,8.8426,0.9752,3.5181,3.4665,3.8545,0.8681,2328136.5262,2321457.7754,278896.4599,13410066.3909,13371596.7863
13,600018.SH,20250603,5.84,5.86,5.8,5.83,5.84,-0.01,-0.1712,360534.97,209877.093,5.83,0.1553,1.2927,1.68,9.0763,8.95,0.9871,3.5609,3.5087,3.8082,0.8576,2328136.5262,2321457.7754,278896.4599,13573035.9477,13534098.8306
14,600018.SH,20250530,5.77,5.87,5.77,5.84,5.78,0.06,1.0381,348032.91,203355.767,5.84,0.1499,1.2479,1.84,9.0919,8.9654,0.9888,3.567,3.5147,3.8017,0.8562,2328136.5262,2321457.7754,278896.4599,13596317.313,13557313.4083
15,600018.SH,20250529,5.76,5.8,5.73,5.78,5.76,0.02,0.3472,208164.47,120022.401,5.78,0.0897,0.7464,1.03,8.9985,8.8733,0.9786,3.5304,3.4786,3.8412,0.8651,2328136.5262,2321457.7754,278896.4599,13456629.1214,13418025.9418
16,600018.SH,20250528,5.74,5.8,5.73,5.76,5.75,0.01,0.1739,183884.23,106074.694,5.76,0.0792,0.6593,0.92,8.9673,8.8426,0.9752,3.5181,3.4665,3.8545,0.8681,2328136.5262,2321457.7754,278896.4599,13410066.3909,13371596.7863
17,600018.SH,20250527,5.74,5.78,5.73,5.75,5.74,0.01,0.1742,158339.0,91053.207,5.75,0.0682,0.5677,0.65,8.9518,8.8272,0.9736,3.512,3.4605,3.8612,0.8696,2328136.5262,2321457.7754,278896.4599,13386785.0257,13348382.2086
18,600018.SH,20250526,5.77,5.78,5.73,5.74,5.75,-0.01,-0.1739,173447.67,99728.64,5.74,0.0747,0.6219,0.58,8.9362,8.8119,0.9719,3.5059,3.4545,3.868,0.8711,2328136.5262,2321457.7754,278896.4599,13363503.6604,13325167.6308
19,600018.SH,20250523,5.82,5.86,5.74,5.75,5.83,-0.08,-1.3722,222944.36,129264.61,5.75,0.096,0.7994,0.67,8.9518,8.8272,0.9736,3.512,3.4605,3.8612,0.8696,2328136.5262,2321457.7754,278896.4599,13386785.0257,13348382.2086
20,600018.SH,20250522,5.78,5.85,5.76,5.83,5.78,0.05,0.8651,275324.28,159933.922,5.83,0.1186,0.9872,0.75,9.0763,8.95,0.9871,3.5609,3.5087,3.8082,0.8576,2328136.5262,2321457.7754,278896.4599,13573035.9477,13534098.8306
21,600018.SH,20250521,5.78,5.83,5.77,5.78,5.79,-0.01,-0.1727,174410.0,101150.677,5.78,0.0751,0.6254,0.41,8.9985,8.8733,0.9786,3.5304,3.4786,3.8412,0.8651,2328136.5262,2321457.7754,278896.4599,13456629.1214,13418025.9418
22,600018.SH,20250520,5.88,5.9,5.77,5.79,5.88,-0.09,-1.5306,367331.0,213433.966,5.79,0.1582,1.3171,0.89,9.014,8.8886,0.9803,3.5365,3.4846,3.8346,0.8636,2328136.5262,2321457.7754,278896.4599,13479910.4867,13441240.5196
23,600018.SH,20250519,5.77,5.89,5.77,5.88,5.78,0.1,1.7301,465070.67,272226.215,5.88,0.2003,1.6675,1.25,9.1542,9.0268,0.9956,3.5914,3.5388,3.7759,0.8503,2328136.5262,2321457.7754,278896.4599,13689442.7741,13650171.7194
24,600018.SH,20250516,5.8,5.83,5.7,5.78,5.81,-0.03,-0.5164,375405.49,215921.255,5.78,0.1617,1.346,1.0,8.9985,8.8733,0.9786,3.5304,3.4786,3.8412,0.8651,2328136.5262,2321457.7754,278896.4599,13456629.1214,13418025.9418
25,600018.SH,20250515,5.83,5.91,5.79,5.81,5.82,-0.01,-0.1718,463781.3,271137.608,5.81,0.1998,1.6629,1.42,9.0452,8.9193,0.9837,3.5487,3.4966,3.8214,0.8606,2328136.5262,2321457.7754,278896.4599,13526473.2172,13487669.6751
26,600018.SH,20250514,5.71,5.82,5.69,5.82,5.71,0.11,1.9264,465241.49,268220.704,5.82,0.2004,1.6682,1.32,9.0607,8.9347,0.9854,3.5548,3.5027,3.8148,3.8148,2328136.5262,2321457.7754,278896.4599,13549754.5825,13510884.2528
27,600018.SH,20250513,5.72,5.74,5.67,5.71,5.67,0.04,0.7055,288781.0,164475.988,5.71,0.1244,1.0354,0.78,8.8895,8.7658,0.9668,3.4876,3.4365,3.8883,3.8883,2328136.5262,2321457.7754,278896.4599,13293659.5646,13255523.8975
28,600018.SH,20250512,5.65,5.68,5.63,5.67,5.63,0.04,0.7105,267870.04,151548.316,5.67,0.1154,0.9605,0.7,8.8272,8.7044,0.96,3.4632,3.4124,3.9157,3.9157,2328136.5262,2321457.7754,278896.4599,13200534.1036,13162665.5865
29,600018.SH,20250509,5.56,5.64,5.55,5.63,5.55,0.08,1.4414,382296.58,214260.433,5.63,0.1647,1.3707,1.04,8.7649,8.643,0.9532,3.4387,3.3883,3.9435,3.9435,2328136.5262,2321457.7754,278896.4599,13107408.6425,13069807.2755
30,600018.SH,20250508,5.56,5.58,5.54,5.55,5.58,-0.03,-0.5376,229155.82,127273.364,5.55,0.0987,0.8217,0.56,8.6404,8.5202,0.9397,3.3899,3.3402,4.0004,4.0004,2328136.5262,2321457.7754,278896.4599,12921157.7204,12884090.6535
31,600018.SH,20250507,5.51,5.58,5.49,5.58,5.47,0.11,2.011,592673.52,328220.556,5.58,0.2553,2.1251,1.81,8.6871,8.5662,0.9448,3.4082,3.3582,3.9789,3.9789,2328136.5262,2321457.7754,278896.4599,12991001.8162,12953734.3867
32,600018.SH,20250506,5.45,5.47,5.42,5.47,5.44,0.03,0.5515,370522.27,201978.045,5.47,0.1596,1.3285,1.23,8.5159,8.3974,0.9261,3.341,3.292,4.0589,4.0589,2328136.5262,2321457.7754,278896.4599,12734906.7983,12698374.0314
33,600018.SH,20250430,5.49,5.5,5.42,5.44,5.48,-0.04,-0.7299,338872.1,184651.656,5.44,0.146,1.215,1.16,8.4691,8.3513,0.9211,3.3227,3.274,4.0813,4.0813,2328136.5262,2321457.7754,278896.4599,12665062.7025,12628730.2982
34,600018.SH,20250429,5.53,5.54,5.47,5.48,5.55,-0.07,-1.2613,315230.95,173343.59,5.48,0.1358,1.1303,1.02,8.5314,8.5314,0.9571,3.3471,3.3471,4.0515,4.0515,2328136.5262,2321457.7754,278896.4599,12758188.1636,12721588.6092
35,600018.SH,20250428,5.49,5.57,5.48,5.55,5.5,0.05,0.9091,422914.34,233986.463,5.55,0.1822,1.5164,1.52,8.6404,8.6404,0.9693,3.3899,3.3899,4.0004,4.0004,2328136.5262,2321457.7754,278896.4599,12921157.7204,12884090.6535
36,600018.SH,20250425,5.49,5.5,5.47,5.5,5.48,0.02,0.365,189990.86,104271.89,5.5,0.0818,0.3616,0.69,8.5626,8.5626,0.9605,3.3593,3.3593,4.0367,4.0367,2328136.5262,2321457.7754,525446.4953,12804750.8941,12768017.7647
37,600018.SH,20250424,5.49,5.52,5.46,5.48,5.49,-0.01,-0.1821,239458.68,131488.97,5.48,0.1032,0.4557,0.85,8.5314,8.5314,0.9571,3.3471,3.3471,4.0515,4.0515,2328136.5262,2321457.7754,525446.4953,12758188.1636,12721588.6092
38,600018.SH,20250423,5.53,5.54,5.48,5.49,5.52,-0.03,-0.5435,292778.0,161122.124,5.49,0.1261,0.5572,0.9,8.547,8.547,0.9588,3.3532,3.3532,4.0441,4.0441,2328136.5262,2321457.7754,525446.4953,12781469.5288,12744803.1869
39,600018.SH,20250422,5.5,5.56,5.49,5.52,5.49,0.03,0.5464,392929.67,217453.547,5.52,0.1693,0.7478,1.24,8.5937,8.5937,0.964,3.3715,3.3715,4.0221,4.0221,2328136.5262,2321457.7754,525446.4953,12851313.6246,12814446.9202
40,600018.SH,20250421,5.52,5.53,5.48,5.49,5.52,-0.03,-0.5435,279371.65,153527.958,5.49,0.1203,0.5317,0.85,8.547,8.547,0.9588,3.3532,3.3532,4.0441,4.0441,2328136.5262,2321457.7754,525446.4953,12781469.5288,12744803.1869
