,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,002635.SZ,20250620,12.9,13.06,12.74,12.75,12.97,-0.22,-1.6962,57688.0,74332.109,12.75,1.459,1.8752,1.12,32.1003,44.8014,1.4711,1.7539,1.7824,2.3529,1.5686,65968.6776,39539.7042,30763.7238,841100.6394,504131.2286
1,002635.SZ,20250619,13.08,13.23,12.9,12.97,13.15,-0.18,-1.3688,55639.0,72574.533,12.97,1.4072,1.8086,1.13,32.6542,45.5745,1.4964,1.7842,1.8132,2.313,1.542,65968.6776,39539.7042,30763.7238,855613.7485,512829.9635
2,002635.SZ,20250618,13.0,13.17,12.94,13.15,13.03,0.12,0.921,54795.34,71735.399,13.15,1.3858,1.7812,1.16,33.1074,46.207,1.5172,1.8089,1.8383,2.2814,1.5209,65968.6776,39539.7042,30763.7238,867488.1104,519947.1102
3,002635.SZ,20250617,13.01,13.15,12.97,13.03,13.01,0.02,0.1537,42474.5,55419.359,13.03,1.0742,1.3807,0.82,32.8053,45.7853,1.5034,1.7924,1.8215,2.3024,1.5349,65968.6776,39539.7042,30763.7238,859571.8691,515202.3457
4,002635.SZ,20250616,12.8,13.04,12.8,13.01,12.89,0.12,0.931,41025.2,53260.796,13.01,1.0376,1.3336,0.76,32.7549,45.715,1.5011,1.7897,1.8188,2.3059,1.5373,65968.6776,39539.7042,30763.7238,858252.4956,514411.5516
5,002635.SZ,20250613,13.12,13.17,12.86,12.89,13.18,-0.29,-2.2003,63710.0,82592.595,12.89,1.6113,2.0709,1.22,32.4528,45.2934,1.4872,1.7732,1.802,2.3274,1.5516,65968.6776,39539.7042,30763.7238,850336.2543,509666.7871
6,002635.SZ,20250612,13.1,13.24,13.09,13.18,13.17,0.01,0.0759,43173.0,56886.277,13.18,1.0919,1.4034,0.75,33.1829,46.3124,1.5207,1.8131,1.8425,2.2762,1.5175,65968.6776,39539.7042,30763.7238,869467.1708,521133.3014
7,002635.SZ,20250611,13.09,13.29,13.09,13.17,13.08,0.09,0.6881,46527.94,61435.197,13.17,1.1767,1.5124,0.77,33.1577,46.2772,1.5195,1.8117,1.8411,2.2779,1.5186,65968.6776,39539.7042,30763.7238,868807.484,520737.9043
8,002635.SZ,20250610,13.19,13.24,12.95,13.08,13.25,-0.17,-1.283,64625.2,84647.273,13.08,1.6344,2.1007,1.13,32.9312,45.961,1.5091,1.7993,1.8285,2.2936,1.5291,65968.6776,39539.7042,30763.7238,862870.303,517179.3309
9,002635.SZ,20250609,13.14,13.26,13.12,13.25,13.12,0.13,0.9909,53520.54,70626.996,13.25,1.3536,1.7397,0.74,33.3592,46.5583,1.5287,1.8227,1.8523,2.2642,1.5094,65968.6776,39539.7042,30763.7238,874084.9782,523901.0807
10,002635.SZ,20250606,13.18,13.32,13.05,13.12,13.21,-0.09,-0.6813,53298.14,70008.625,13.12,1.348,1.7325,0.59,33.0319,46.1015,1.5137,1.8048,1.8341,2.2866,1.5244,65968.6776,39539.7042,30763.7238,865509.0501,518760.9191
11,002635.SZ,20250605,12.98,13.24,12.93,13.21,13.03,0.18,1.3814,71432.0,93685.864,13.21,1.8066,2.322,0.83,33.2585,46.4178,1.5241,1.8172,1.8467,2.271,1.514,65968.6776,39539.7042,30763.7238,871446.2311,522319.4925
12,002635.SZ,20250604,12.91,13.04,12.84,13.03,12.87,0.16,1.2432,58275.22,75526.846,13.03,1.4738,1.8943,0.71,32.8053,45.7853,1.5034,1.7924,1.8215,2.3024,1.5349,65968.6776,39539.7042,30763.7238,859571.8691,515202.3457
13,002635.SZ,20250603,12.81,12.94,12.78,12.87,12.88,-0.01,-0.0776,49751.99,64086.276,12.87,1.2583,1.6172,0.61,32.4024,45.2231,1.4849,1.7704,1.7992,2.331,1.554,65968.6776,39539.7042,30763.7238,849016.8807,508875.9931
