股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
836260.BJ,20250709,13.94,14.08,13.7,13.72,13.96,-0.24,-1.7192,11278.34,15629.75,13.72,1.1397,2.6463,0.63,31.9088,28.0806,3.3848,4.8177,4.6787,,,10355.0,9896.0709,4261.9309,142070.6,135774.0927
836260.BJ,20250708,13.77,13.96,13.5,13.96,13.69,0.27,1.9722,15857.73,21828.367,13.96,1.6024,3.7208,0.86,32.467,28.5718,3.444,4.902,4.7606,,,10355.0,9896.0709,4261.9309,144555.8,138149.1498
836260.BJ,20250707,13.89,13.96,13.57,13.69,13.85,-0.16,-1.1552,14663.73,20088.751,13.69,1.4818,3.4406,0.77,31.8391,28.0192,3.3774,4.8071,4.6685,,,10355.0,9896.0709,4261.9309,141759.95,135477.2106
836260.BJ,20250704,14.3,14.3,13.82,13.85,14.25,-0.4,-2.807,18920.32,26437.322,13.85,1.9119,4.4394,0.95,32.2112,28.3466,3.4169,4.8633,4.723,,,10355.0,9896.0709,4261.9309,143416.75,137060.582
836260.BJ,20250703,14.41,14.41,14.1,14.25,14.34,-0.09,-0.6276,17056.39,24229.937,14.25,1.7236,4.002,0.71,33.1415,29.1653,3.5155,5.0038,4.8594,,,10355.0,9896.0709,4261.9309,147558.75,141019.0103
836260.BJ,20250702,14.2,14.45,14.06,14.34,14.18,0.16,1.1283,23051.69,32893.759,14.34,2.3294,5.4087,0.88,33.3508,29.3495,3.5378,5.0354,4.8901,,,10355.0,9896.0709,4261.9309,148490.7,141909.6567
836260.BJ,20250701,14.14,14.26,14.1,14.18,14.11,0.07,0.4961,18893.37,26725.805,14.18,1.9092,4.4331,0.57,32.9787,29.022,3.4983,4.9792,4.8356,,,10355.0,9896.0709,4261.9309,146833.9,140326.2854
836260.BJ,20250630,14.23,14.29,14.07,14.11,14.14,-0.03,-0.2122,16758.26,23655.179,14.11,1.6934,3.9321,0.45,32.8159,28.8788,3.481,4.9546,4.8117,,,10355.0,9896.0709,4261.9309,146109.05,139633.5604
836260.BJ,20250627,14.2,14.35,14.05,14.14,14.14,0.0,0.0,24036.38,34017.237,14.14,2.4289,5.6398,0.57,32.8856,28.9402,3.4884,4.9652,4.8219,,,10355.0,9896.0709,4261.9309,146419.7,139930.4425
836260.BJ,20250626,14.18,14.45,14.06,14.14,14.13,0.01,0.0708,37396.62,53230.646,14.14,3.7789,8.7746,0.69,32.8856,28.9402,3.4884,4.9652,4.8219,,,10355.0,9896.0709,4261.9309,146419.7,139930.4425
836260.BJ,20250625,14.15,14.28,13.93,14.13,14.16,-0.03,-0.2119,34115.05,48057.319,14.13,3.4473,8.0046,0.52,32.8624,28.9197,3.4859,4.9617,4.8185,,,10355.0,9896.0709,4261.9309,146316.15,139831.4818
