股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
832491.BJ,20250709,28.6,29.46,28.51,28.68,28.47,0.21,0.7376,39377.39,114564.02,28.68,3.4071,3.6671,1.43,46.1807,44.8363,4.0915,6.559,6.2296,,,14114.318,11557.5071,10738.0269,404798.6402,331469.3036
832491.BJ,20250708,27.9,28.54,27.8,28.47,27.89,0.58,2.0796,24460.72,69279.471,28.47,2.1164,2.278,0.86,45.8426,44.508,4.0616,6.511,6.184,,,14114.318,11557.5071,10738.0269,401834.6335,329042.2271
832491.BJ,20250707,28.31,28.39,27.8,27.89,28.32,-0.43,-1.5184,25747.05,72030.857,27.89,2.2277,2.3977,0.86,44.9087,43.6013,3.9788,6.3783,6.058,,,14114.318,11557.5071,10738.0269,393648.329,322338.873
832491.BJ,20250704,28.93,28.95,28.24,28.32,28.79,-0.47,-1.6325,28529.73,81510.592,28.32,2.4685,2.6569,0.89,45.6011,44.2735,4.0402,6.4767,6.1514,,,14114.318,11557.5071,10738.0269,399717.4858,327308.6011
832491.BJ,20250703,28.78,29.05,28.6,28.79,28.7,0.09,0.3136,24855.22,71552.214,28.79,2.1506,2.3147,0.67,46.3579,45.0083,4.1072,6.5842,6.2535,,,14114.318,11557.5071,10738.0269,406351.2152,332740.6294
832491.BJ,20250702,29.45,29.48,28.61,28.7,29.58,-0.88,-2.975,34206.03,98877.595,28.7,2.9596,3.1855,0.79,46.2129,44.8676,4.0944,6.5636,6.2339,,,14114.318,11557.5071,10738.0269,405080.9266,331700.4538
832491.BJ,20250701,29.64,29.9,29.23,29.58,29.8,-0.22,-0.7383,29134.66,86171.091,29.58,2.5208,2.7132,0.54,47.6299,46.2433,4.2199,6.7648,6.4251,,,14114.318,11557.5071,10738.0269,417501.5264,341871.06
832491.BJ,20250630,29.75,29.9,29.4,29.8,29.55,0.25,0.846,32386.21,95961.398,29.8,2.8022,3.016,0.62,47.9842,46.5873,4.2513,6.8151,6.4729,,,14114.318,11557.5071,10738.0269,420606.6764,344413.7116
832491.BJ,20250627,30.0,30.12,29.31,29.55,29.45,0.1,0.3396,39252.66,116463.987,29.55,3.3963,3.6555,0.78,47.5816,46.1964,4.2156,6.758,6.4186,,,14114.318,11557.5071,10738.0269,417078.0969,341524.3348
832491.BJ,20250626,30.47,30.58,29.41,29.45,30.08,-0.63,-2.0944,51700.22,154439.902,29.45,4.4733,4.8147,1.06,47.4206,46.0401,4.2014,6.7351,6.3968,,,14114.318,11557.5071,10738.0269,415666.6651,340368.5841
832491.BJ,20250625,29.57,30.18,29.2,30.08,29.56,0.52,1.7591,63699.61,188956.938,30.08,5.5115,5.9322,1.5,48.435,47.025,4.2912,6.8792,6.5337,,,14114.318,11557.5071,10738.0269,424558.6854,347649.8136
