股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
300688.SZ,20250709,33.75,34.73,33.46,33.46,33.8,-0.34,-1.0059,138868.0,472882.156,33.46,9.3644,11.0318,1.02,,,13.0917,25.2353,27.0115,0.0149,,16737.9464,14829.4083,12588.0082,560051.6865,496192.0017
300688.SZ,20250708,33.29,34.0,33.22,33.8,33.63,0.17,0.5055,112954.6,379423.242,33.8,7.6169,8.9732,0.81,,,13.2248,25.4918,27.286,0.0148,,16737.9464,14829.4083,12588.0082,565742.5883,501234.0005
300688.SZ,20250707,32.41,34.09,31.87,33.63,32.26,1.37,4.2467,174342.5,577109.883,33.63,11.7565,13.8499,1.29,,,13.1582,25.3636,27.1488,0.0149,,16737.9464,14829.4083,12588.0082,562897.1374,498713.0011
300688.SZ,20250704,32.42,33.67,32.14,32.26,32.97,-0.71,-2.1535,121652.99,397154.004,32.26,8.2035,9.6642,0.81,,,12.6222,24.3303,26.0428,0.0155,,16737.9464,14829.4083,12588.0082,539966.1509,478396.7118
300688.SZ,20250703,31.44,33.58,31.31,32.97,31.47,1.5,4.7664,187235.9,610592.008,32.97,12.626,14.8741,1.34,,,12.9,24.8658,26.616,0.0152,,16737.9464,14829.4083,12588.0082,551850.0928,488925.5917
300688.SZ,20250702,31.34,32.05,30.94,31.47,31.62,-0.15,-0.4744,87135.99,273218.46,31.47,5.8759,6.9221,0.59,,,12.3131,23.7345,25.405,0.0159,,16737.9464,14829.4083,12588.0082,526743.1732,466681.4792
300688.SZ,20250701,31.96,32.7,31.48,31.62,31.88,-0.26,-0.8156,124963.0,400207.395,31.62,8.4267,9.9271,0.9,,,12.3718,23.8476,25.5261,0.0158,,16737.9464,14829.4083,12588.0082,529253.8652,468905.8904
300688.SZ,20250630,32.0,32.5,31.53,31.88,32.78,-0.9,-2.7456,152343.78,486575.184,31.88,10.2731,12.1023,1.26,,,12.4735,24.0437,25.736,0.0157,,16737.9464,14829.4083,12588.0082,533605.7312,472761.5366
300688.SZ,20250627,31.21,33.05,31.0,32.78,31.21,1.57,5.0304,200016.0,644597.402,32.78,13.4878,15.8894,2.19,,,12.8257,24.7225,26.4626,0.0153,,16737.9464,14829.4083,12588.0082,548669.883,486108.0041
300688.SZ,20250626,31.2,32.28,30.93,31.21,31.22,-0.01,-0.032,135227.7,427425.944,31.21,9.1189,10.7426,1.67,,,12.2114,23.5384,25.1952,0.016,,16737.9464,14829.4083,12588.0082,522391.3071,462825.833
