,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,601086.SH,20250620,12.0,12.16,11.7,11.83,11.81,0.02,0.1693,238379.4,283748.615,11.83,3.5793,14.6233,0.71,135.8215,140.3524,5.1219,10.4063,11.0258,1.5126,0.6704,66600.0,66600.0,16301.3,787878.0,787878.0
1,601086.SH,20250619,12.45,12.55,11.75,11.81,12.57,-0.76,-6.0461,346283.0,417975.123,11.81,5.1994,21.2427,1.0,135.5919,140.1151,5.1132,10.3887,11.0071,1.5152,0.6716,66600.0,66600.0,16301.3,786546.0,786546.0
2,601086.SH,20250618,13.02,13.12,12.41,12.57,13.18,-0.61,-4.6282,366193.0,463781.86,12.57,5.4984,22.464,0.93,144.3175,149.1318,5.4423,11.0573,11.7155,1.4236,0.631,66600.0,66600.0,16301.3,837162.0,837162.0
3,601086.SH,20250617,13.03,13.59,12.95,13.18,13.09,0.09,0.6875,338119.4,448308.407,13.18,5.0769,20.7419,0.7,151.321,156.3689,5.7064,11.5939,12.284,1.3577,0.6018,66600.0,66600.0,16301.3,877788.0,877788.0
4,601086.SH,20250616,12.7,13.42,12.5,13.09,13.1,-0.01,-0.0763,330261.4,428025.006,13.09,4.9589,20.2598,0.6,150.2877,155.3012,5.6674,11.5147,12.2001,1.367,0.6059,66600.0,66600.0,16301.3,871794.0,871794.0
5,601086.SH,20250613,13.02,13.48,12.83,13.1,13.11,-0.01,-0.0763,301221.4,397797.179,13.1,4.5228,18.4784,0.51,150.4025,155.4198,5.6717,11.5235,12.2094,1.366,0.6054,66600.0,66600.0,16301.3,872460.0,872460.0
6,601086.SH,20250612,13.5,13.6,13.07,13.11,13.84,-0.73,-5.2746,396896.4,523912.605,13.11,5.9594,24.3475,0.57,150.5173,155.5385,5.6761,11.5323,12.2188,1.365,0.605,66600.0,66600.0,16301.3,873126.0,873126.0
7,601086.SH,20250611,14.4,14.4,13.64,13.92,14.59,-0.67,-4.5922,604506.0,841640.341,13.92,9.0767,37.0833,0.82,159.817,165.1484,5.8267,12.2448,12.9737,1.2855,1.2855,66600.0,66600.0,16301.3,927072.0,927072.0
8,601086.SH,20250610,14.17,15.44,14.0,14.59,14.36,0.23,1.6017,782863.18,1138439.925,14.59,11.7547,48.0246,1.1,167.5094,173.0973,6.1071,12.8342,13.5981,1.2265,1.2265,66600.0,66600.0,16301.3,971694.0,971694.0
9,601086.SH,20250609,13.86,14.52,13.61,14.36,13.73,0.63,4.5885,646902.18,920137.771,14.36,9.7132,39.6841,0.91,164.8687,170.3686,6.0108,12.6319,13.3838,1.2461,1.2461,66600.0,66600.0,16301.3,956376.0,956376.0
10,601086.SH,20250606,14.18,14.35,13.64,13.73,14.18,-0.45,-3.1735,524419.0,728321.145,13.73,7.8742,32.1704,0.61,157.6356,162.8942,5.7471,12.0777,12.7966,1.3033,1.3033,66600.0,66600.0,16301.3,914418.0,914418.0
11,601086.SH,20250605,15.26,15.31,14.08,14.18,14.96,-0.78,-5.2139,907355.4,1334704.375,14.18,13.624,55.6615,1.1,162.8021,168.233,5.9355,12.4735,13.216,1.262,1.262,66600.0,66600.0,16301.3,944388.0,944388.0
12,601086.SH,20250604,13.53,14.96,13.42,14.96,13.6,1.36,10.0,821041.21,1157367.309,14.96,12.3279,50.3666,1.02,171.7574,177.4871,6.262,13.1597,13.943,1.1962,1.1962,66600.0,66600.0,16301.3,996336.0,996336.0
13,601086.SH,20250603,12.77,14.57,12.77,13.6,14.19,-0.59,-4.1579,668138.22,915003.225,13.6,10.0321,40.9868,0.83,156.1431,161.3519,5.6927,11.9633,12.6755,1.3158,1.3158,66600.0,66600.0,16301.3,905760.0,905760.0
14,601086.SH,20250530,14.8,15.36,14.19,14.19,15.77,-1.58,-10.019,646895.0,935454.581,14.19,9.7131,39.6836,0.84,162.9169,168.3517,5.9397,12.4823,13.2253,1.2611,1.2611,66600.0,66600.0,16301.3,945054.0,945054.0
15,601086.SH,20250529,14.95,15.77,14.46,15.77,14.34,1.43,9.9721,1238455.83,1897706.258,15.77,18.5954,75.9728,2.01,181.0571,187.097,6.6011,13.8722,14.6979,1.1347,1.1347,66600.0,66600.0,16301.3,1050282.0,1050282.0
16,601086.SH,20250528,12.7,14.34,12.61,14.34,13.04,1.3,9.9693,754690.21,1041488.132,14.34,11.3317,46.2963,1.25,164.6391,170.1313,6.0025,12.6143,13.3651,1.2479,1.2479,66600.0,66600.0,16301.3,955044.0,955044.0
17,601086.SH,20250527,12.56,13.5,12.5,13.04,12.73,0.31,2.4352,735020.42,954151.645,13.04,11.0363,45.0897,1.16,149.7137,154.708,5.4583,11.4707,12.1535,1.3723,1.3723,66600.0,66600.0,16301.3,868464.0,868464.0
18,601086.SH,20250526,11.7,12.96,11.57,12.73,11.78,0.95,8.0645,635201.42,781979.089,12.73,9.5376,38.9663,0.92,146.1545,151.0301,5.3286,11.198,11.8646,1.4057,1.4057,66600.0,66600.0,16301.3,847818.0,847818.0
19,601086.SH,20250523,12.31,12.43,11.75,11.78,12.44,-0.66,-5.3055,470952.0,561644.431,11.78,7.0714,28.8905,0.59,135.2475,139.7592,4.9309,10.3623,10.9792,1.5191,1.5191,66600.0,66600.0,16301.3,784548.0,784548.0
20,601086.SH,20250522,12.3,13.14,12.3,12.44,12.73,-0.29,-2.2781,489549.0,621189.17,12.44,7.3506,30.0313,0.53,142.825,147.5895,5.2072,10.9429,11.5943,1.4385,1.4385,66600.0,66600.0,16301.3,828504.0,828504.0
21,601086.SH,20250521,12.95,13.53,12.6,12.73,13.53,-0.8,-5.9128,686024.0,888728.058,12.73,10.3007,42.084,0.69,146.1545,151.0301,5.3286,11.198,11.8646,1.4057,1.4057,66600.0,66600.0,16301.3,847818.0,847818.0
22,601086.SH,20250520,13.86,14.67,12.78,13.53,14.13,-0.6,-4.2463,873120.0,1202740.808,13.53,13.1099,53.5614,0.88,155.3394,160.5214,5.6634,11.9017,12.6102,1.3226,1.3226,66600.0,66600.0,16301.3,901098.0,901098.0
23,601086.SH,20250519,13.06,14.7,13.06,14.13,13.66,0.47,3.4407,942921.41,1324100.498,14.13,14.158,57.8433,1.02,162.2281,167.6398,5.9146,12.4295,13.1694,1.2664,1.2664,66600.0,66600.0,16301.3,941058.0,941058.0
24,601086.SH,20250516,13.0,14.02,12.41,13.66,13.1,0.56,4.2748,979826.62,1304887.198,13.66,14.7121,60.1073,1.13,156.8319,162.0637,5.7178,12.0161,12.7314,1.31,1.31,66600.0,66600.0,16301.3,909756.0,909756.0
25,601086.SH,20250515,12.6,14.25,12.0,13.1,12.96,0.14,1.0802,1122633.21,1447487.481,13.1,16.8564,68.8677,1.38,150.4025,155.4198,5.4834,11.5235,12.2094,1.366,1.366,66600.0,66600.0,16301.3,872460.0,872460.0
26,601086.SH,20250514,11.58,12.96,11.1,12.96,11.78,1.18,10.017,1071072.62,1326006.426,12.96,16.0822,65.7047,1.39,148.7952,153.7588,5.4248,11.4003,12.079,1.3807,1.3807,66600.0,66600.0,16301.3,863136.0,863136.0
27,601086.SH,20250513,11.25,12.35,11.05,11.78,11.28,0.5,4.4326,847580.62,1002948.348,11.78,12.7264,51.9947,1.19,135.2475,139.7592,4.9309,10.3623,10.9792,1.5191,1.5191,66600.0,66600.0,16301.3,784548.0,784548.0
28,601086.SH,20250512,11.5,11.5,10.72,11.28,11.01,0.27,2.4523,613477.21,683337.772,11.28,9.2114,37.6336,0.84,129.5069,133.8271,4.7216,9.9225,10.5132,1.5864,1.5864,66600.0,66600.0,16301.3,751248.0,751248.0
29,601086.SH,20250509,11.0,11.96,11.0,11.01,11.95,-0.94,-7.8661,663328.81,754025.907,11.01,9.9599,40.6918,0.87,126.407,130.6238,4.6086,9.685,10.2615,1.6253,1.6253,66600.0,66600.0,16301.3,733266.0,733266.0
30,601086.SH,20250508,11.05,12.5,10.71,11.95,11.48,0.47,4.0941,886645.21,1033908.401,11.95,13.313,54.3911,1.21,137.1993,141.7761,5.0021,10.5119,11.1376,1.4974,1.4974,66600.0,66600.0,16301.3,795870.0,795870.0
31,601086.SH,20250507,10.6,11.48,10.36,11.48,10.44,1.04,9.9617,850511.17,937068.566,11.48,12.7704,52.1744,1.12,131.8031,136.2,4.8053,10.0985,10.6996,1.5588,1.5588,66600.0,66600.0,16301.3,764568.0,764568.0
32,601086.SH,20250506,10.29,10.44,10.06,10.44,10.03,0.41,4.0877,552162.6,568013.909,10.44,8.2907,33.8723,0.62,119.8628,123.8613,4.37,9.1836,9.7303,1.714,1.714,66600.0,66600.0,16301.3,695304.0,695304.0
33,601086.SH,20250430,10.57,10.96,10.03,10.03,11.14,-1.11,-9.9641,686756.71,711322.948,10.03,10.3117,42.129,0.88,115.1555,118.997,4.1984,8.8229,9.3481,1.7841,1.7841,66600.0,66600.0,16301.3,667998.0,667998.0
34,601086.SH,20250429,11.0,11.81,10.5,11.14,11.28,-0.14,-1.2411,844294.91,932719.275,11.14,12.6771,51.7931,1.11,127.8996,127.8996,4.6931,9.7994,9.7994,1.6063,1.6063,66600.0,66600.0,16301.3,741924.0,741924.0
35,601086.SH,20250428,11.71,12.38,11.28,11.28,12.53,-1.25,-9.9761,729830.33,849363.444,11.28,10.9584,44.7713,1.0,129.5069,129.5069,4.752,9.9225,9.9225,1.5864,1.5864,66600.0,66600.0,16301.3,751248.0,751248.0
36,601086.SH,20250425,12.53,14.3,12.53,12.53,13.92,-1.39,-9.9856,971186.4,1269869.602,12.53,14.5824,59.5772,1.32,143.8583,143.8583,5.2786,11.0221,11.0221,1.4281,1.4281,66600.0,66600.0,16301.3,834498.0,834498.0
