,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,601700.SH,20250620,4.57,4.6,4.47,4.47,4.55,-0.08,-1.7582,117374.05,53034.865,4.47,1.0276,2.0773,0.91,55.9308,,1.939,1.5824,1.8213,1.1186,,114224.67,114224.67,56502.4,510584.2749,510584.2749
1,601700.SH,20250619,4.66,4.66,4.53,4.55,4.65,-0.1,-2.1505,108762.0,49681.83,4.55,0.9522,1.9249,0.81,56.9318,,1.9737,1.6107,1.8539,1.0989,,114224.67,114224.67,56502.4,519722.2485,519722.2485
2,601700.SH,20250618,4.63,4.71,4.57,4.65,4.64,0.01,0.2155,136966.5,63377.479,4.65,1.1991,2.4241,0.94,58.183,,2.0171,1.6461,1.8947,1.0753,1.0753,114224.67,114224.67,56502.4,531144.7155,531144.7155
3,601700.SH,20250617,4.6,4.65,4.56,4.64,4.59,0.05,1.0893,124420.0,57352.061,4.64,1.0893,2.202,0.74,58.0579,,2.0127,1.6425,1.8906,1.0776,1.0776,114224.67,114224.67,56502.4,530002.4688,530002.4688
4,601700.SH,20250616,4.51,4.62,4.49,4.59,4.53,0.06,1.3245,96858.9,44353.989,4.59,0.848,1.7142,0.48,57.4323,,1.9911,1.6248,1.8702,1.0893,1.0893,114224.67,114224.67,56502.4,524291.2353,524291.2353
5,601700.SH,20250613,4.57,4.65,4.51,4.53,4.59,-0.06,-1.3072,176449.05,80833.455,4.53,1.5448,3.1229,0.69,56.6815,,1.965,1.6036,1.8458,1.1038,1.1038,114224.67,114224.67,56502.4,517437.7551,517437.7551
6,601700.SH,20250612,4.63,4.63,4.57,4.59,4.64,-0.05,-1.0776,140039.0,64370.25,4.59,1.226,2.4785,0.37,57.4323,,1.9911,1.6248,1.8702,1.0893,1.0893,114224.67,114224.67,56502.4,524291.2353,524291.2353
7,601700.SH,20250611,4.6,4.65,4.56,4.64,4.6,0.04,0.8696,192086.53,88693.883,4.64,1.6817,3.3996,0.48,58.0579,,2.0127,1.6425,1.8906,1.0776,1.0776,114224.67,114224.67,56502.4,530002.4688,530002.4688
8,601700.SH,20250610,4.7,4.72,4.57,4.6,4.68,-0.08,-1.7094,235608.07,109107.212,4.6,2.0627,4.1699,0.64,57.5574,,1.9954,1.6284,1.8743,1.087,1.087,114224.67,114224.67,56502.4,525433.482,525433.482
9,601700.SH,20250609,4.68,4.71,4.63,4.68,4.69,-0.01,-0.2132,260180.98,121228.286,4.68,2.2778,4.6048,0.78,58.5584,,2.0301,1.6567,1.9069,1.0684,1.0684,114224.67,114224.67,56502.4,534571.4556,534571.4556
10,601700.SH,20250606,4.73,4.82,4.59,4.69,4.74,-0.05,-1.0549,453382.34,211449.747,4.69,3.9692,8.0241,1.74,58.6835,,2.0344,1.6602,1.911,1.0661,1.0661,114224.67,114224.67,56502.4,535713.7023,535713.7023
11,601700.SH,20250605,4.92,5.15,4.73,4.74,4.77,-0.03,-0.6289,760173.13,371466.668,4.74,6.6551,13.4538,6.05,59.3092,,2.0561,1.6779,1.9313,1.0549,1.0549,114224.67,114224.67,56502.4,541424.9358,541424.9358
12,601700.SH,20250604,4.38,4.77,4.38,4.77,4.34,0.43,9.9078,275180.93,128579.495,4.77,2.4091,4.8703,3.12,59.6845,,2.0691,1.6886,1.9436,1.0482,1.0482,114224.67,114224.67,56502.4,544851.6759,544851.6759
13,601700.SH,20250603,4.31,4.38,4.27,4.34,4.31,0.03,0.6961,83314.5,35997.299,4.34,0.7294,1.4745,0.87,54.3042,,1.8826,1.5363,1.7684,1.1521,1.1521,114224.67,114224.67,56502.4,495735.0678,495735.0678
14,601700.SH,20250530,4.42,4.44,4.3,4.31,4.43,-0.12,-2.7088,98520.5,42752.529,4.31,0.8625,1.7437,1.1,53.9288,,1.8696,1.5257,1.7561,1.1601,1.1601,114224.67,114224.67,56502.4,492308.3277,492308.3277
15,601700.SH,20250529,4.33,4.44,4.33,4.43,4.35,0.08,1.8391,88604.13,39120.473,4.43,0.7757,1.5681,0.94,55.4303,,1.9216,1.5682,1.805,1.1287,1.1287,114224.67,114224.67,56502.4,506015.2881,506015.2881
