,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,002803.SZ,20250620,13.05,13.12,12.8,12.83,13.06,-0.23,-1.7611,47308.0,61166.444,12.83,1.6383,1.8476,0.65,31.9235,29.2904,2.1246,1.0504,1.0221,4.1526,2.5908,45267.9288,28877.0188,25605.7737,580787.5265,370492.1512
1,002803.SZ,20250619,13.27,13.32,13.02,13.06,13.28,-0.22,-1.6566,53184.0,70016.405,13.06,1.8417,2.077,0.72,32.4958,29.8155,2.1627,1.0692,1.0404,4.0795,2.5452,45267.9288,28877.0188,25605.7737,591199.1501,377133.8655
2,002803.SZ,20250618,13.27,13.34,13.16,13.28,13.36,-0.08,-0.5988,57538.0,76177.86,13.28,1.9925,2.2471,0.78,33.0432,30.3178,2.1991,1.0872,1.058,4.0119,2.503,45267.9288,28877.0188,25605.7737,601158.0945,383486.8097
3,002803.SZ,20250617,13.62,13.7,13.28,13.36,13.58,-0.22,-1.62,65848.6,88188.221,13.36,2.2803,2.5716,0.87,33.2422,30.5004,2.2124,1.0938,1.0643,3.9879,2.488,45267.9288,28877.0188,25605.7737,604779.5288,385796.9712
4,002803.SZ,20250616,13.21,13.74,13.01,13.58,13.2,0.38,2.8788,104554.0,141650.542,13.58,3.6207,4.0832,1.39,33.7896,31.0027,2.2488,1.1118,1.0818,3.9233,2.4477,45267.9288,28877.0188,25605.7737,614738.4731,392149.9153
5,002803.SZ,20250613,13.61,13.65,13.15,13.2,13.63,-0.43,-3.1548,85518.99,114126.072,13.2,2.9615,3.3398,1.17,32.8441,30.1351,2.1859,1.0807,1.0516,4.0362,2.5182,45267.9288,28877.0188,25605.7737,597536.6602,381176.6482
6,002803.SZ,20250612,13.55,13.65,13.44,13.63,13.54,0.09,0.6647,55046.45,74610.298,13.63,1.9062,2.1498,0.72,33.914,31.1168,2.2571,1.1159,1.0858,3.9089,2.4387,45267.9288,28877.0188,25605.7737,617001.8695,393593.7662
7,002803.SZ,20250611,13.4,13.65,13.3,13.54,13.42,0.12,0.8942,57333.0,77791.241,13.54,1.9854,2.2391,0.69,33.6901,30.9113,2.2422,1.1085,1.0787,3.9349,2.455,45267.9288,28877.0188,25605.7737,612927.756,390994.8346
8,002803.SZ,20250610,13.65,13.77,13.25,13.42,13.69,-0.27,-1.9722,77192.0,104023.954,13.42,2.6731,3.0146,0.86,33.3915,30.6374,2.2223,1.0987,1.0691,3.9701,2.4769,45267.9288,28877.0188,25605.7737,607495.6045,387529.5923
9,002803.SZ,20250609,13.29,13.74,13.28,13.69,13.27,0.42,3.165,102042.1,138523.95,13.69,3.5337,3.9851,1.13,34.0633,31.2538,2.267,1.1208,1.0906,3.8918,2.4281,45267.9288,28877.0188,25605.7737,619717.9453,395326.3874
10,002803.SZ,20250606,13.44,13.52,13.24,13.27,13.48,-0.21,-1.5579,75372.0,100587.252,13.27,2.6101,2.9436,0.7,33.0183,30.2949,2.1975,1.0864,1.0572,4.0149,2.5049,45267.9288,28877.0188,25605.7737,600705.4152,383198.0395
11,002803.SZ,20250605,13.52,13.7,13.35,13.48,13.53,-0.05,-0.3695,71425.6,96227.668,13.48,2.4734,2.7894,0.5,33.5408,30.7744,2.2323,1.1036,1.0739,3.9524,2.4659,45267.9288,28877.0188,25605.7737,610211.6802,389262.2134
12,002803.SZ,20250604,13.25,13.62,13.19,13.53,13.32,0.21,1.5766,87624.66,117657.038,13.53,3.0344,3.4221,0.5,33.6652,30.8885,2.2405,1.1077,1.0779,3.9378,2.4568,45267.9288,28877.0188,25605.7737,612475.0767,390706.0644
13,002803.SZ,20250603,13.2,13.67,13.18,13.32,13.22,0.1,0.7564,111928.44,150839.819,13.32,3.876,4.3712,0.58,33.1427,30.4091,2.2058,1.0905,1.0611,3.9999,2.4955,45267.9288,28877.0188,25605.7737,602968.8116,384641.8904
14,002803.SZ,20250530,13.5,13.6,13.2,13.22,13.56,-0.34,-2.5074,104867.0,140022.175,13.22,3.6315,4.0954,0.44,32.8939,30.1808,2.1892,1.0823,1.0532,4.0301,2.5144,45267.9288,28877.0188,25605.7737,598442.0187,381754.1885
15,002803.SZ,20250529,13.22,13.6,13.13,13.56,13.27,0.29,2.1854,158736.34,213505.999,13.56,5.497,6.1992,0.66,33.7399,30.957,2.2455,1.1102,1.0803,3.9291,2.4513,45267.9288,28877.0188,25605.7737,613833.1145,391572.3749
16,002803.SZ,20250528,13.69,13.83,13.13,13.27,14.04,-0.77,-5.4843,250659.79,334248.829,13.27,8.6803,9.7892,1.12,33.0183,30.2949,2.1975,1.0864,1.0572,4.0149,2.5049,45267.9288,28877.0188,25605.7737,600705.4152,383198.0395
17,002803.SZ,20250527,14.6,14.7,13.98,14.04,14.5,-0.46,-3.1724,248208.0,352991.398,14.04,8.5953,9.6934,1.16,34.9342,32.0528,2.325,1.1495,1.1185,3.7947,2.3675,45267.9288,28877.0188,25605.7737,635561.7204,405433.344
18,002803.SZ,20250526,14.28,14.79,14.16,14.5,14.61,-0.11,-0.7529,207874.0,299557.702,14.5,7.1986,8.1182,1.05,30.6663,28.1369,2.5412,1.009,0.9818,3.6744,2.2924,38476.9288,28877.0188,25605.7737,557915.4676,418716.7726
19,002803.SZ,20250523,14.28,15.5,14.22,14.61,14.23,0.38,2.6704,330830.86,490982.386,14.61,11.4565,12.9202,2.14,30.8989,28.3504,2.5604,1.0167,0.9893,3.6467,2.2752,38476.9288,28877.0188,25605.7737,562147.9298,421893.2447
20,002803.SZ,20250522,14.86,14.89,14.21,14.23,14.5,-0.27,-1.8621,170334.65,247110.769,14.23,5.8986,6.6522,1.07,30.0953,27.613,2.4938,0.9902,0.9636,3.7441,2.3359,38476.9288,28877.0188,25605.7737,547526.6968,410919.9775
21,002803.SZ,20250521,14.64,14.76,14.3,14.66,14.63,0.03,0.2051,160139.87,232660.088,14.66,5.5456,6.2541,1.02,31.0047,28.4474,2.5012,1.0202,0.9927,3.6343,1.2086,38476.9288,28877.0188,25605.7737,564071.7762,423337.0956
22,002803.SZ,20250520,14.18,14.77,14.1,14.63,14.25,0.38,2.6667,204281.7,297521.108,14.63,7.0742,7.978,1.34,30.9412,28.3892,2.496,1.0181,0.9907,3.6417,1.2111,38476.9288,28877.0188,25605.7737,562917.4683,422470.785
23,002803.SZ,20250519,13.85,14.28,13.66,14.25,13.92,0.33,2.3707,123471.48,172593.938,14.25,4.2758,4.822,0.83,30.1376,27.6518,2.4312,0.9916,0.9649,3.7388,1.2434,38476.9288,28877.0188,25605.7737,548296.2354,411497.5179
24,002803.SZ,20250516,13.82,14.07,13.63,13.92,14.03,-0.11,-0.784,113584.44,158056.884,13.92,3.9334,4.4359,0.77,29.4396,27.0115,2.3749,0.9687,0.9426,3.8275,1.2729,38476.9288,28877.0188,25605.7737,535598.8489,401968.1017
25,002803.SZ,20250515,14.21,14.68,14.01,14.03,14.25,-0.22,-1.5439,194044.23,277762.991,14.03,6.7197,7.5781,1.33,29.6723,27.2249,2.3937,0.9763,0.95,3.7975,1.2629,38476.9288,28877.0188,25605.7737,539831.3111,405144.5738
26,002803.SZ,20250514,13.9,14.25,13.83,14.25,13.97,0.28,2.0043,150329.09,211088.414,14.25,5.2058,5.8709,1.08,30.1376,27.6518,2.4312,0.9916,0.9649,3.7388,1.2434,38476.9288,28877.0188,25605.7737,548296.2354,411497.5179
27,002803.SZ,20250513,14.18,14.4,13.95,13.97,14.01,-0.04,-0.2855,180058.7,255507.081,13.97,6.2354,7.032,1.4,29.5454,27.1085,2.3834,0.9721,0.946,3.8138,1.2683,38476.9288,28877.0188,25605.7737,537522.6953,403411.9526
28,002803.SZ,20250512,14.15,14.19,13.88,14.01,13.96,0.05,0.3582,106679.44,149124.341,14.01,3.6943,4.1662,0.8,29.63,27.1861,2.3903,0.9749,0.9487,3.8029,1.2647,38476.9288,28877.0188,25605.7737,539061.7725,404567.0334
29,002803.SZ,20250509,14.22,14.22,13.8,13.96,14.12,-0.16,-1.1331,104717.45,145829.494,13.96,3.6263,4.0896,0.76,29.5242,27.0891,2.3817,0.9714,0.9453,3.8165,1.2692,38476.9288,28877.0188,25605.7737,537137.926,403123.1824
30,002803.SZ,20250508,13.87,14.17,13.76,14.12,13.91,0.21,1.5097,189000.0,265756.917,14.12,6.545,7.3811,1.37,29.8626,27.3996,2.409,0.9826,0.9561,3.7732,1.2548,38476.9288,28877.0188,25605.7737,543294.2347,407743.5055
31,002803.SZ,20250507,14.0,14.2,13.75,13.91,13.99,-0.08,-0.5718,115335.0,160240.505,13.91,3.994,4.5043,0.79,29.4185,26.9921,2.3732,0.968,0.9419,3.8302,1.2738,38476.9288,28877.0188,25605.7737,535214.0796,401679.3315
32,002803.SZ,20250506,13.74,14.02,13.74,13.99,13.76,0.23,1.6715,126643.0,176309.253,13.99,4.3856,4.9459,0.83,29.5877,27.1473,2.3869,0.9735,0.9473,3.8083,1.2665,38476.9288,28877.0188,25605.7737,538292.2339,403989.493
33,002803.SZ,20250430,13.91,14.05,13.75,13.76,13.84,-0.08,-0.578,133217.59,185174.796,13.76,4.6133,5.2026,0.75,29.1013,26.701,2.3476,0.9575,0.9317,3.872,1.2877,38476.9288,28877.0188,25605.7737,529442.5403,397347.7787
34,002803.SZ,20250429,13.77,13.95,13.55,13.84,13.75,0.09,0.6545,124408.0,171882.015,13.84,4.3082,4.8586,0.56,29.2705,26.8562,2.3613,0.9631,0.9372,3.8496,3.8496,38476.9288,28877.0188,25605.7737,532520.6946,399657.9402
35,002803.SZ,20250428,13.98,14.25,13.71,13.75,13.71,0.04,0.2918,188893.58,263722.651,13.75,6.5413,7.377,0.7,29.0801,26.6816,2.3459,0.9568,0.9311,3.8748,3.8748,38476.9288,28877.0188,25605.7737,529057.771,397059.0085
36,002803.SZ,20250425,13.88,14.03,13.69,13.71,13.79,-0.08,-0.5801,159503.78,221077.47,13.71,5.5236,6.2292,0.53,28.9955,26.604,2.3391,0.954,0.9284,3.8861,3.8861,38476.9288,28877.0188,25605.7737,527518.6938,395903.9277
37,002803.SZ,20250424,14.09,14.15,13.66,13.79,13.89,-0.1,-0.7199,155089.64,214058.089,13.79,5.3707,6.0568,0.51,29.1647,26.7592,2.3527,0.9596,0.9338,3.8635,3.8635,38476.9288,28877.0188,25605.7737,530596.8482,398214.0893
38,002803.SZ,20250423,14.12,14.75,13.85,13.89,14.09,-0.2,-1.4194,261216.32,369245.324,13.89,9.0458,10.2015,0.89,29.3762,26.9533,2.3698,0.9666,0.9405,3.8357,3.8357,38476.9288,28877.0188,25605.7737,534444.541,401101.7911
39,002803.SZ,20250422,14.07,14.59,14.01,14.09,14.18,-0.09,-0.6347,354145.3,503956.03,14.09,12.2639,13.8307,1.32,29.7992,27.3413,2.4039,0.9805,0.9541,3.7813,3.7813,38476.9288,28877.0188,25605.7737,542139.9268,406877.1949
40,002803.SZ,20250421,13.03,14.5,13.03,14.18,13.36,0.82,6.1377,416531.3,583080.595,14.18,14.4243,16.2671,1.62,29.9895,27.516,2.4193,0.9868,0.9602,3.7573,3.7573,38476.9288,28877.0188,25605.7737,545602.8504,409476.1266
41,002803.SZ,20250418,13.22,13.75,13.0,13.36,12.64,0.72,5.6962,331046.83,440148.183,13.36,11.464,12.9286,1.33,28.2553,25.9248,2.2794,0.9297,0.9047,3.9879,3.9879,38476.9288,28877.0188,25605.7737,514051.7688,385796.9712
42,002803.SZ,20250417,12.69,12.99,12.43,12.64,12.59,0.05,0.3971,158167.99,201367.988,12.64,5.4773,6.0209,0.64,26.7326,26.7326,2.2086,0.8796,0.8796,4.215,4.215,38476.9288,28877.0188,26269.6662,486348.38,365005.5176
43,002803.SZ,20250416,13.21,13.5,12.51,12.59,12.87,-0.28,-2.1756,204315.51,265119.768,12.59,7.0754,7.7776,0.91,26.6268,26.6268,2.1999,0.8761,0.8761,4.2318,4.2318,38476.9288,28877.0188,26269.6662,484424.5336,363561.6667
44,002803.SZ,20250415,12.89,13.14,12.54,12.87,13.09,-0.22,-1.6807,236427.44,302209.448,12.87,8.1874,9.0,1.18,27.219,27.219,2.2488,0.8956,0.8956,4.1397,4.1397,38476.9288,28877.0188,26269.6662,495198.0737,371647.232
45,002803.SZ,20250414,12.93,13.8,12.71,13.09,12.94,0.15,1.1592,354360.14,468635.911,13.09,12.2714,13.4893,2.49,27.6843,27.6843,2.2873,0.9109,0.9109,4.0701,4.0701,38476.9288,28877.0188,26269.6662,503662.998,378000.1761
46,002803.SZ,20250411,12.51,12.97,12.13,12.94,12.39,0.55,4.4391,291994.39,366566.606,12.94,10.1117,11.1153,2.97,27.367,27.367,2.2611,0.9005,0.9005,4.1173,4.1173,38476.9288,28877.0188,26269.6662,497891.4587,373668.6233
47,002803.SZ,20250410,11.33,12.39,11.33,12.39,11.26,1.13,10.0355,139571.9,168664.074,12.39,4.8333,5.313,1.56,26.2038,26.2038,2.165,0.8622,0.8622,4.3001,4.3001,38476.9288,28877.0188,26269.6662,476729.1478,357786.2629
48,002803.SZ,20250409,10.5,11.3,9.93,11.26,10.82,0.44,4.0665,105825.19,112714.459,11.26,3.6647,4.0284,1.21,23.814,23.814,1.9675,0.7836,0.7836,4.7316,4.7316,38476.9288,28877.0188,26269.6662,433250.2183,325155.2317
49,002803.SZ,20250408,10.97,11.37,10.56,10.82,11.37,-0.55,-4.8373,110201.31,119966.894,10.82,3.8162,4.195,1.22,22.8834,22.8834,1.8906,0.7529,0.7529,4.9241,4.9241,38476.9288,28877.0188,26269.6662,416320.3696,312449.3434
50,002803.SZ,20250407,11.72,12.09,11.37,11.37,12.63,-1.26,-9.9762,63910.02,73419.685,11.37,2.2132,2.4328,0.62,24.0466,24.0466,1.9867,0.7912,0.7912,4.6859,4.6859,38476.9288,28877.0188,26269.6662,437482.6805,328331.7038
51,002803.SZ,20250403,12.45,12.88,12.4,12.63,12.52,0.11,0.8786,71505.39,90545.995,12.63,2.4762,2.722,0.73,26.7114,26.7114,2.2069,0.8789,0.8789,4.2184,4.2184,38476.9288,28877.0188,26269.6662,485963.6107,364716.7474
52,002803.SZ,20250402,12.83,13.01,12.49,12.52,12.93,-0.41,-3.1709,96760.0,122950.388,12.52,3.3508,3.6833,1.13,26.4788,26.4788,2.1877,0.8712,0.8712,4.2554,4.2554,38476.9288,28877.0188,26269.6662,481731.1486,361540.2754
53,002803.SZ,20250401,12.67,13.0,12.56,12.93,12.63,0.3,2.3753,96159.99,123376.697,12.93,3.3327,3.6637,1.26,14.4164,31.2783,2.3006,0.7431,0.8788,4.1205,4.1205,38476.9288,28853.8938,26246.5412,497506.6894,373080.8468
54,002803.SZ,20250331,13.0,13.0,12.35,12.63,13.03,-0.4,-3.0698,122897.0,154563.949,12.63,4.2593,4.6824,1.83,14.0819,30.5526,2.2473,0.7259,0.8584,4.2184,4.2184,38476.9288,28853.8938,26246.5412,485963.6107,364424.6787
55,002803.SZ,20250328,12.83,13.29,12.77,13.03,12.78,0.25,1.9562,129631.0,168998.769,13.03,4.4927,4.939,2.53,14.5279,31.5202,2.3184,0.7489,0.8856,4.0889,4.0889,38476.9288,28853.8938,26246.5412,501354.3823,375966.2362
56,002803.SZ,20250327,12.65,12.95,12.5,12.78,12.69,0.09,0.7092,47648.43,60871.712,12.78,1.6514,1.8154,0.95,14.2491,30.9154,2.2739,0.7345,0.8686,4.1689,4.1689,38476.9288,28853.8938,26246.5412,491735.1501,368752.7628
57,002803.SZ,20250326,12.63,12.77,12.57,12.69,12.59,0.1,0.7943,32750.45,41585.72,12.69,1.135,1.2478,0.62,14.1488,30.6977,2.2579,0.7293,0.8625,4.1984,4.1984,38476.9288,28853.8938,26246.5412,488272.2265,366155.9123
