股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
002700.SZ,20250702,8.8,8.8,8.68,8.78,8.8,-0.02,-0.2273,32458.74,28366.564,8.78,0.9697,1.14,0.76,38.9737,39.6132,2.7518,5.1754,5.0758,0.82,0.7517,41362.8185,33473.5674,28473.5087,363165.5464,293897.9218
002700.SZ,20250701,8.74,8.83,8.61,8.8,8.73,0.07,0.8018,45144.74,39347.697,8.8,1.3487,1.5855,0.88,39.0625,39.7035,2.7581,5.1872,5.0874,0.8182,0.75,41362.8185,33473.5674,28473.5087,363992.8028,294567.3931
002700.SZ,20250630,8.77,8.79,8.67,8.73,8.74,-0.01,-0.1144,33265.0,28967.969,8.73,0.9938,1.1683,0.52,38.7517,39.3877,2.7361,5.146,5.0469,0.8247,0.756,41362.8185,33473.5674,28473.5087,361097.4055,292224.2434
002700.SZ,20250627,8.78,8.78,8.7,8.74,8.78,-0.04,-0.4556,31895.47,27833.859,8.74,0.9529,1.1202,0.37,38.7961,39.4328,2.7393,5.1518,5.0527,0.8238,0.7551,41362.8185,33473.5674,28473.5087,361511.0337,292558.9791
002700.SZ,20250626,8.82,8.84,8.7,8.78,8.81,-0.03,-0.3405,38634.0,33766.684,8.78,1.1542,1.3568,0.31,38.9737,39.6132,2.7518,5.1754,5.0758,0.82,0.7517,41362.8185,33473.5674,28473.5087,363165.5464,293897.9218
002700.SZ,20250625,8.9,8.95,8.71,8.81,8.94,-0.13,-1.4541,64548.57,56710.645,8.81,1.9283,2.267,0.55,39.1068,39.7486,2.7612,5.1931,5.0931,0.8173,0.7491,41362.8185,33473.5674,28473.5087,364406.431,294902.1288
002700.SZ,20250624,9.05,9.05,8.89,8.94,9.34,-0.4,-4.2827,87688.57,78705.293,8.94,2.6196,3.0797,0.82,39.6839,40.3351,2.8019,5.2697,5.1683,0.8054,0.7383,41362.8185,33473.5674,28473.5087,369783.5974,299253.6926
002700.SZ,20250623,9.23,9.4,9.07,9.34,9.23,0.11,1.1918,98139.5,90507.18,9.34,2.9319,3.4467,1.07,41.4595,42.1398,2.9273,5.5055,5.3995,0.7709,0.7066,41362.8185,33473.5674,28473.5087,386328.7248,312643.1195
002700.SZ,20250620,9.29,9.6,8.66,9.23,9.6,-0.37,-3.8542,147800.9,134764.333,9.23,4.4155,5.1908,2.2,40.9712,41.6435,2.8928,5.4407,5.3359,0.7801,0.7151,41362.8185,33473.5674,28473.5087,381778.8148,308961.0271
002700.SZ,20250619,9.07,10.02,8.92,9.6,9.11,0.49,5.3787,217692.7,210827.581,9.6,6.5034,7.6454,7.99,42.6136,43.3129,3.0088,5.6588,5.5498,0.75,0.6875,41362.8185,33473.5674,28473.5087,397083.0576,321346.247
002700.SZ,20250618,9.01,9.18,8.9,9.11,9.05,0.06,0.663,38470.0,34870.688,9.11,1.1493,1.3511,1.71,40.4385,41.1021,2.8552,5.3699,5.2666,0.7903,0.7245,41362.8185,33473.5674,28473.5087,376815.2765,304944.199
002700.SZ,20250617,8.99,9.18,8.9,9.05,9.01,0.04,0.444,33934.0,30628.969,9.05,1.0138,1.1918,1.72,40.1722,40.8314,2.8364,5.3346,5.2319,0.7956,0.7293,41362.8185,33473.5674,28473.5087,374333.5074,302935.785
002700.SZ,20250616,9.09,9.16,8.96,9.01,8.99,0.02,0.2225,22022.0,19878.972,9.01,0.6579,0.7734,1.17,39.9946,40.6509,2.8239,5.311,5.2088,0.7991,0.7325,41362.8185,33473.5674,28473.5087,372678.9947,301596.8423
002700.SZ,20250613,8.98,9.09,8.95,8.99,9.01,-0.02,-0.222,24025.0,21646.962,8.99,0.7177,0.8438,1.36,39.9058,40.5607,2.8176,5.2992,5.1972,0.8009,0.7341,41362.8185,33473.5674,28473.5087,371851.7383,300927.3709
