股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
839792.BJ,20250709,12.94,13.0,12.72,12.75,12.83,-0.08,-0.6235,27469.26,35263.416,12.75,2.7371,4.3333,1.66,40.4958,38.661,2.1381,3.0926,3.1862,,,16554.0,10035.8838,6339.0483,211063.5,127957.5185
839792.BJ,20250708,12.45,12.84,12.44,12.83,12.4,0.43,3.4677,19396.16,24591.715,12.83,1.9327,3.0598,1.02,40.7499,38.9036,2.1515,3.112,3.2062,,,16554.0,10035.8838,6339.0483,212387.82,128760.3892
839792.BJ,20250707,12.41,12.56,12.35,12.4,12.48,-0.08,-0.641,10155.15,12629.753,12.4,1.0119,1.602,0.51,39.3842,37.5997,2.0794,3.0077,3.0988,,,16554.0,10035.8838,6339.0483,205269.6,124444.9591
839792.BJ,20250704,12.8,12.8,12.38,12.48,12.75,-0.27,-2.1176,20041.29,25251.086,12.48,1.997,3.1616,1.02,39.6383,37.8423,2.0928,3.0271,3.1188,,,16554.0,10035.8838,6339.0483,206593.92,125247.8298
839792.BJ,20250703,12.74,12.86,12.61,12.75,12.8,-0.05,-0.3906,15182.51,19354.786,12.75,1.5128,2.3951,0.7,40.4958,38.661,2.1381,3.0926,3.1862,,,16554.0,10035.8838,6339.0483,211063.5,127957.5185
839792.BJ,20250702,12.85,12.85,12.66,12.8,12.86,-0.06,-0.4666,18190.7,23230.809,12.8,1.8126,2.8696,0.8,40.6546,38.8126,2.1465,3.1048,3.1987,,,16554.0,10035.8838,6339.0483,211891.2,128459.3126
839792.BJ,20250701,12.59,12.87,12.55,12.86,12.57,0.29,2.3071,31729.99,40452.756,12.86,3.1617,5.0055,1.48,40.8452,38.9945,2.1566,3.1193,3.2137,,,16554.0,10035.8838,6339.0483,212884.44,129061.4657
839792.BJ,20250630,12.52,12.7,12.33,12.57,12.46,0.11,0.8828,13686.58,17198.33,12.57,1.3638,2.1591,0.57,39.9241,38.1152,2.1079,3.049,3.1413,,,16554.0,10035.8838,6339.0483,208083.78,126151.0594
839792.BJ,20250627,12.55,12.75,12.55,12.56,12.58,-0.02,-0.159,19432.59,24531.666,12.56,1.9363,3.0655,0.82,39.8924,38.0849,2.0715,3.0466,3.1388,,,16554.0,10035.8838,6339.0483,207918.24,126050.7005
839792.BJ,20250626,12.69,12.86,12.57,12.58,12.69,-0.11,-0.8668,26146.21,33277.563,12.58,2.6053,4.1246,1.17,39.9559,38.1455,2.0748,3.0514,3.1438,,,16554.0,10035.8838,6339.0483,208249.32,126251.4182
839792.BJ,20250625,12.65,12.84,12.6,12.69,12.68,0.01,0.0789,22998.76,29196.743,12.69,2.2917,3.6281,1.1,40.3053,38.4791,2.093,3.0781,3.1713,,,16554.0,10035.8838,6339.0483,210070.26,127355.3654
839792.BJ,20250624,12.36,12.74,12.36,12.68,12.43,0.25,2.0113,25100.86,31624.787,12.68,2.5011,3.9597,1.27,40.2735,38.4487,2.0913,3.0757,3.1688,,,16554.0,10035.8838,6339.0483,209904.72,127255.0066
839792.BJ,20250623,11.95,12.45,11.77,12.43,11.9,0.53,4.4538,25739.64,31525.878,12.43,2.5648,4.0605,1.39,39.4795,37.6907,2.0501,3.015,3.1063,,,16554.0,10035.8838,6339.0483,205766.22,124746.0356
