股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
835640.BJ,20250709,28.79,28.84,27.9,28.12,28.5,-0.38,-1.3333,37288.96,105619.968,28.12,2.0647,4.6341,1.02,103.2515,105.0703,6.0743,6.9205,6.9386,,,18772.8,18060.2235,8046.6197,527891.136,507853.4848
835640.BJ,20250708,27.66,28.5,27.35,28.5,27.44,1.06,3.863,42035.75,118328.022,28.5,2.3275,5.224,1.08,104.6468,106.4901,6.1564,7.014,7.0324,,,18772.8,18060.2235,8046.6197,535024.8,514716.3698
835640.BJ,20250707,27.75,27.98,27.3,27.44,27.91,-0.47,-1.684,31015.23,85348.531,27.44,1.7173,3.8544,0.67,100.7547,102.5295,5.9274,6.7531,6.7708,,,18772.8,18060.2235,8046.6197,515125.632,495572.5328
835640.BJ,20250704,28.47,28.55,27.86,27.91,28.63,-0.72,-2.5148,35814.92,100872.223,27.91,1.9831,4.4509,0.65,102.4804,104.2856,6.0289,6.8688,6.8868,,,18772.8,18060.2235,8046.6197,523948.848,504060.8379
835640.BJ,20250703,28.4,29.28,28.4,28.63,28.39,0.24,0.8454,37154.58,107059.809,28.63,2.0573,4.6174,0.58,105.1242,106.9759,6.1845,7.046,7.0645,,,18772.8,18060.2235,8046.6197,537465.264,517064.1988
835640.BJ,20250702,28.86,28.94,28.08,28.39,28.97,-0.58,-2.0021,36667.73,104049.108,28.39,2.0303,4.5569,0.51,104.2429,106.0791,6.1326,6.9869,7.0052,,,18772.8,18060.2235,8046.6197,532959.792,512729.7452
835640.BJ,20250701,29.94,29.94,28.69,28.97,29.82,-0.85,-2.8504,53772.73,156662.502,28.97,2.9774,6.6826,0.78,106.3726,108.2463,6.2579,7.1297,7.1484,,,18772.8,18060.2235,8046.6197,543848.016,523204.6748
835640.BJ,20250630,29.79,30.14,29.44,29.82,29.7,0.12,0.404,69399.21,206458.947,29.82,3.8427,8.6246,1.13,109.4936,111.4223,6.4415,7.3388,7.3581,,,18772.8,18060.2235,8046.6197,559804.896,538555.8648
835640.BJ,20250627,29.13,29.97,28.7,29.7,28.96,0.74,2.5552,80556.84,237275.595,29.7,4.4605,10.0113,1.58,109.053,110.9739,6.4156,7.3093,7.3285,,,18772.8,18060.2235,8046.6197,557552.16,536388.638
835640.BJ,20250626,29.16,30.16,28.78,28.96,29.32,-0.36,-1.2278,79081.83,232812.0,28.96,4.3788,9.828,1.74,106.3359,108.2089,6.2557,7.1272,7.1459,,,18772.8,18060.2235,8046.6197,543660.288,523024.0726
835640.BJ,20250625,28.36,29.32,28.06,29.32,28.3,1.02,3.6042,73452.97,211211.425,29.32,4.0671,9.1284,1.81,107.6577,109.5541,6.3335,7.2158,7.2347,,,18772.8,18060.2235,8046.6197,550418.496,529525.753
835640.BJ,20250624,27.48,28.35,27.48,28.3,27.6,0.7,2.5362,41360.81,116111.391,28.3,2.2902,5.1401,0.97,103.9125,105.7428,6.1132,6.9648,6.983,,,18772.8,18060.2235,8046.6197,531270.24,511104.3251
835640.BJ,20250623,27.0,27.67,26.79,27.6,27.01,0.59,2.1844,31459.88,85751.972,27.6,1.7419,3.9097,0.71,101.3422,103.1273,5.962,6.7925,6.8103,,,18772.8,18060.2235,8046.6197,518129.28,498462.1686
835640.BJ,20250620,27.77,27.97,27.01,27.01,27.69,-0.68,-2.4558,29468.88,80674.511,27.01,1.6317,3.6623,0.56,99.1758,100.9228,5.8345,6.6473,6.6647,,,18772.8,18060.2235,8046.6197,507053.328,487806.6367
835640.BJ,20250619,28.86,29.06,27.51,27.69,28.87,-1.18,-4.0873,51687.74,145145.434,27.69,2.862,6.4235,0.84,101.6726,103.4636,5.9814,6.8146,6.8325,,,18772.8,18060.2235,8046.6197,519818.832,500087.5887
