股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
920027.BJ,20250709,29.08,29.61,28.9,29.32,29.03,0.29,0.999,18787.26,55129.038,29.32,7.1494,7.1494,1.35,41.9221,40.8012,5.3122,6.6762,6.2802,,,7634.0,2627.8,2627.8,223828.88,77047.096
920027.BJ,20250708,29.15,29.15,28.84,29.03,28.96,0.07,0.2417,11080.55,32123.176,29.03,4.2167,4.2167,0.69,41.5074,40.3976,5.2597,6.6102,6.218,,,7634.0,2627.8,2627.8,221615.02,76285.034
920027.BJ,20250707,28.89,29.17,28.82,28.96,28.88,0.08,0.277,6736.83,19506.528,28.96,2.5637,2.5637,0.37,41.4073,40.3002,5.247,6.5943,6.203,,,7634.0,2627.8,2627.8,221080.64,76101.088
920027.BJ,20250704,29.59,29.59,28.88,28.88,29.53,-0.65,-2.2012,19631.27,57057.487,28.88,7.4706,7.4706,0.96,41.293,40.1889,5.2325,6.5761,6.1859,,,7634.0,2627.8,2627.8,220469.92,75890.864
920027.BJ,20250703,29.5,29.68,29.38,29.53,29.48,0.05,0.1696,13033.26,38480.29,29.53,4.9598,4.9598,0.49,42.2223,41.0934,5.3502,6.7241,6.3251,,,7634.0,2627.8,2627.8,225432.02,77598.934
920027.BJ,20250702,29.88,30.16,29.41,29.48,29.82,-0.34,-1.1402,19129.75,56913.976,29.48,7.2798,7.2798,0.56,42.1508,41.0238,5.3412,6.7127,6.3144,,,7634.0,2627.8,2627.8,225050.32,77467.544
920027.BJ,20250701,29.59,29.82,29.36,29.82,29.49,0.33,1.119,21641.11,64057.767,29.82,8.2354,8.2354,0.58,42.637,41.497,5.4028,6.7901,6.3872,,,7634.0,2627.8,2627.8,227645.88,78360.996
920027.BJ,20250630,29.41,29.78,29.33,29.49,29.58,-0.09,-0.3043,18829.69,55572.082,29.49,7.1656,7.1656,0.48,42.1651,41.0377,5.343,6.715,6.3166,,,7634.0,2627.8,2627.8,225126.66,77493.822
920027.BJ,20250627,29.51,30.39,29.22,29.58,29.62,-0.04,-0.135,30140.22,89549.442,29.58,11.4698,11.4698,0.74,42.2938,41.163,5.3593,6.7355,6.3358,,,7634.0,2627.8,2627.8,225813.72,77730.324
920027.BJ,20250626,30.8,30.83,29.56,29.62,30.66,-1.04,-3.392,43631.96,130989.572,29.62,16.604,16.604,1.08,42.351,41.2186,5.3666,6.7446,6.3444,,,7634.0,2627.8,2627.8,226119.08,77835.436
