股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
600478.SH,20250702,6.01,6.06,5.84,5.87,6.08,-0.21,-3.4539,886719.15,522359.415,5.87,5.3239,7.4744,0.57,125.1149,120.1834,3.4862,2.4826,2.3346,0.2555,0.2555,166554.0916,166554.0916,118634.0779,977672.5177,977672.5177
600478.SH,20250701,6.24,6.31,5.96,6.08,6.25,-0.17,-2.72,1186442.63,723499.51,6.08,7.1235,10.0009,0.71,129.5909,124.483,3.611,2.5714,2.4181,0.2467,0.2467,166554.0916,166554.0916,118634.0779,1012648.8769,1012648.8769
600478.SH,20250630,6.39,6.39,6.13,6.25,6.24,0.01,0.1603,1739388.57,1084757.489,6.25,10.4434,14.6618,1.08,133.2143,127.9636,3.7119,2.6433,2.4857,0.24,0.24,166554.0916,166554.0916,118634.0779,1040963.0725,1040963.0725
600478.SH,20250627,5.94,6.49,5.94,6.24,5.9,0.34,5.7627,2298056.65,1462151.471,6.24,13.7977,19.371,1.68,133.0011,127.7588,3.706,2.639,2.4817,0.2404,0.2404,166554.0916,166554.0916,118634.0779,1039297.5316,1039297.5316
600478.SH,20250626,5.83,6.12,5.81,5.9,5.91,-0.01,-0.1692,1197087.53,711833.573,5.9,7.1874,10.0906,0.84,125.7543,120.7976,3.5041,2.4952,2.3465,0.2542,0.2542,166554.0916,166554.0916,118634.0779,982669.1404,982669.1404
600478.SH,20250625,5.97,6.07,5.83,5.91,5.97,-0.06,-1.005,1303649.29,771390.711,5.91,7.8272,10.9888,0.86,125.9674,121.0024,3.51,2.4995,2.3505,0.2538,0.2538,166554.0916,166554.0916,118634.0779,984334.6814,984334.6814
600478.SH,20250624,5.75,6.18,5.65,5.97,5.8,0.17,2.931,1786468.26,1052888.376,5.97,10.7261,15.0586,1.24,127.2463,122.2308,3.5456,2.5248,2.3743,0.2513,0.2513,166554.0916,166554.0916,118634.0779,994327.9269,994327.9269
600478.SH,20250623,5.41,5.8,5.35,5.8,5.41,0.39,7.2089,1463327.02,827208.352,5.8,8.7859,12.3348,1.22,123.6229,118.7502,3.4447,2.4529,2.3067,0.2586,0.2586,166554.0916,166554.0916,118634.0779,966013.7313,966013.7313
600478.SH,20250620,5.51,5.72,5.38,5.41,5.54,-0.13,-2.3466,1077656.4,597230.827,5.41,6.4703,9.0839,1.03,115.3103,110.7653,3.2131,2.288,2.1516,0.2773,0.2773,166554.0916,166554.0916,118634.0779,901057.6356,901057.6356
600478.SH,20250619,5.6,5.84,5.49,5.54,5.7,-0.16,-2.807,1489121.89,841107.617,5.54,8.9408,12.5522,1.83,118.0811,113.4269,3.2903,2.343,2.2033,0.2708,0.2708,166554.0916,166554.0916,118634.0779,922709.6675,922709.6675
600478.SH,20250618,5.51,5.72,5.35,5.7,5.52,0.18,3.2609,1798653.39,987026.441,5.7,10.7992,15.1614,3.24,121.4914,116.7028,3.3853,2.4107,2.267,0.2632,0.2632,166554.0916,166554.0916,118634.0779,949358.3221,949358.3221
600478.SH,20250617,5.05,5.52,5.05,5.52,5.02,0.5,9.9602,1357421.88,729828.44,5.52,8.15,11.4421,3.68,117.6549,113.0174,3.2784,2.3345,2.1954,0.2717,0.2717,166554.0916,166554.0916,118634.0779,919378.5856,919378.5856
600478.SH,20250616,4.94,5.03,4.91,5.02,4.96,0.06,1.2097,265225.86,132028.02,5.02,1.5924,2.2357,0.67,106.9977,102.7804,2.9814,2.1231,1.9965,0.2988,0.2988,166554.0916,166554.0916,118634.0779,836101.5398,836101.5398
600478.SH,20250613,5.11,5.11,4.95,4.96,5.08,-0.12,-2.3622,326381.3,163475.734,4.96,1.9596,2.7512,0.85,105.7189,101.5519,2.9458,2.0977,1.9726,0.3024,0.3024,166554.0916,166554.0916,118634.0779,826108.2943,826108.2943
600478.SH,20250612,5.13,5.15,5.05,5.08,5.12,-0.04,-0.7813,324866.41,165193.168,5.08,1.9505,2.7384,0.85,108.2766,104.0088,3.0171,2.1484,2.0204,0.2953,0.2953,166554.0916,166554.0916,118634.0779,846094.7853,846094.7853
600478.SH,20250611,5.02,5.18,5.01,5.12,5.03,0.09,1.7893,499787.18,256366.422,5.12,3.0007,4.2128,1.35,109.1291,104.8278,3.0408,2.1654,2.0363,0.293,0.293,166554.0916,166554.0916,118634.0779,852756.949,852756.949
600478.SH,20250610,5.04,5.08,4.94,5.03,5.03,0.0,0.0,428145.06,214935.849,5.03,2.5706,3.609,1.13,107.2109,102.9851,2.9874,2.1273,2.0005,0.2982,0.2982,166554.0916,166554.0916,118634.0779,837767.0807,837767.0807
600478.SH,20250609,4.94,5.08,4.92,5.03,4.91,0.12,2.444,408175.39,204832.627,5.03,2.4507,3.4406,1.0,107.2109,102.9851,2.9874,2.1273,2.0005,0.2982,0.2982,166554.0916,166554.0916,118634.0779,837767.0807,837767.0807
600478.SH,20250606,4.89,4.95,4.88,4.91,4.92,-0.01,-0.2033,261631.0,128608.646,4.91,1.5708,2.2054,0.53,104.6531,100.5282,2.9161,2.0765,1.9528,0.3055,0.3055,166554.0916,166554.0916,118634.0779,817780.5898,817780.5898
600478.SH,20250605,4.92,4.96,4.87,4.92,4.93,-0.01,-0.2028,315837.23,154763.717,4.92,1.8963,2.6623,0.69,104.8663,100.7329,2.922,2.0808,1.9567,0.3049,0.3049,166554.0916,166554.0916,118634.0779,819446.1307,819446.1307
600478.SH,20250604,4.86,4.99,4.84,4.93,4.87,0.06,1.232,439087.93,216153.898,4.93,2.6363,3.7012,1.06,105.0794,100.9377,2.928,2.085,1.9607,0.3043,0.3043,166554.0916,166554.0916,118634.0779,821111.6716,821111.6716
600478.SH,20250603,4.95,4.96,4.83,4.87,4.8,0.07,1.4583,474305.52,231759.222,4.87,2.8478,3.9981,1.31,103.8006,99.7092,2.8923,2.0596,1.9369,0.308,0.308,166554.0916,166554.0916,118634.0779,811118.4261,811118.4261
600478.SH,20250530,4.97,4.97,4.77,4.8,4.99,-0.19,-3.8076,548111.99,264287.483,4.8,3.2909,4.6202,1.72,102.3086,98.276,2.8508,2.03,1.909,0.3125,0.3125,166554.0916,166554.0916,118634.0779,799459.6397,799459.6397
600478.SH,20250529,4.69,5.05,4.66,4.99,4.69,0.3,6.3966,687527.16,337376.596,4.99,4.128,5.7954,2.57,106.3583,102.1661,2.9636,2.1104,1.9846,0.3006,0.3006,166554.0916,166554.0916,118634.0779,831104.9171,831104.9171
600478.SH,20250528,4.75,4.77,4.67,4.69,4.76,-0.07,-1.4706,152424.0,71750.489,4.69,0.9152,1.2848,0.45,99.964,96.0239,2.7854,1.9835,1.8653,0.3198,0.3198,166554.0916,166554.0916,118634.0779,781138.6896,781138.6896
600478.SH,20250527,4.75,4.79,4.65,4.76,4.74,0.02,0.4219,216225.51,102084.96,4.76,1.2982,1.8226,0.65,101.456,97.4571,2.827,2.0131,1.8931,0.3151,0.3151,166554.0916,166554.0916,118634.0779,792797.476,792797.476
600478.SH,20250526,4.67,4.77,4.67,4.74,4.67,0.07,1.4989,212171.37,100222.824,4.74,1.2739,1.7885,0.66,101.0297,97.0476,2.8151,2.0047,1.8852,0.3165,0.3165,166554.0916,166554.0916,118634.0779,789466.3942,789466.3942
600478.SH,20250523,4.76,4.83,4.67,4.67,4.8,-0.13,-2.7083,320687.72,152289.198,4.67,1.9254,2.7032,1.11,99.5377,95.6144,2.7736,1.975,1.8573,0.3212,0.3212,166554.0916,166554.0916,118634.0779,777807.6078,777807.6078
600478.SH,20250522,4.96,4.99,4.78,4.8,4.97,-0.17,-3.4205,436690.86,212633.843,4.8,2.6219,3.681,1.84,102.3086,98.276,2.8508,2.03,1.909,0.3125,0.3125,166554.0916,166554.0916,118634.0779,799459.6397,799459.6397
600478.SH,20250521,4.88,5.0,4.83,4.97,4.87,0.1,2.0534,495378.64,244448.925,4.97,2.9743,4.1757,2.81,105.932,101.7566,2.9517,2.1019,1.9766,0.3018,0.3018,166554.0916,166554.0916,118634.0779,827773.8353,827773.8353
600478.SH,20250520,4.86,4.89,4.83,4.87,4.86,0.01,0.2058,190618.88,92567.162,4.87,1.1445,1.6068,0.98,103.8006,99.7092,2.8923,2.0596,1.9369,0.308,0.308,166554.0916,166554.0916,118634.0779,811118.4261,811118.4261
600478.SH,20250519,4.83,4.88,4.77,4.86,4.83,0.03,0.6211,162790.52,78578.786,4.86,0.9774,1.3722,0.72,103.5874,99.5045,2.8864,2.0554,1.9329,0.3086,0.3086,166554.0916,166554.0916,118634.0779,809452.8852,809452.8852
600478.SH,20250516,4.81,4.89,4.77,4.83,4.81,0.02,0.4158,156753.62,76111.154,4.83,0.9412,1.3213,0.67,102.948,98.8903,2.8686,2.0427,1.9209,0.3106,0.3106,166554.0916,166554.0916,118634.0779,804456.2624,804456.2624
600478.SH,20250515,4.93,4.93,4.81,4.81,4.92,-0.11,-2.2358,178630.88,86346.778,4.81,1.0725,1.5057,0.73,102.5217,98.4808,2.8567,2.0343,1.913,0.3119,0.3119,166554.0916,166554.0916,118634.0779,801125.1806,801125.1806
600478.SH,20250514,4.93,4.96,4.89,4.92,4.96,-0.04,-0.8065,191503.5,94250.078,4.92,1.1498,1.6142,0.74,104.8663,100.7329,2.922,2.0808,1.9567,0.3049,0.3049,166554.0916,166554.0916,118634.0779,819446.1307,819446.1307
600478.SH,20250513,5.03,5.06,4.92,4.96,4.98,-0.02,-0.4016,284990.27,141947.3,4.96,1.7111,2.4023,1.14,105.7189,101.5519,2.9458,2.0977,1.9726,0.3024,0.3024,166554.0916,166554.0916,118634.0779,826108.2943,826108.2943
600478.SH,20250512,4.98,5.02,4.94,4.98,4.88,0.1,2.0492,323758.48,160879.963,4.98,1.9439,2.7291,1.48,106.1451,101.9614,2.9577,2.1062,1.9806,0.3012,0.3012,166554.0916,166554.0916,118634.0779,829439.3762,829439.3762
600478.SH,20250509,4.95,4.97,4.82,4.88,4.95,-0.07,-1.4141,196293.92,95627.349,4.88,1.1786,1.6546,0.93,104.0137,99.914,2.8983,2.0639,1.9408,0.3074,0.3074,166554.0916,166554.0916,118634.0779,812783.967,812783.967
600478.SH,20250508,4.87,4.98,4.87,4.95,4.9,0.05,1.0204,218659.5,108094.578,4.95,1.3128,1.8431,1.12,105.5057,101.3472,2.9399,2.0935,1.9687,0.303,0.303,166554.0916,166554.0916,118634.0779,824442.7534,824442.7534
600478.SH,20250507,4.94,4.98,4.86,4.9,4.88,0.02,0.4098,261934.0,128741.895,4.9,1.5727,2.2079,1.48,104.44,100.3235,2.9102,2.0723,1.9488,0.3061,0.3061,166554.0916,166554.0916,118634.0779,816115.0488,816115.0488
600478.SH,20250506,4.78,4.88,4.76,4.88,4.73,0.15,3.1712,246367.06,119441.407,4.88,1.4792,2.0767,1.48,104.0137,99.914,2.8983,2.0639,1.9408,0.3074,0.3074,166554.0916,166554.0916,118634.0779,812783.967,812783.967
600478.SH,20250430,4.71,4.75,4.68,4.73,4.68,0.05,1.0684,166898.0,78781.786,4.73,1.0021,1.4068,0.98,100.8166,96.8428,2.8092,2.0004,1.8812,0.3171,0.3171,166554.0916,166554.0916,118634.0779,787800.8533,787800.8533
600478.SH,20250429,4.64,4.74,4.62,4.68,4.61,0.07,1.5184,159975.84,75089.039,4.68,0.9605,1.3485,0.9,99.7509,95.8191,2.7795,1.9793,1.8613,0.3205,0.3205,166554.0916,166554.0916,118634.0779,779473.1487,779473.1487
600478.SH,20250428,4.71,4.72,4.59,4.61,4.71,-0.1,-2.1231,138826.71,64226.239,4.61,0.8335,1.1702,0.73,,,2.8402,2.0688,2.0331,0.3254,0.3254,166554.0916,166554.0916,118634.0779,767814.3623,767814.3623
600478.SH,20250425,4.7,4.75,4.68,4.71,4.71,0.0,0.0,173567.69,81851.054,4.71,1.0421,1.4631,0.91,,,2.9018,2.1137,2.0772,0.3185,0.3185,166554.0916,166554.0916,118634.0779,784469.7714,784469.7714
600478.SH,20250424,4.82,4.83,4.69,4.71,4.79,-0.08,-1.6701,191159.48,90607.628,4.71,1.1477,1.6113,1.02,,,2.9018,2.1137,2.0772,0.3185,0.3185,166554.0916,166554.0916,118634.0779,784469.7714,784469.7714
600478.SH,20250423,4.78,4.84,4.76,4.79,4.77,0.02,0.4193,192288.5,92130.681,4.79,1.1545,1.6209,0.96,,,2.951,2.1496,2.1125,0.3132,0.3132,166554.0916,166554.0916,118634.0779,797794.0988,797794.0988
600478.SH,20250422,4.83,4.84,4.72,4.77,4.8,-0.03,-0.625,192160.14,91452.699,4.77,1.1537,1.6198,0.85,,,2.9387,2.1406,2.1037,0.3145,0.3145,166554.0916,166554.0916,118634.0779,794463.0169,794463.0169
600478.SH,20250421,4.63,4.8,4.61,4.8,4.66,0.14,3.0043,199185.04,94430.588,4.8,1.1959,1.679,0.72,,,2.9572,2.1541,2.1169,0.3125,0.3125,166554.0916,166554.0916,118634.0779,799459.6397,799459.6397
600478.SH,20250418,4.69,4.7,4.6,4.66,4.69,-0.03,-0.6397,175925.0,81672.864,4.66,1.0563,1.4829,0.56,,,2.871,2.0912,2.0552,0.3219,0.3219,166554.0916,166554.0916,118634.0779,776142.0669,776142.0669
600478.SH,20250417,4.66,4.73,4.64,4.69,4.69,0.0,0.0,174922.79,82283.681,4.69,1.0502,1.4745,0.49,,,2.8894,2.1047,2.0684,0.3198,0.3198,166554.0916,166554.0916,118634.0779,781138.6896,781138.6896
600478.SH,20250416,4.76,4.82,4.61,4.69,4.81,-0.12,-2.4948,262466.0,123224.32,4.69,1.5759,2.2124,0.65,,,2.8894,2.1047,2.0684,0.3198,0.3198,166554.0916,166554.0916,118634.0779,781138.6896,781138.6896
600478.SH,20250415,4.86,4.91,4.78,4.81,4.86,-0.05,-1.0288,311379.56,150602.094,4.81,1.8695,2.6247,0.67,,,2.9634,2.1585,2.1213,0.3119,0.3119,166554.0916,166554.0916,118634.0779,801125.1806,801125.1806
600478.SH,20250414,4.67,4.9,4.67,4.86,4.64,0.22,4.7414,450059.37,216796.606,4.86,2.7022,3.7937,1.03,,,2.9942,2.181,2.1434,0.3086,0.3086,166554.0916,166554.0916,118634.0779,809452.8852,809452.8852
600478.SH,20250411,4.49,4.73,4.47,4.64,4.52,0.12,2.6549,377431.41,174447.648,4.64,2.2661,3.1815,0.91,,,2.8586,2.0823,2.0463,0.3233,0.3233,166554.0916,166554.0916,118634.0779,772810.985,772810.985
600478.SH,20250410,4.54,4.62,4.49,4.52,4.43,0.09,2.0316,381950.68,174163.373,4.52,2.2933,3.2196,0.98,,,2.7847,2.0284,1.9934,0.3319,0.3319,166554.0916,166554.0916,118634.0779,752824.494,752824.494
600478.SH,20250409,4.24,4.47,3.99,4.43,4.31,0.12,2.7842,496134.5,211229.14,4.43,2.9788,4.1821,1.42,,,2.7293,1.988,1.9537,0.3386,0.3386,166554.0916,166554.0916,118634.0779,737834.6258,737834.6258
600478.SH,20250408,4.4,4.51,4.2,4.31,4.54,-0.23,-5.0661,623710.81,269487.923,4.31,3.7448,5.2574,2.12,,,2.6553,1.9342,1.9008,0.348,0.348,166554.0916,166554.0916,118634.0779,717848.1348,717848.1348
600478.SH,20250407,4.69,4.76,4.54,4.54,5.04,-0.5,-9.9206,296482.51,136167.608,4.54,1.7801,2.4991,1.02,,,2.797,2.0374,2.0022,0.3304,0.3304,166554.0916,166554.0916,118634.0779,756155.5759,756155.5759
600478.SH,20250403,5.02,5.09,4.98,5.04,5.08,-0.04,-0.7874,281790.21,141850.108,5.04,1.6919,2.3753,0.92,,,3.1051,2.2618,2.2228,0.2976,0.2976,166554.0916,166554.0916,118634.0779,839432.6217,839432.6217
600478.SH,20250402,5.04,5.14,5.0,5.08,5.04,0.04,0.7937,245687.97,124828.865,5.08,1.4751,2.071,0.75,,,3.1297,2.2797,2.2404,0.2953,0.2953,166554.0916,166554.0916,118634.0779,846094.7853,846094.7853
600478.SH,20250401,4.99,5.08,4.99,5.04,4.99,0.05,1.002,293814.65,148138.865,5.04,1.7641,2.4766,0.81,,,3.1051,2.2618,2.2228,0.2976,0.2976,166554.0916,166554.0916,118634.0779,839432.6217,839432.6217
600478.SH,20250331,5.07,5.07,4.9,4.99,5.07,-0.08,-1.5779,355697.58,176743.64,4.99,2.1356,2.9983,0.9,,,3.0743,2.2393,2.2007,0.3006,0.3006,166554.0916,166554.0916,118634.0779,831104.9171,831104.9171
