"ts_code","symbol","industry","name","list_date"
"002856.SZ","002856","装修装饰","美芝股份","20170320"
"002857.SZ","002857","电器仪表","三晖电气","20170323"
"002858.SZ","002858","文教休闲","力盛体育","20170324"
"002859.SZ","002859","元器件","洁美科技","20170407"
"002860.SZ","002860","家用电器","星帅尔","20170412"
"002861.SZ","002861","元器件","瀛通通讯","20170413"
"002862.SZ","002862","文教休闲","实丰文化","20170411"
"002863.SZ","002863","汽车配件","今飞凯达","20170418"
"002864.SZ","002864","中成药","盘龙药业","20171116"
"002865.SZ","002865","电气设备","钧达股份","20170425"
"002866.SZ","002866","IT设备","传艺科技","20170426"
"002867.SZ","002867","服饰","周大生","20170427"
"002868.SZ","002868","农业综合","*ST绿康","20170503"
"002869.SZ","002869","通信设备","金溢科技","20170515"
"002870.SZ","002870","汽车配件","香山股份","20170515"
"002871.SZ","002871","机械基件","伟隆股份","20170511"
"002872.SZ","002872","医药商业","ST天圣","20170519"
"002873.SZ","002873","中成药","新天药业","20170519"
"002875.SZ","002875","服饰","安奈儿","20170601"
"002876.SZ","002876","元器件","三利谱","20170525"
"002877.SZ","002877","机械基件","智能自控","20170605"
"002878.SZ","002878","广告包装","元隆雅图","20170606"
"002879.SZ","002879","电气设备","长缆科技","20170707"
"002880.SZ","002880","生物制药","卫光生物","20170616"
"002881.SZ","002881","元器件","美格智能","20170622"
"002882.SZ","002882","电气设备","金龙羽","20170717"
"002883.SZ","002883","建筑工程","中设股份","20170620"
"002884.SZ","002884","机械基件","凌霄泵业","20170711"
"002885.SZ","002885","元器件","京泉华","20170627"
"002886.SZ","002886","塑料","沃特股份","20170627"
"002887.SZ","002887","环境保护","绿茵生态","20170801"
"002888.SZ","002888","元器件","惠威科技","20170721"
"002889.SZ","002889","仓储物流","东方嘉盛","20170731"
"002890.SZ","002890","农用机械","弘宇股份","20170802"
"002891.SZ","002891","饲料","中宠股份","20170821"
"002892.SZ","002892","电气设备","科力尔","20170817"
"002893.SZ","002893","供气供热","京能热力","20170915"
"002895.SZ","002895","化工原料","川恒股份","20170825"
"002896.SZ","002896","机械基件","中大力德","20170829"
"002897.SZ","002897","元器件","意华股份","20170907"
"002898.SZ","002898","化学制药","*ST赛隆","20170912"
"002899.SZ","002899","文教休闲","英派斯","20170915"
"002900.SZ","002900","化学制药","哈三联","20170922"
"002901.SZ","002901","医疗保健","大博医疗","20170922"
"002902.SZ","002902","通信设备","铭普光磁","20170929"
"002903.SZ","002903","机床制造","宇环数控","20171013"
"002905.SZ","002905","影视音像","金逸影视","20171016"
"002906.SZ","002906","汽车配件","华阳集团","20171013"
"002907.SZ","002907","中成药","华森制药","20171020"
"002908.SZ","002908","软件服务","德生科技","20171020"
"002909.SZ","002909","化工原料","集泰股份","20171026"
"002910.SZ","002910","乳制品","庄园牧场","20171031"
"002911.SZ","002911","供气供热","佛燃能源","20171122"
"002912.SZ","002912","IT设备","中新赛克","20171121"
"002913.SZ","002913","元器件","奥士康","20171201"
"002915.SZ","002915","化工原料","中欣氟材","20171205"
"002916.SZ","002916","元器件","深南电路","20171213"
"002917.SZ","002917","化工原料","金奥博","20171208"
"002918.SZ","002918","陶瓷","蒙娜丽莎","20171219"
"002919.SZ","002919","互联网","名臣健康","20171218"
"002920.SZ","002920","汽车配件","德赛西威","20171226"
"002921.SZ","002921","汽车配件","联诚精密","20171227"
"002922.SZ","002922","电气设备","伊戈尔","20171229"
"002923.SZ","002923","化学制药","润都股份","20180105"
"002925.SZ","002925","元器件","盈趣科技","20180115"
"002926.SZ","002926","证券","华西证券","20180205"
"002927.SZ","002927","电气设备","泰永长征","20180223"
"002928.SZ","002928","空运","华夏航空","20180302"
"002929.SZ","002929","通信设备","润建股份","20180301"
"002930.SZ","002930","仓储物流","宏川智慧","20180328"
"002931.SZ","002931","机械基件","锋龙股份","20180403"
"002932.SZ","002932","医疗保健","明德生物","20180710"
"002933.SZ","002933","航空","新兴装备","20180828"
"002935.SZ","002935","航空","天奥电子","20180903"
"002936.SZ","002936","银行","郑州银行","20180919"
"002937.SZ","002937","元器件","兴瑞科技","20180926"
"002938.SZ","002938","元器件","鹏鼎控股","20180918"
"002939.SZ","002939","证券","长城证券","20181026"
"002940.SZ","002940","化学制药","昂利康","20181023"
"002941.SZ","002941","建筑工程","新疆交建","20181128"
"002942.SZ","002942","农药化肥","新农股份","20181205"
"002943.SZ","002943","机床制造","宇晶股份","20181129"
"002945.SZ","002945","证券","华林证券","20190117"
"002946.SZ","002946","乳制品","新乳业","20190125"
"002947.SZ","002947","元器件","恒铭达","20190201"
"002948.SZ","002948","银行","青岛银行","20190116"
"002949.SZ","002949","建筑工程","华阳国际","20190226"
"002950.SZ","002950","医疗保健","奥美医疗","20190311"
"002951.SZ","002951","广告包装","金时科技","20190315"
"002952.SZ","002952","元器件","亚世光电","20190328"
"002953.SZ","002953","电气设备","日丰股份","20190509"
"002955.SZ","002955","IT设备","鸿合科技","20190523"
"002956.SZ","002956","食品","西麦食品","20190619"
"002957.SZ","002957","专用机械","科瑞技术","20190726"
"002958.SZ","002958","银行","青农商行","20190326"
"002959.SZ","002959","家用电器","小熊电器","20190823"
"002960.SZ","002960","专用机械","青鸟消防","20190809"
"002961.SZ","002961","多元金融","瑞达期货","20190905"
"002962.SZ","002962","元器件","五方光电","20190917"
"002963.SZ","002963","装修装饰","豪尔赛","20191028"
"002965.SZ","002965","汽车配件","祥鑫科技","20191025"
"002966.SZ","002966","银行","苏州银行","20190802"
"002967.SZ","002967","电器仪表","广电计量","20191108"
"002968.SZ","002968","房产服务","新大正","20191203"
"002969.SZ","002969","广告包装","嘉美包装","20191202"
"002970.SZ","002970","IT设备","锐明技术","20191217"
"002971.SZ","002971","化工原料","和远气体","20200113"
"002972.SZ","002972","运输设备","科安达","20191227"
"002973.SZ","002973","环境保护","侨银股份","20200106"
"002975.SZ","002975","专用机械","博杰股份","20200205"
"002976.SZ","002976","汽车配件","瑞玛精密","20200306"
"002977.SZ","002977","通信设备","天箭科技","20200317"
"002978.SZ","002978","小金属","安宁股份","20200417"
"002979.SZ","002979","专用机械","雷赛智能","20200408"
"002980.SZ","002980","电器仪表","华盛昌","20200415"
"002981.SZ","002981","元器件","朝阳科技","20200417"
"002982.SZ","002982","农业综合","湘佳股份","20200424"
"002983.SZ","002983","元器件","芯瑞达","20200428"
"002984.SZ","002984","汽车配件","森麒麟","20200911"
"002985.SZ","002985","航空","北摩高科","20200429"
"002986.SZ","002986","化工原料","宇新股份","20200602"
"002987.SZ","002987","软件服务","京北方","20200507"
"002988.SZ","002988","铝","豪美新材","20200518"
"002989.SZ","002989","装修装饰","中天精装","20200610"
"002990.SZ","002990","软件服务","盛视科技","20200525"
"002991.SZ","002991","食品","甘源食品","20200731"
"002992.SZ","002992","元器件","宝明科技","20200803"
"002993.SZ","002993","元器件","奥海科技","20200817"
"002995.SZ","002995","互联网","天地在线","20200805"
"002996.SZ","002996","铝","顺博合金","20200828"
"002997.SZ","002997","专用机械","瑞鹄模具","20200903"
"002998.SZ","002998","化纤","优彩资源","20200925"
"002999.SZ","002999","批发业","天禾股份","20200903"
"003000.SZ","003000","食品","劲仔食品","20200914"
"003001.SZ","003001","建筑工程","中岩大地","20201013"
"003002.SZ","003002","化工原料","壶化股份","20200922"
"003003.SZ","003003","广告包装","天元股份","20200921"
"003004.SZ","003004","IT设备","*ST声迅","20201126"
"003005.SZ","003005","软件服务","竞业达","20200922"
"003006.SZ","003006","造纸","百亚股份","20200921"
"003007.SZ","003007","软件服务","直真科技","20200923"
"003008.SZ","003008","电气设备","开普检测","20200923"
"003009.SZ","003009","航空","中天火箭","20200925"
"003010.SZ","003010","互联网","若羽臣","20200925"
"003011.SZ","003011","家居用品","海象新材","20200930"
"003012.SZ","003012","陶瓷","东鹏控股","20201019"
"003013.SZ","003013","建筑工程","地铁设计","20201022"
"003015.SZ","003015","元器件","日久光电","20201021"
"003016.SZ","003016","服饰","欣贺股份","20201026"
"003017.SZ","003017","化工原料","大洋生物","20201026"
"003018.SZ","003018","塑料","金富科技","20201106"
"003019.SZ","003019","元器件","宸展光电","20201117"
"003020.SZ","003020","化学制药","立方制药","20201215"
"003021.SZ","003021","元器件","兆威机电","20201204"
"003022.SZ","003022","化工原料","联泓新科","20201208"
"003023.SZ","003023","家用电器","彩虹集团","20201211"
"003025.SZ","003025","机床制造","思进智能","20201211"
"003026.SZ","003026","半导体","中晶科技","20201218"
"003027.SZ","003027","环境保护","同兴科技","20201218"
"003028.SZ","003028","元器件","振邦智能","20201228"
"003029.SZ","003029","软件服务","吉大正元","20201224"
"003030.SZ","003030","食品","祖名股份","20210106"
"003031.SZ","003031","元器件","中瓷电子","20210104"
"003032.SZ","003032","文教休闲","*ST传智","20210112"
"003033.SZ","003033","汽车配件","征和工业","20210111"
"003035.SZ","003035","新型电力","南网能源","20210119"
"003036.SZ","003036","纺织机械","泰坦股份","20210128"
"003037.SZ","003037","水泥","三和管桩","20210204"
"003038.SZ","003038","铝","鑫铂股份","20210210"
"003039.SZ","003039","水务","顺控发展","20210308"
"003040.SZ","003040","通信设备","楚天龙","20210322"
"003041.SZ","003041","纺织","真爱美家","20210406"
"003042.SZ","003042","农药化肥","中农联合","20210406"
"003043.SZ","003043","半导体","华亚智能","20210406"
"003816.SZ","003816","新型电力","中国广核","20190826"
"300001.SZ","300001","电气设备","特锐德","20091030"
"300002.SZ","300002","互联网","神州泰岳","20091030"
"300003.SZ","300003","医疗保健","乐普医疗","20091030"
"300004.SZ","300004","电气设备","南风股份","20091030"
"300005.SZ","300005","服饰","探路者","20091030"
"300006.SZ","300006","化学制药","莱美药业","20091030"
"300007.SZ","300007","电器仪表","汉威科技","20091030"
"300008.SZ","300008","船舶","天海防务","20091030"
"300009.SZ","300009","生物制药","安科生物","20091030"
"300010.SZ","300010","软件服务","豆神教育","20091030"
"300011.SZ","300011","运输设备","鼎汉技术","20091030"
"300012.SZ","300012","电器仪表","华测检测","20091030"
"300013.SZ","300013","仓储物流","新宁物流","20091030"
"300014.SZ","300014","电气设备","亿纬锂能","20091030"
"300015.SZ","300015","医疗保健","爱尔眼科","20091030"
"300016.SZ","300016","化学制药","北陆药业","20091030"
"300017.SZ","300017","软件服务","网宿科技","20091030"
"300018.SZ","300018","电气设备","中元股份","20091030"
"300019.SZ","300019","化工原料","硅宝科技","20091030"
"300020.SZ","300020","软件服务","ST银江","20091030"
"300021.SZ","300021","建筑工程","大禹节水","20091030"
"300022.SZ","300022","农用机械","吉峰科技","20091030"
"300024.SZ","300024","专用机械","机器人","20091030"
"300025.SZ","300025","通信设备","华星创业","20091030"
"300026.SZ","300026","中成药","红日药业","20091030"
"300027.SZ","300027","影视音像","华谊兄弟","20091030"
"300029.SZ","300029","建筑工程","*ST天龙","20091225"
"300030.SZ","300030","医疗保健","阳普医疗","20091225"
"300031.SZ","300031","互联网","宝通科技","20091225"
"300032.SZ","300032","元器件","金龙机电","20091225"
"300033.SZ","300033","软件服务","同花顺","20091225"
"300034.SZ","300034","航空","钢研高纳","20091225"
"300035.SZ","300035","电气设备","中科电气","20091225"
"300036.SZ","300036","软件服务","超图软件","20091225"
"300037.SZ","300037","化工原料","新宙邦","20100108"
"300039.SZ","300039","中成药","上海凯宝","20100108"
"300040.SZ","300040","新型电力","九洲集团","20100108"
"300041.SZ","300041","化工原料","回天新材","20100108"
"300042.SZ","300042","IT设备","朗科科技","20100108"
"300043.SZ","300043","互联网","星辉娱乐","20100120"
"300044.SZ","300044","软件服务","ST赛为","20100120"
"300045.SZ","300045","IT设备","华力创通","20100120"
"300046.SZ","300046","半导体","台基股份","20100120"
"300047.SZ","300047","软件服务","天源迪科","20100120"
"300048.SZ","300048","电气设备","合康新能","20100120"
"300049.SZ","300049","医疗保健","福瑞股份","20100120"
"300050.SZ","300050","通信设备","世纪鼎利","20100120"
"300051.SZ","300051","综合类","琏升科技","20100211"
"300052.SZ","300052","互联网","ST中青宝","20100211"
"300053.SZ","300053","半导体","航宇微","20100211"
"300054.SZ","300054","化工原料","鼎龙股份","20100211"
"300055.SZ","300055","石油加工","万邦达","20100226"
"300056.SZ","300056","环境保护","中创环保","20100226"
"300057.SZ","300057","铝","万顺新材","20100226"
"300058.SZ","300058","广告包装","蓝色光标","20100226"
"300059.SZ","300059","证券","东方财富","20100319"
"300061.SZ","300061","互联网","旗天科技","20100319"
"300062.SZ","300062","电气设备","中能电气","20100319"
"300063.SZ","300063","互联网","天龙集团","20100326"
"300065.SZ","300065","船舶","海兰信","20100326"
"300066.SZ","300066","电器仪表","三川智慧","20100326"
"300067.SZ","300067","染料涂料","安诺其","20100421"
"300068.SZ","300068","电气设备","南都电源","20100421"
"300069.SZ","300069","电气设备","金利华电","20100421"
"300070.SZ","300070","环境保护","碧水源","20100421"
"300071.SZ","300071","广告包装","福石控股","20100421"
"300072.SZ","300072","化工原料","海新能科","20100427"
"300073.SZ","300073","电气设备","当升科技","20100427"
"300074.SZ","300074","软件服务","华平股份","20100427"
"300075.SZ","300075","软件服务","数字政通","20100427"
"300076.SZ","300076","IT设备","GQY视讯","20100430"
"300077.SZ","300077","半导体","国民技术","20100430"
"300078.SZ","300078","软件服务","思创医惠","20100430"
"300079.SZ","300079","通信设备","数码视讯","20100430"
"300080.SZ","300080","电气设备","易成新能","20100625"
"300081.SZ","300081","文教休闲","恒信东方","20100520"
"300082.SZ","300082","化工原料","奥克股份","20100520"
"300083.SZ","300083","机床制造","创世纪","20100520"
"300084.SZ","300084","专用机械","海默科技","20100520"
"300085.SZ","300085","软件服务","银之杰","20100526"
"300086.SZ","300086","化学制药","康芝药业","20100526"
"300087.SZ","300087","种植业","荃银高科","20100526"
"300088.SZ","300088","元器件","长信科技","20100526"
"300091.SZ","300091","机械基件","金通灵","20100625"
"300092.SZ","300092","专用机械","科新机电","20100708"
"300093.SZ","300093","电气设备","*ST金刚","20100708"
"300094.SZ","300094","渔业","国联水产","20100708"
"300095.SZ","300095","专用机械","华伍股份","20100728"
"300096.SZ","300096","软件服务","ST易联众","20100728"
"300097.SZ","300097","专用机械","ST智云","20100728"
"300098.SZ","300098","软件服务","高新兴","20100728"
"300099.SZ","300099","电器仪表","尤洛卡","20100806"
"300100.SZ","300100","汽车配件","双林股份","20100806"
"300101.SZ","300101","通信设备","振芯科技","20100806"
"300102.SZ","300102","半导体","乾照光电","20100812"
"300103.SZ","300103","专用机械","达刚控股","20100812"
"300105.SZ","300105","电器仪表","龙源技术","20100820"
"300106.SZ","300106","乳制品","西部牧业","20100820"
"300107.SZ","300107","化工原料","建新股份","20100820"
"300109.SZ","300109","化工原料","新开源","20100825"
"300110.SZ","300110","化学制药","华仁药业","20100825"
"300111.SZ","300111","化学制药","向日葵","20100827"
"300112.SZ","300112","电器仪表","万讯自控","20100827"
"300113.SZ","300113","互联网","顺网科技","20100827"
"300115.SZ","300115","元器件","长盈精密","20100902"
"300118.SZ","300118","电气设备","东方日升","20100902"
"300119.SZ","300119","农业综合","瑞普生物","20100917"
"300120.SZ","300120","元器件","经纬辉开","20100917"
"300121.SZ","300121","化工原料","阳谷华泰","20100917"
"300122.SZ","300122","生物制药","智飞生物","20100928"
"300123.SZ","300123","半导体","亚光科技","20100928"
"300124.SZ","300124","电器仪表","汇川技术","20100928"
"300125.SZ","300125","电气设备","*ST聆达","20101013"
"300126.SZ","300126","轻工机械","锐奇股份","20101013"
"300127.SZ","300127","矿物制品","银河磁体","20101013"
"300128.SZ","300128","元器件","锦富技术","20101013"
"300129.SZ","300129","电气设备","泰胜风能","20101019"
"300130.SZ","300130","IT设备","新国都","20101019"
"300131.SZ","300131","元器件","英唐智控","20101019"
"300132.SZ","300132","化工原料","青松股份","20101026"
"300133.SZ","300133","影视音像","华策影视","20101026"
"300134.SZ","300134","通信设备","大富科技","20101026"
"300135.SZ","300135","石油加工","宝利国际","20101026"
"300136.SZ","300136","元器件","信维通信","20101105"
"300137.SZ","300137","环境保护","ST先河","20101105"
"300138.SZ","300138","食品","晨光生物","20101105"
"300139.SZ","300139","黄金","晓程科技","20101112"
"300140.SZ","300140","环境保护","节能环境","20101112"
"300141.SZ","300141","电气设备","和顺电气","20101112"
"300142.SZ","300142","生物制药","沃森生物","20101112"
"300143.SZ","300143","医疗保健","盈康生命","20101209"
"300144.SZ","300144","旅游景点","宋城演艺","20101209"
"300145.SZ","300145","机械基件","南方泵业","20101209"
"300146.SZ","300146","食品","汤臣倍健","20101215"
"300147.SZ","300147","中成药","ST香雪","20101215"
"300148.SZ","300148","出版业","天舟文化","20101215"
"300149.SZ","300149","生物制药","睿智医药","20101222"
"300150.SZ","300150","软件服务","世纪瑞尔","20101222"
"300151.SZ","300151","专用机械","昌红科技","20101222"
"300152.SZ","300152","环境保护","ST新动力","20101229"
"300153.SZ","300153","电气设备","科泰电源","20101229"
"300154.SZ","300154","机械基件","瑞凌股份","20101229"
"300155.SZ","300155","IT设备","安居宝","20110107"
"300157.SZ","300157","专用机械","新锦动力","20110107"
"300158.SZ","300158","化学制药","振东制药","20110107"
"300159.SZ","300159","农用机械","*ST新研","20110107"
"300160.SZ","300160","家用电器","秀强股份","20110113"
"300161.SZ","300161","机床制造","华中数控","20110113"
"300162.SZ","300162","元器件","雷曼光电","20110113"
"300163.SZ","300163","家居用品","先锋新材","20110113"
"300164.SZ","300164","石油开采","通源石油","20110113"
"300165.SZ","300165","电器仪表","ST天瑞","20110125"
"300166.SZ","300166","软件服务","东方国信","20110125"
"300167.SZ","300167","软件服务","ST迪威迅","20110125"
"300168.SZ","300168","软件服务","万达信息","20110125"
"300169.SZ","300169","塑料","天晟新材","20110125"
"300170.SZ","300170","软件服务","汉得信息","20110201"
"300171.SZ","300171","医疗保健","东富龙","20110201"
"300172.SZ","300172","环境保护","中电环保","20110201"
"300173.SZ","300173","轻工机械","福能东方","20110201"
"300174.SZ","300174","化工原料","元力股份","20110201"
"300175.SZ","300175","食品","ST朗源","20110215"
"300176.SZ","300176","汽车配件","鸿特科技","20110215"
"300177.SZ","300177","通信设备","中海达","20110215"
"300179.SZ","300179","矿物制品","四方达","20110215"
"300180.SZ","300180","化纤","华峰超纤","20110222"
"300181.SZ","300181","中成药","佐力药业","20110222"
"300182.SZ","300182","影视音像","捷成股份","20110222"
"300183.SZ","300183","通信设备","东软载波","20110222"
"300184.SZ","300184","元器件","力源信息","20110222"
"300185.SZ","300185","工程机械","通裕重工","20110308"
"300187.SZ","300187","环境保护","永清环保","20110308"
"300188.SZ","300188","软件服务","国投智能","20110316"
"300189.SZ","300189","种植业","神农种业","20110316"
"300190.SZ","300190","环境保护","维尔利","20110316"
"300191.SZ","300191","石油开采","潜能恒信","20110316"
"300192.SZ","300192","文教休闲","科德教育","20110322"
"300193.SZ","300193","专用机械","佳士科技","20110322"
"300194.SZ","300194","化学制药","福安药业","20110322"
"300195.SZ","300195","轻工机械","长荣股份","20110329"
"300196.SZ","300196","玻璃","长海股份","20110329"
"300197.SZ","300197","环境保护","节能铁汉","20110329"
"300198.SZ","300198","塑料","ST纳川","20110407"
"300199.SZ","300199","化学制药","翰宇药业","20110407"
"300200.SZ","300200","化工原料","高盟新材","20110407"
"300201.SZ","300201","工程机械","海伦哲","20110407"
"300203.SZ","300203","电器仪表","聚光科技","20110415"
"300204.SZ","300204","生物制药","舒泰神","20110415"
"300205.SZ","300205","通信设备","*ST天喻","20110421"
"300206.SZ","300206","医疗保健","理邦仪器","20110421"
"300207.SZ","300207","电气设备","欣旺达","20110421"
"300208.SZ","300208","园区开发","*ST中程","20110426"
"300209.SZ","300209","互联网","有棵树","20110426"
"300210.SZ","300210","专用机械","森远股份","20110426"
"300211.SZ","300211","通信设备","*ST亿通","20110505"
"300212.SZ","300212","软件服务","易华录","20110505"
"300213.SZ","300213","通信设备","佳讯飞鸿","20110505"
"300214.SZ","300214","化工原料","日科化学","20110511"
"300215.SZ","300215","电气设备","电科院","20110511"
"300217.SZ","300217","家用电器","东方电热","20110518"
"300218.SZ","300218","塑料","安利股份","20110518"
"300219.SZ","300219","元器件","鸿利智汇","20110518"
"300220.SZ","300220","专用机械","金运激光","20110525"
"300221.SZ","300221","塑料","银禧科技","20110525"
"300222.SZ","300222","电气设备","科大智能","20110525"
"300223.SZ","300223","半导体","北京君正","20110531"
"300224.SZ","300224","矿物制品","正海磁材","20110531"
"300225.SZ","300225","染料涂料","金力泰","20110531"
"300226.SZ","300226","互联网","上海钢联","20110608"
"300227.SZ","300227","专用机械","光韵达","20110608"
"300228.SZ","300228","化工机械","富瑞特装","20110608"
"300229.SZ","300229","软件服务","拓尔思","20110615"
"300230.SZ","300230","塑料","永利股份","20110615"
"300231.SZ","300231","软件服务","银信科技","20110615"
"300232.SZ","300232","元器件","洲明科技","20110622"
"300233.SZ","300233","化学制药","金城医药","20110622"
"300234.SZ","300234","陶瓷","开尔新材","20110622"
"300235.SZ","300235","软件服务","方直科技","20110629"
"300236.SZ","300236","半导体","上海新阳","20110629"
"300237.SZ","300237","汽车配件","美晨科技","20110629"
"300238.SZ","300238","医疗保健","冠昊生物","20110706"
"300239.SZ","300239","生物制药","东宝生物","20110706"
"300240.SZ","300240","仓储物流","飞力达","20110706"
"300241.SZ","300241","半导体","瑞丰光电","20110712"
"300242.SZ","300242","互联网","佳云科技","20110712"
"300243.SZ","300243","化工原料","瑞丰高材","20110712"
"300244.SZ","300244","医疗保健","迪安诊断","20110719"
"300245.SZ","300245","软件服务","天玑科技","20110719"
"300246.SZ","300246","医疗保健","宝莱特","20110719"
"300247.SZ","300247","医疗保健","融捷健康","20110729"
"300248.SZ","300248","软件服务","新开普","20110729"
"300249.SZ","300249","IT设备","依米康","20110803"
"300250.SZ","300250","软件服务","初灵信息","20110803"
"300251.SZ","300251","影视音像","光线传媒","20110803"
"300252.SZ","300252","通信设备","金信诺","20110818"
"300253.SZ","300253","软件服务","卫宁健康","20110818"
"300254.SZ","300254","化学制药","仟源医药","20110819"
"300255.SZ","300255","生物制药","常山药业","20110819"
"300256.SZ","300256","元器件","星星科技","20110819"
"300257.SZ","300257","机械基件","开山股份","20110819"
"300258.SZ","300258","汽车配件","精锻科技","20110826"
"300259.SZ","300259","电器仪表","新天科技","20110831"
"300260.SZ","300260","机械基件","新莱应材","20110906"
"300261.SZ","300261","农药化肥","雅本化学","20110906"
"300263.SZ","300263","专用机械","隆华科技","20110916"
"300264.SZ","300264","软件服务","佳创视讯","20110916"
"300265.SZ","300265","电气设备","通光线缆","20110916"
"300266.SZ","300266","环境保护","兴源环境","20110927"
"300267.SZ","300267","化学制药","尔康制药","20110927"
"300268.SZ","300268","农业综合","*ST佳沃","20110927"
"300269.SZ","300269","元器件","联建光电","20111012"
"300270.SZ","300270","IT设备","中威电子","20111012"
"300271.SZ","300271","软件服务","华宇软件","20111026"
"300272.SZ","300272","家用电器","开能健康","20111102"
"300274.SZ","300274","电气设备","阳光电源","20111102"
"300275.SZ","300275","工程机械","梅安森","20111102"
"300276.SZ","300276","专用机械","三丰智能","20111115"
"300277.SZ","300277","软件服务","海联讯","20111123"
"300278.SZ","300278","专用机械","华昌达","20111216"
"300279.SZ","300279","元器件","和晶科技","20111229"
"300280.SZ","300280","广告包装","*ST紫天","20111229"
"300281.SZ","300281","专用机械","金明精机","20111229"
"300283.SZ","300283","电气设备","温州宏丰","20120110"
"300284.SZ","300284","建筑工程","苏交科","20120110"
"300285.SZ","300285","陶瓷","国瓷材料","20120113"
"300286.SZ","300286","电器仪表","安科瑞","20120113"
"300287.SZ","300287","软件服务","飞利信","20120201"
"300288.SZ","300288","软件服务","朗玛信息","20120216"
"300289.SZ","300289","医疗保健","利德曼","20120216"
"300290.SZ","300290","软件服务","荣科科技","20120216"
"300291.SZ","300291","影视音像","百纳千成","20120209"
"300292.SZ","300292","互联网","吴通控股","20120229"
"300293.SZ","300293","专用机械","蓝英装备","20120308"
"300294.SZ","300294","生物制药","博雅生物","20120308"
"300295.SZ","300295","互联网","三六五网","20120315"
"300296.SZ","300296","元器件","利亚德","20120315"
"300298.SZ","300298","医疗保健","三诺生物","20120319"
"300299.SZ","300299","互联网","富春股份","20120319"
"300300.SZ","300300","软件服务","ST峡创","20120319"
"300301.SZ","300301","半导体","*ST长方","20120321"
"300302.SZ","300302","IT设备","同有科技","20120321"
"300303.SZ","300303","半导体","聚飞光电","20120319"
"300304.SZ","300304","汽车配件","云意电气","20120321"
"300305.SZ","300305","塑料","裕兴股份","20120329"
"300306.SZ","300306","电器仪表","远方信息","20120329"
"300307.SZ","300307","纺织机械","慈星股份","20120329"
"300308.SZ","300308","通信设备","中际旭创","20120410"
"300310.SZ","300310","通信设备","宜通世纪","20120425"
"300311.SZ","300311","软件服务","任子行","20120425"
"300313.SZ","300313","农业综合","*ST天山","20120425"
"300314.SZ","300314","医疗保健","戴维医疗","20120508"
"300315.SZ","300315","互联网","掌趣科技","20120511"
"300316.SZ","300316","专用机械","晶盛机电","20120511"
"300317.SZ","300317","电气设备","珈伟新能","20120511"
"300318.SZ","300318","医疗保健","博晖创新","20120523"
"300319.SZ","300319","元器件","麦捷科技","20120523"
"300320.SZ","300320","橡胶","海达股份","20120601"
"300321.SZ","300321","塑料","同大股份","20120523"
"300322.SZ","300322","元器件","硕贝德","20120608"
"300323.SZ","300323","半导体","华灿光电","20120601"
"300324.SZ","300324","软件服务","旋极信息","20120608"
"300326.SZ","300326","医疗保健","ST凯利","20120613"
"300327.SZ","300327","半导体","中颖电子","20120613"
"300328.SZ","300328","小金属","宜安科技","20120619"
"300329.SZ","300329","文教休闲","海伦钢琴","20120619"
"300331.SZ","300331","元器件","苏大维格","20120628"
"300332.SZ","300332","供气供热","天壕能源","20120628"
"300333.SZ","300333","IT设备","兆日科技","20120628"
"300334.SZ","300334","专用机械","津膜科技","20120705"
"300335.SZ","300335","供气供热","迪森股份","20120710"
"300337.SZ","300337","铝","银邦股份","20120718"
"300338.SZ","300338","文教休闲","ST开元","20120726"
"300339.SZ","300339","软件服务","润和软件","20120718"
"300340.SZ","300340","电气设备","科恒股份","20120726"
"300341.SZ","300341","电气设备","麦克奥迪","20120726"
"300342.SZ","300342","家用电器","天银机电","20120726"
"300343.SZ","300343","化工原料","ST联创","20120801"
"300344.SZ","300344","软件服务","ST立方","20120801"
"300345.SZ","300345","机械基件","华民股份","20120801"
"300346.SZ","300346","半导体","南大光电","20120807"
"300347.SZ","300347","医疗保健","泰格医药","20120817"
"300348.SZ","300348","软件服务","长亮科技","20120817"
"300349.SZ","300349","电器仪表","金卡智能","20120817"
"300350.SZ","300350","仓储物流","华鹏飞","20120821"
"300351.SZ","300351","运输设备","永贵电器","20120920"
"300352.SZ","300352","软件服务","北信源","20120912"
"300353.SZ","300353","通信设备","东土科技","20120927"
"300354.SZ","300354","电器仪表","东华测试","20120920"
"300355.SZ","300355","环境保护","蒙草生态","20120927"
"300357.SZ","300357","生物制药","我武生物","20140121"
"300358.SZ","300358","医疗保健","楚天科技","20140121"
"300359.SZ","300359","文教休闲","全通教育","20140121"
"300360.SZ","300360","电器仪表","炬华科技","20140121"
"300363.SZ","300363","化学制药","博腾股份","20140129"
"300364.SZ","300364","出版业","中文在线","20150121"
"300365.SZ","300365","软件服务","恒华科技","20140123"
"300366.SZ","300366","软件服务","创意信息","20140127"
"300368.SZ","300368","IT设备","汇金股份","20140123"
"300369.SZ","300369","软件服务","绿盟科技","20140129"
"300370.SZ","300370","电器仪表","安控科技","20140123"
"300371.SZ","300371","电器仪表","汇中股份","20140123"
"300373.SZ","300373","半导体","扬杰科技","20140123"
"300374.SZ","300374","其他建材","中铁装配","20150319"
"300375.SZ","300375","汽车配件","鹏翎股份","20140127"
"300376.SZ","300376","电气设备","ST易事特","20140127"
"300377.SZ","300377","软件服务","赢时胜","20140127"
