"ts_code","symbol","industry","name","list_date"
"301036.SZ","301036","染料涂料","双乐股份","20210729"
"301037.SZ","301037","染料涂料","保立佳","20210730"
"301038.SZ","301038","建筑工程","深水规院","20210804"
"301039.SZ","301039","汽车整车","中集车辆","20210708"
"301040.SZ","301040","机械基件","中环海陆","20210803"
"301041.SZ","301041","元器件","金百泽","20210811"
"301042.SZ","301042","IT设备","安联锐视","20210805"
"301043.SZ","301043","机械基件","绿岛风","20210811"
"301045.SZ","301045","元器件","天禄科技","20210813"
"301046.SZ","301046","建筑工程","能辉科技","20210817"
"301047.SZ","301047","生物制药","义翘神州","20210816"
"301048.SZ","301048","运输设备","金鹰重工","20210818"
"301049.SZ","301049","环境保护","超越科技","20210824"
"301050.SZ","301050","航空","雷电微力","20210824"
"301051.SZ","301051","元器件","信濠光电","20210827"
"301052.SZ","301052","出版业","果麦文化","20210830"
"301053.SZ","301053","专用机械","远信工业","20210901"
"301055.SZ","301055","家居用品","张小泉","20210906"
"301056.SZ","301056","运输设备","森赫股份","20210907"
"301057.SZ","301057","化纤","汇隆新材","20210909"
"301058.SZ","301058","建筑工程","中粮科工","20210909"
"301059.SZ","301059","化工原料","金三江","20210913"
"301060.SZ","301060","医疗保健","兰卫医学","20210913"
"301061.SZ","301061","家居用品","匠心家居","20210913"
"301062.SZ","301062","广告包装","上海艾录","20210914"
"301063.SZ","301063","电气设备","海锅股份","20210924"
"301065.SZ","301065","化学制药","本立科技","20210914"
"301066.SZ","301066","纺织","万事利","20210922"
"301067.SZ","301067","元器件","显盈科技","20210922"
"301068.SZ","301068","环境保护","大地海洋","20210928"
"301069.SZ","301069","化工原料","凯盛新材","20210927"
"301070.SZ","301070","机械基件","开勒股份","20210923"
"301071.SZ","301071","矿物制品","力量钻石","20210924"
"301072.SZ","301072","汽车配件","中捷精工","20210929"
"301073.SZ","301073","酒店餐饮","君亭酒店","20210930"
"301075.SZ","301075","化学制药","多瑞医药","20210929"
"301076.SZ","301076","化工原料","新瀚新材","20211011"
"301077.SZ","301077","化工原料","星华新材","20210930"
"301078.SZ","301078","其他商业","孩子王","20211014"
"301079.SZ","301079","机械基件","邵阳液压","20211019"
"301080.SZ","301080","生物制药","百普赛斯","20211018"
"301081.SZ","301081","环境保护","严牌股份","20211020"
"301082.SZ","301082","电气设备","久盛电气","20211027"
"301083.SZ","301083","专用机械","百胜智能","20211021"
"301085.SZ","301085","软件服务","亚康股份","20211018"
"301086.SZ","301086","元器件","鸿富瀚","20211020"
"301087.SZ","301087","医疗保健","可孚医疗","20211025"
"301088.SZ","301088","服饰","戎美股份","20211028"
"301089.SZ","301089","化学制药","拓新药业","20211027"
"301090.SZ","301090","化工原料","华润材料","20211026"
"301091.SZ","301091","建筑工程","深城交","20211029"
"301092.SZ","301092","化工原料","争光股份","20211102"
"301093.SZ","301093","医疗保健","华兰股份","20211101"
"301095.SZ","301095","半导体","广立微","20220805"
"301096.SZ","301096","医疗保健","百诚医药","20211220"
"301097.SZ","301097","医疗保健","天益医疗","20220407"
"301098.SZ","301098","建筑工程","金埔园林","20211112"
"301099.SZ","301099","元器件","雅创电子","20211122"
"301100.SZ","301100","化工原料","风光股份","20211217"
"301101.SZ","301101","文教休闲","明月镜片","20211216"
"301102.SZ","301102","广告包装","兆讯传媒","20220328"
"301103.SZ","301103","医疗保健","何氏眼科","20220322"
"301105.SZ","301105","专用机械","鸿铭股份","20221230"
"301106.SZ","301106","元器件","骏成科技","20220128"
"301107.SZ","301107","机械基件","瑜欣电子","20220524"
"301108.SZ","301108","日用化工","洁雅股份","20211203"
"301109.SZ","301109","环境保护","军信股份","20220413"
"301110.SZ","301110","互联网","青木科技","20220311"
"301111.SZ","301111","中成药","粤万年青","20211207"
"301112.SZ","301112","专用机械","信邦智能","20220629"
"301113.SZ","301113","家居用品","雅艺科技","20211222"
"301115.SZ","301115","建筑工程","联检科技","20220831"
"301116.SZ","301116","食品","益客食品","20220118"
"301117.SZ","301117","软件服务","佳缘科技","20220117"
"301118.SZ","301118","化工原料","恒光股份","20211118"
"301119.SZ","301119","汽车配件","正强股份","20211122"
"301120.SZ","301120","电气设备","新特电气","20220419"
"301121.SZ","301121","电气设备","紫建电子","20220808"
"301122.SZ","301122","医疗保健","采纳股份","20220126"
"301123.SZ","301123","元器件","奕东电子","20220125"
"301125.SZ","301125","机械基件","腾亚精工","20220608"
"301126.SZ","301126","医药商业","达嘉维康","20211207"
"301127.SZ","301127","环境保护","武汉天源","20211230"
"301128.SZ","301128","专用机械","强瑞技术","20211110"
"301129.SZ","301129","电器仪表","瑞纳智能","20211102"
"301130.SZ","301130","化学制药","西点药业","20220223"
"301131.SZ","301131","塑料","聚赛龙","20220314"
"301132.SZ","301132","元器件","满坤科技","20220810"
"301133.SZ","301133","汽车配件","金钟股份","20211126"
"301135.SZ","301135","元器件","瑞德智能","20220412"
"301136.SZ","301136","建筑工程","招标股份","20220111"
"301137.SZ","301137","机械基件","哈焊华通","20220322"
"301138.SZ","301138","专用机械","华研精机","20211215"
"301139.SZ","301139","通信设备","元道通信","20220708"
"301141.SZ","301141","矿物制品","中科磁业","20230403"
"301148.SZ","301148","环境保护","嘉戎技术","20220421"
"301149.SZ","301149","化工原料","隆华新材","20211110"
"301150.SZ","301150","电气设备","中一科技","20220421"
"301151.SZ","301151","机械基件","冠龙节能","20220411"
"301152.SZ","301152","小金属","天力锂能","20220829"
"301153.SZ","301153","软件服务","中科江南","20220518"
"301155.SZ","301155","电气设备","海力风电","20211124"
"301156.SZ","301156","饲料","美农生物","20220617"
"301157.SZ","301157","电气设备","华塑科技","20230309"
"301158.SZ","301158","专用机械","德石股份","20220117"
"301159.SZ","301159","软件服务","三维天地","20220107"
"301160.SZ","301160","机械基件","翔楼新材","20220606"
"301161.SZ","301161","工程机械","唯万密封","20220914"
"301162.SZ","301162","软件服务","国能日新","20220429"
"301163.SZ","301163","电气设备","宏德股份","20220419"
"301165.SZ","301165","通信设备","锐捷网络","20221121"
"301166.SZ","301166","医药商业","优宁维","20211228"
"301167.SZ","301167","建筑工程","建研设计","20211206"
"301168.SZ","301168","电气设备","通灵股份","20211210"
"301169.SZ","301169","文教休闲","零点有数","20211103"
"301170.SZ","301170","汽车配件","锡南科技","20230627"
"301171.SZ","301171","互联网","易点天下","20220819"
"301172.SZ","301172","软件服务","君逸数码","20230726"
"301173.SZ","301173","汽车配件","毓恬冠佳","20250303"
"301175.SZ","301175","环境保护","中科环保","20220708"
"301176.SZ","301176","元器件","逸豪新材","20220928"
"301177.SZ","301177","服饰","迪阿股份","20211215"
"301178.SZ","301178","软件服务","天亿马","20211112"
"301179.SZ","301179","软件服务","泽宇智能","20211208"
"301180.SZ","301180","元器件","万祥科技","20211116"
"301181.SZ","301181","汽车配件","标榜股份","20220221"
"301182.SZ","301182","元器件","凯旺科技","20211223"
"301183.SZ","301183","元器件","东田微","20220524"
"301185.SZ","301185","软件服务","鸥玛软件","20211119"
"301186.SZ","301186","专用机械","超达装备","20211223"
"301187.SZ","301187","家用电器","欧圣电气","20220422"
"301188.SZ","301188","玻璃","力诺药包","20211111"
"301189.SZ","301189","IT设备","奥尼电子","20211228"
"301190.SZ","301190","染料涂料","善水科技","20211224"
"301191.SZ","301191","通信设备","菲菱科思","20220526"
"301192.SZ","301192","汽车配件","泰祥股份","20220811"
"301193.SZ","301193","家居用品","家联科技","20211209"
"301195.SZ","301195","软件服务","北路智控","20220801"
"301196.SZ","301196","专用机械","唯科科技","20220111"
"301197.SZ","301197","软件服务","工大科雅","20220808"
"301198.SZ","301198","塑料","喜悦智行","20211202"
"301199.SZ","301199","专用机械","迈赫股份","20211207"
"301200.SZ","301200","专用机械","大族数控","20220228"
"301201.SZ","301201","生物制药","诚达药业","20220120"
"301202.SZ","301202","机械基件","朗威股份","20230705"
"301203.SZ","301203","环境保护","国泰环保","20230404"
"301205.SZ","301205","通信设备","联特科技","20220913"
"301206.SZ","301206","食品","三元生物","20220210"
"301207.SZ","301207","生物制药","华兰疫苗","20220218"
"301208.SZ","301208","软件服务","中亦科技","20220707"
"301209.SZ","301209","染料涂料","联合化学","20220825"
"301210.SZ","301210","电气设备","金杨股份","20230630"
"301211.SZ","301211","化学制药","亨迪药业","20211222"
"301212.SZ","301212","化工原料","联盛化学","20220419"
"301213.SZ","301213","软件服务","观想科技","20211206"
"301215.SZ","301215","汽车服务","中汽股份","20220308"
"301216.SZ","301216","化工原料","万凯新材","20220329"
"301217.SZ","301217","元器件","铜冠铜箔","20220127"
"301218.SZ","301218","软件服务","华是科技","20220307"
"301219.SZ","301219","小金属","腾远钴业","20220317"
"301220.SZ","301220","化工原料","亚香股份","20220622"
"301221.SZ","301221","软件服务","光庭信息","20211222"
"301222.SZ","301222","电气设备","浙江恒威","20220309"
"301223.SZ","301223","广告包装","中荣股份","20221026"
"301225.SZ","301225","汽车配件","恒勃股份","20230616"
"301226.SZ","301226","电气设备","祥明智能","20220325"
"301227.SZ","301227","家居用品","森鹰窗业","20220926"
"301228.SZ","301228","电器仪表","实朴检测","20220128"
"301229.SZ","301229","汽车配件","纽泰格","20220222"
"301230.SZ","301230","生物制药","泓博医药","20221101"
"301231.SZ","301231","出版业","荣信文化","20220908"
"301232.SZ","301232","机械基件","飞沃科技","20230615"
"301233.SZ","301233","汽车配件","盛帮股份","20220706"
"301234.SZ","301234","医疗保健","五洲医疗","20220705"
"301235.SZ","301235","医疗保健","华康洁净","20220128"
"301236.SZ","301236","软件服务","软通动力","20220315"
"301237.SZ","301237","塑料","和顺科技","20220323"
"301238.SZ","301238","化工原料","瑞泰新材","20220617"
"301239.SZ","301239","医疗保健","普瑞眼科","20220705"
"301246.SZ","301246","化学制药","宏源药业","20230320"
"301248.SZ","301248","软件服务","杰创智能","20220420"
"301251.SZ","301251","元器件","威尔高","20230906"
"301252.SZ","301252","机械基件","同星科技","20230525"
"301255.SZ","301255","机械基件","通力科技","20221227"
"301256.SZ","301256","化工原料","华融化学","20220322"
"301257.SZ","301257","医疗保健","普蕊斯","20220517"
"301258.SZ","301258","化学制药","富士莱","20220329"
"301259.SZ","301259","环境保护","艾布鲁","20220426"
"301260.SZ","301260","专用机械","格力博","20230208"
"301261.SZ","301261","机械基件","恒工精密","20230710"
"301262.SZ","301262","影视音像","海看股份","20230620"
"301263.SZ","301263","医药商业","泰恩康","20220329"
"301265.SZ","301265","环境保护","华新环保","20221216"
"301266.SZ","301266","电气设备","宇邦新材","20220608"
"301267.SZ","301267","医疗保健","华厦眼科","20221107"
"301268.SZ","301268","机械基件","铭利达","20220407"
"301269.SZ","301269","半导体","华大九天","20220729"
"301270.SZ","301270","软件服务","汉仪股份","20220831"
"301272.SZ","301272","专用机械","英华特","20230713"
"301273.SZ","301273","机械基件","瑞晨环保","20221025"
"301275.SZ","301275","元器件","汉朔科技","20250311"
"301276.SZ","301276","服饰","嘉曼服饰","20220909"
"301277.SZ","301277","化学制药","新天地","20221116"
"301278.SZ","301278","电气设备","快可电子","20220804"
"301279.SZ","301279","工程机械","金道科技","20220413"
"301280.SZ","301280","元器件","珠城科技","20221226"
"301281.SZ","301281","化学制药","科源制药","20230404"
"301282.SZ","301282","元器件","金禄电子","20220826"
"301283.SZ","301283","日用化工","聚胶股份","20220902"
"301285.SZ","301285","元器件","鸿日达","20220928"
"301286.SZ","301286","化工原料","侨源股份","20220614"
"301287.SZ","301287","文教休闲","康力源","20230614"
"301288.SZ","301288","环境保护","*ST清研","20220422"
"301289.SZ","301289","电器仪表","国缆检测","20220622"
"301290.SZ","301290","医疗保健","东星医疗","20221130"
"301291.SZ","301291","电气设备","明阳电气","20230630"
"301292.SZ","301292","化工原料","海科新源","20230707"
"301293.SZ","301293","医疗保健","三博脑科","20230505"
"301295.SZ","301295","电气设备","美硕科技","20230628"
"301296.SZ","301296","广告包装","新巨丰","20220902"
"301297.SZ","301297","半导体","富乐德","20221230"
"301298.SZ","301298","汽车配件","东利机械","20220606"
"301299.SZ","301299","互联网","卓创资讯","20221019"
"301300.SZ","301300","化工原料","远翔新材","20220819"
"301301.SZ","301301","化学制药","川宁生物","20221227"
"301302.SZ","301302","软件服务","华如科技","20220623"
"301303.SZ","301303","电器仪表","真兰仪表","20230220"
"301305.SZ","301305","环境保护","朗坤科技","20230523"
"301306.SZ","301306","航空","西测测试","20220726"
"301307.SZ","301307","通信设备","美利信","20230424"
"301308.SZ","301308","半导体","江波龙","20220805"
"301309.SZ","301309","机械基件","万得凯","20220919"
"301310.SZ","301310","汽车配件","鑫宏业","20230602"
"301311.SZ","301311","机械基件","昆船智能","20221130"
"301312.SZ","301312","专用机械","智立方","20220711"
"301313.SZ","301313","文教休闲","凡拓数创","20220930"
"301314.SZ","301314","元器件","科瑞思","20230328"
"301315.SZ","301315","软件服务","威士顿","20230621"
"301316.SZ","301316","软件服务","慧博云通","20221013"
"301317.SZ","301317","机械基件","鑫磊股份","20230119"
"301318.SZ","301318","IT设备","维海德","20220810"
"301319.SZ","301319","元器件","唯特偶","20220929"
"301320.SZ","301320","电气设备","豪江智能","20230609"
"301321.SZ","301321","元器件","翰博高新","20220818"
"301322.SZ","301322","摩托车","绿通科技","20230306"
"301323.SZ","301323","橡胶","新莱福","20230606"
"301325.SZ","301325","专用机械","曼恩斯特","20230512"
"301326.SZ","301326","元器件","捷邦科技","20220921"
"301327.SZ","301327","电气设备","华宝新能","20220919"
"301328.SZ","301328","元器件","维峰电子","20220908"
"301329.SZ","301329","元器件","信音电子","20230717"
"301330.SZ","301330","IT设备","熵基科技","20220817"
"301331.SZ","301331","中成药","恩威医药","20220921"
"301332.SZ","301332","家用电器","德尔玛","20230518"
"301333.SZ","301333","医疗保健","诺思格","20220802"
"301335.SZ","301335","文教休闲","天元宠物","20221118"
"301336.SZ","301336","家居用品","趣睡科技","20220812"
"301337.SZ","301337","软件服务","亚华电子","20230526"
"301338.SZ","301338","专用机械","凯格精机","20220816"
"301339.SZ","301339","IT设备","通行宝","20220909"
"301345.SZ","301345","摩托车","涛涛车业","20230321"
"301348.SZ","301348","半导体","蓝箭电子","20230810"
"301349.SZ","301349","化工原料","信德新材","20220909"
"301353.SZ","301353","专用机械","普莱得","20230530"
"301355.SZ","301355","广告包装","南王科技","20230612"
"301356.SZ","301356","家居用品","天振股份","20221114"
"301357.SZ","301357","专用机械","北方长龙","20230418"
"301358.SZ","301358","电气设备","湖南裕能","20230209"
"301359.SZ","301359","元器件","东南电子","20221109"
"301360.SZ","301360","专用机械","荣旗科技","20230425"
"301361.SZ","301361","电气设备","众智科技","20221116"
"301362.SZ","301362","电气设备","民爆光电","20230804"
"301363.SZ","301363","医疗保健","美好医疗","20221012"
"301365.SZ","301365","建筑工程","矩阵股份","20221122"
"301366.SZ","301366","元器件","一博科技","20220926"
"301367.SZ","301367","医疗保健","瑞迈特","20221101"
"301368.SZ","301368","机械基件","丰立智能","20221215"
"301369.SZ","301369","半导体","联动科技","20220922"
"301370.SZ","301370","医药商业","国科恒泰","20230712"
"301371.SZ","301371","日用化工","敷尔佳","20230801"
"301372.SZ","301372","环境保护","科净源","20230811"
"301373.SZ","301373","化工原料","凌玮科技","20230208"
"301376.SZ","301376","家居用品","致欧科技","20230621"
"301377.SZ","301377","机械基件","鼎泰高科","20221122"
"301378.SZ","301378","软件服务","通达海","20230320"
"301379.SZ","301379","元器件","天山电子","20221101"
"301380.SZ","301380","软件服务","挖金客","20221025"
"301381.SZ","301381","互联网","赛维时代","20230712"
"301382.SZ","301382","互联网","蜂助手","20230517"
"301383.SZ","301383","元器件","天键股份","20230609"
"301386.SZ","301386","电气设备","未来电器","20230329"
"301387.SZ","301387","元器件","光大同创","20230418"
"301388.SZ","301388","电气设备","欣灵电气","20221109"
"301389.SZ","301389","元器件","隆扬电子","20221031"
"301390.SZ","301390","建筑工程","经纬股份","20230508"
"301391.SZ","301391","IT设备","卡莱特","20221201"
"301392.SZ","301392","专用机械","汇成真空","20240605"
"301393.SZ","301393","化工原料","昊帆生物","20230712"
"301395.SZ","301395","化工原料","仁信新材","20230703"
"301396.SZ","301396","软件服务","宏景科技","20221111"
"301397.SZ","301397","汽车配件","溯联股份","20230628"
"301398.SZ","301398","汽车配件","星源卓镁","20221215"
"301399.SZ","301399","机械基件","英特科技","20230523"
"301408.SZ","301408","医药商业","华人健康","20230301"
"301413.SZ","301413","电器仪表","安培龙","20231218"
"301418.SZ","301418","电气设备","协昌科技","20230821"
"301419.SZ","301419","通信设备","阿莱德","20230209"
"301421.SZ","301421","元器件","波长光电","20230823"
"301428.SZ","301428","互联网","世纪恒通","20230519"
"301429.SZ","301429","其他建材","森泰股份","20230417"
"301439.SZ","301439","电气设备","泓淋电力","20230317"
"301446.SZ","301446","机械基件","福事特","20230725"
"301448.SZ","301448","机械基件","开创电气","20230619"
"301456.SZ","301456","电气设备","盘古智能","20230714"
"301458.SZ","301458","元器件","钧崴电子","20250110"
"301459.SZ","301459","汽车配件","丰茂股份","20231213"
"301468.SZ","301468","专用机械","博盈特焊","20230724"
"301469.SZ","301469","造纸","恒达新材","20230822"
"301479.SZ","301479","元器件","弘景光电","20250318"
"301486.SZ","301486","元器件","致尚科技","20230707"
"301487.SZ","301487","化工原料","盟固利","20230809"
"301488.SZ","301488","汽车配件","豪恩汽电","20230704"
"301489.SZ","301489","元器件","思泉新材","20231024"
"301498.SZ","301498","饲料","乖宝宠物","20230816"
"301499.SZ","301499","汽车配件","维科精密","20230721"
"301500.SZ","301500","环境保护","飞南资源","20230921"
"301501.SZ","301501","造纸","恒鑫生活","20250319"
"301502.SZ","301502","电气设备","华阳智能","20240202"
"301503.SZ","301503","IT设备","智迪科技","20230717"
"301505.SZ","301505","建筑工程","苏州规划","20230719"
"301507.SZ","301507","化学制药","民生健康","20230905"
"301508.SZ","301508","电器仪表","中机认检","20231201"
"301509.SZ","301509","化学制药","金凯生科","20230803"
"301510.SZ","301510","电器仪表","固高科技","20230815"
"301511.SZ","301511","电气设备","德福科技","20230817"
"301512.SZ","301512","专用机械","智信精密","20230720"
"301515.SZ","301515","医疗保健","港通医疗","20230725"
"301516.SZ","301516","电气设备","中远通","20231208"
"301517.SZ","301517","元器件","陕西华达","20231017"
"301518.SZ","301518","化工原料","长华化学","20230803"
"301519.SZ","301519","专用机械","舜禹股份","20230727"
"301520.SZ","301520","生物制药","万邦医药","20230925"
"301522.SZ","301522","小金属","上大股份","20241016"
"301525.SZ","301525","家用电器","儒竞科技","20230830"
"301526.SZ","301526","玻璃","国际复材","20231226"
"301528.SZ","301528","电器仪表","多浦乐","20230828"
"301529.SZ","301529","汽车配件","福赛科技","20230911"
"301533.SZ","301533","农用机械","威马农机","20230818"
"301535.SZ","301535","汽车配件","浙江华远","20250327"
"301536.SZ","301536","半导体","星宸科技","20240328"
"301538.SZ","301538","塑料","骏鼎达","20240320"
"301539.SZ","301539","汽车配件","宏鑫科技","20240415"
"301548.SZ","301548","机械基件","崇德科技","20230920"
"301550.SZ","301550","汽车配件","斯菱股份","20230915"
"301551.SZ","301551","影视音像","无线传媒","20240926"
"301552.SZ","301552","汽车配件","科力装备","20240722"
"301555.SZ","301555","化工原料","惠柏新材","20231031"
"301556.SZ","301556","软件服务","托普云农","20241017"
"301557.SZ","301557","电气设备","常友科技","20250304"
"301558.SZ","301558","互联网","三态股份","20230928"
"301559.SZ","301559","专用机械","中集环科","20231011"
"301560.SZ","301560","汽车配件","众捷汽车","20250425"
"301565.SZ","301565","塑料","中仑新材","20240620"
"301566.SZ","301566","元器件","达利凯普","20231229"
"301567.SZ","301567","元器件","贝隆精密","20240116"
"301568.SZ","301568","专用机械","思泰克","20231128"
"301571.SZ","301571","元器件","国科天成","20240821"
"301577.SZ","301577","元器件","美信科技","20240124"
"301578.SZ","301578","IT设备","辰奕智能","20231228"
"301580.SZ","301580","医疗保健","爱迪特","20240626"
"301581.SZ","301581","半导体","黄山谷捷","20250103"
"301585.SZ","301585","染料涂料","蓝宇股份","20241220"
"301586.SZ","301586","航空","佳力奇","20240828"
"301587.SZ","301587","电气设备","中瑞股份","20240408"
"301588.SZ","301588","家居用品","美新科技","20240313"
"301589.SZ","301589","IT设备","诺瓦星云","20240208"
"301590.SZ","301590","电气设备","优优绿能","20250605"
"301591.SZ","301591","塑料","肯特股份","20240228"
"301592.SZ","301592","软件服务","六九一二","20241024"
"301595.SZ","301595","橡胶","太力科技","20250519"
"301596.SZ","301596","机械基件","瑞迪智驱","20240513"
"301598.SZ","301598","专用机械","博科测试","20241220"
"301600.SZ","301600","通信设备","慧翰股份","20240911"
"301601.SZ","301601","专用机械","惠通科技","20250115"
"301602.SZ","301602","医疗保健","超研股份","20250122"
"301603.SZ","301603","机床制造","乔锋智能","20240710"
"301606.SZ","301606","元器件","绿联科技","20240726"
"301607.SZ","301607","汽车配件","富特科技","20240904"
"301608.SZ","301608","通信设备","博实结","20240801"
"301611.SZ","301611","半导体","珂玛科技","20240816"
"301613.SZ","301613","汽车配件","新铝时代","20241025"
"301616.SZ","301616","机械基件","浙江华业","20250327"
"301617.SZ","301617","化工原料","博苑股份","20241211"
"301618.SZ","301618","染料涂料","长联科技","20240930"
"301622.SZ","301622","矿物制品","英思特","20241204"
"301626.SZ","301626","元器件","苏州天脉","20241024"
"301628.SZ","301628","元器件","强达电路","20241031"
"301629.SZ","301629","半导体","矽电股份","20250324"
"301631.SZ","301631","元器件","壹连科技","20241122"
"301633.SZ","301633","专用机械","港迪技术","20241107"
"301636.SZ","301636","电气设备","泽润新能","20250516"
"301658.SZ","301658","电气设备","首航新能","20250402"
"301662.SZ","301662","专用机械","宏工科技","20250417"
"301665.SZ","301665","农药化肥","泰禾股份","20250411"
"301678.SZ","301678","半导体","N新恒汇","20250620"
"302132.SZ","302132","电器仪表","中航成飞","20100827"
"430017.BJ","430017","化学制药","星昊医药","20230531"
"430047.BJ","430047","生物制药","诺思兰德","20201124"
"430090.BJ","430090","IT设备","同辉信息","20210809"
"430139.BJ","430139","半导体","华岭股份","20221028"
"430198.BJ","430198","IT设备","微创光电","20200727"
"430300.BJ","430300","医疗保健","辰光医疗","20221207"
"430418.BJ","430418","汽车配件","苏轴股份","20200727"
"430425.BJ","430425","专用机械","乐创技术","20230130"
"430476.BJ","430476","电器仪表","海能技术","20221014"
"430478.BJ","430478","化学制药","峆一药业","20230223"
"430510.BJ","430510","机械基件","丰光精密","20201228"
"430556.BJ","430556","电器仪表","雅达股份","20230317"
"430564.BJ","430564","软件服务","天润科技","20220617"
"430685.BJ","430685","电器仪表","新芝生物","20221010"
"430718.BJ","430718","家用电器","合肥高科","20221222"
"600000.SH","600000","银行","浦发银行","19991110"
"600004.SH","600004","机场","白云机场","20030428"
"600006.SH","600006","汽车整车","东风股份","19990727"
"600007.SH","600007","园区开发","中国国贸","19990312"
"600008.SH","600008","水务","首创环保","20000427"
"600009.SH","600009","机场","上海机场","19980218"
"600010.SH","600010","普钢","包钢股份","20010309"
"600011.SH","600011","火力发电","华能国际","20011206"
"600012.SH","600012","路桥","皖通高速","20030107"
"600015.SH","600015","银行","华夏银行","20030912"
"600016.SH","600016","银行","民生银行","20001219"
"600017.SH","600017","港口","日照港","20061017"
"600018.SH","600018","港口","上港集团","20061026"
"600019.SH","600019","普钢","宝钢股份","20001212"
"600020.SH","600020","路桥","中原高速","20030808"
"600021.SH","600021","火力发电","上海电力","20031029"
"600022.SH","600022","普钢","山东钢铁","20040629"
"600023.SH","600023","火力发电","浙能电力","20131219"
"600025.SH","600025","水力发电","华能水电","20171215"
"600026.SH","600026","水运","中远海能","20020523"
"600027.SH","600027","火力发电","华电国际","20050203"
"600028.SH","600028","石油加工","中国石化","20010808"
"600029.SH","600029","空运","南方航空","20030725"
"600030.SH","600030","证券","中信证券","20030106"
"600031.SH","600031","工程机械","三一重工","20030703"
"600032.SH","600032","新型电力","浙江新能","20210525"
"600033.SH","600033","路桥","福建高速","20010209"
"600035.SH","600035","路桥","楚天高速","20040310"
"600036.SH","600036","银行","招商银行","20020409"
"600037.SH","600037","影视音像","歌华有线","20010208"
"600038.SH","600038","航空","中直股份","20001218"
"600039.SH","600039","建筑工程","四川路桥","20030325"
"600048.SH","600048","全国地产","保利发展","20060731"
"600050.SH","600050","电信运营","中国联通","20021009"
"600051.SH","600051","综合类","宁波联合","19970410"
"600052.SH","600052","供气供热","东望时代","19970415"
"600053.SH","600053","多元金融","九鼎投资","19970418"
"600054.SH","600054","旅游景点","黄山旅游","19970506"
"600055.SH","600055","医疗保健","万东医疗","19970519"
"600056.SH","600056","医药商业","中国医药","19970515"
"600057.SH","600057","仓储物流","厦门象屿","19970604"
"600058.SH","600058","商贸代理","五矿发展","19970528"
"600059.SH","600059","红黄酒","古越龙山","19970516"
"600060.SH","600060","家用电器","海信视像","19970422"
"600061.SH","600061","证券","国投资本","19970519"
"600062.SH","600062","化学制药","华润双鹤","19970522"
"600063.SH","600063","化纤","皖维高新","19970528"
"600064.SH","600064","园区开发","南京高科","19970506"
"600066.SH","600066","汽车整车","宇通客车","19970508"
"600067.SH","600067","电气设备","冠城新材","19970508"
"600071.SH","600071","元器件","凤凰光学","19970528"
"600072.SH","600072","船舶","中船科技","19970603"
"600073.SH","600073","食品","光明肉业","19970704"
"600075.SH","600075","化工原料","新疆天业","19970617"
"600076.SH","600076","广告包装","康欣新材","19970526"
"600078.SH","600078","化工原料","澄星股份","19970627"
"600079.SH","600079","化学制药","人福医药","19970606"
"600080.SH","600080","中成药","金花股份","19970612"
"600081.SH","600081","汽车配件","东风科技","19970703"
"600082.SH","600082","园区开发","海泰发展","19970620"
"600084.SH","600084","红黄酒","中信尼雅","19970711"
"600085.SH","600085","中成药","同仁堂","19970625"
"600088.SH","600088","影视音像","中视传媒","19970616"
"600089.SH","600089","电气设备","特变电工","19970618"
"600094.SH","600094","区域地产","大名城","19970703"
"600095.SH","600095","证券","湘财股份","19970708"
"600096.SH","600096","农药化肥","云天化","19970709"
"600097.SH","600097","渔业","开创国际","19970619"
"600098.SH","600098","火力发电","广州发展","19970718"
"600099.SH","600099","汽车整车","林海股份","19970704"
"600100.SH","600100","IT设备","同方股份","19970627"
"600101.SH","600101","水力发电","明星电力","19970627"
"600103.SH","600103","造纸","青山纸业","19970703"
"600104.SH","600104","汽车整车","上汽集团","19971125"
"600105.SH","600105","通信设备","永鼎股份","19970929"
"600106.SH","600106","路桥","重庆路桥","19970618"
"600107.SH","600107","服饰","ST尔雅","19971106"
"600108.SH","600108","种植业","亚盛集团","19970818"
"600109.SH","600109","证券","国金证券","19970807"
"600110.SH","600110","电气设备","诺德股份","19971007"
"600111.SH","600111","小金属","北方稀土","19970924"
"600113.SH","600113","区域地产","浙江东日","19971021"
"600114.SH","600114","机械基件","东睦股份","20040511"
"600115.SH","600115","空运","中国东航","19971105"
"600116.SH","600116","水力发电","三峡水利","19970804"
"600117.SH","600117","特种钢","西宁特钢","19971015"
"600118.SH","600118","航空","中国卫星","19970908"
"600119.SH","600119","仓储物流","长江投资","19980115"
"600120.SH","600120","多元金融","浙江东方","19971201"
"600121.SH","600121","煤炭开采","郑州煤电","19980107"
"600123.SH","600123","煤炭开采","兰花科创","19981217"
"600125.SH","600125","铁路","铁龙物流","19980511"
"600126.SH","600126","普钢","杭钢股份","19980311"
"600127.SH","600127","农业综合","金健米业","19980506"
"600128.SH","600128","商贸代理","苏豪弘业","19970901"
"600129.SH","600129","中成药","太极集团","19971118"
"600130.SH","600130","元器件","*ST波导","20000706"
"600131.SH","600131","通信设备","国网信通","19980402"
"600132.SH","600132","啤酒","重庆啤酒","19971030"
"600133.SH","600133","建筑工程","东湖高新","19980212"
"600135.SH","600135","塑料","乐凯胶片","19980122"
"600136.SH","600136","影视音像","ST明诚","19980303"
"600137.SH","600137","服饰","浪莎股份","19980416"
