股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
600167.SH,20250704,week,5.65,5.85,5.59,5.72,5.63,5.65,5.85,5.59,5.72,25.18,26.07,24.91,25.49,235337.69,133819.11,0.09,0.02
600167.SH,20250627,week,5.53,5.72,5.43,5.63,5.56,5.53,5.72,5.43,5.63,24.65,25.49,24.2,25.09,226659.85,127600.45,0.07,0.01
600167.SH,20250620,week,5.88,5.94,5.53,5.56,5.94,5.68,5.74,5.53,5.56,25.31,25.57,24.65,24.78,289782.89,165268.77,-0.38,-0.06
600167.SH,20250613,week,5.99,6.02,5.87,5.94,5.96,5.78,5.81,5.67,5.74,25.78,25.91,25.27,25.57,314434.63,186999.53,-0.02,0.0
600167.SH,20250606,week,5.85,6.01,5.8,5.96,5.95,5.65,5.8,5.6,5.76,25.18,25.87,24.96,25.65,164719.07,97392.88,0.01,0.0
600167.SH,20250530,week,5.98,6.09,5.93,5.95,5.99,5.77,5.88,5.73,5.75,25.74,26.21,25.52,25.61,171321.69,102962.1,-0.04,-0.01
600167.SH,20250523,week,6.08,6.18,5.97,5.99,6.05,5.87,5.97,5.77,5.78,26.17,26.6,25.7,25.78,178663.35,108862.17,-0.06,-0.01
600167.SH,20250516,week,6.02,6.23,5.98,6.05,6.02,5.81,6.02,5.77,5.84,25.91,26.81,25.74,26.04,318960.89,194671.66,0.03,0.0
600167.SH,20250509,week,6.0,6.14,5.89,6.02,5.87,5.79,5.93,5.69,5.81,25.82,26.43,25.35,25.91,314046.49,188560.78,0.15,0.03
600167.SH,20250502,week,5.8,6.1,5.7,5.87,5.79,5.6,5.89,5.5,5.67,24.96,26.26,24.53,25.27,222953.72,130349.91,0.08,0.01
600167.SH,20250425,week,5.51,5.81,5.51,5.79,5.54,5.32,5.61,5.32,5.59,23.72,25.01,23.72,24.92,191177.34,108768.42,0.25,0.05
600167.SH,20250418,week,5.59,5.69,5.5,5.54,5.55,5.4,5.49,5.31,5.35,24.06,24.49,23.67,23.84,163639.28,91539.54,-0.01,0.0
600167.SH,20250411,week,5.73,5.77,5.27,5.55,5.86,5.53,5.57,5.09,5.36,24.66,24.83,22.68,23.89,367587.88,201755.49,-0.31,-0.05
600167.SH,20250404,week,5.64,5.9,5.61,5.86,5.67,5.45,5.7,5.42,5.66,24.28,25.39,24.15,25.22,207803.2,120045.64,0.19,0.03
600167.SH,20250328,week,5.79,5.81,5.62,5.67,5.77,5.59,5.61,5.43,5.48,24.92,25.01,24.19,24.4,214246.22,122449.81,-0.1,-0.02
600167.SH,20250321,week,5.74,5.94,5.7,5.77,5.71,5.54,5.74,5.5,5.57,24.71,25.57,24.53,24.83,424678.61,246739.93,0.06,0.01
600167.SH,20250314,week,5.67,5.74,5.61,5.71,5.63,5.48,5.54,5.42,5.51,24.4,24.71,24.15,24.58,335636.3,190261.8,0.08,0.01
600167.SH,20250307,week,5.84,6.07,5.58,5.63,5.92,5.64,5.86,5.39,5.44,25.14,26.13,24.02,24.23,767996.25,442011.84,-0.29,-0.05
600167.SH,20250228,week,5.45,6.5,5.3,5.92,5.42,5.26,6.28,5.12,5.72,23.46,27.98,22.81,25.48,1086488.23,647192.55,0.5,0.09
600167.SH,20250221,week,5.55,5.59,5.37,5.42,5.52,5.36,5.4,5.19,5.23,23.89,24.06,23.11,23.33,141781.01,77308.51,-0.1,-0.02
600167.SH,20250214,week,5.59,5.64,5.47,5.52,5.59,5.4,5.45,5.28,5.33,24.06,24.28,23.54,23.76,122382.6,67911.09,-0.07,-0.01
600167.SH,20250207,week,5.62,5.62,5.51,5.59,5.55,5.43,5.43,5.32,5.4,24.19,24.19,23.72,24.06,86263.61,47928.83,0.04,0.01
600167.SH,20250131,week,5.5,5.63,5.47,5.55,5.47,5.31,5.44,5.28,5.36,23.67,24.23,23.54,23.89,39196.24,21839.18,0.08,0.01
600167.SH,20250124,week,5.42,5.63,5.41,5.47,5.41,5.23,5.44,5.22,5.28,23.33,24.23,23.29,23.54,134584.08,74097.76,0.06,0.01
600167.SH,20250117,week,5.28,5.45,5.22,5.41,5.3,5.1,5.26,5.04,5.22,22.73,23.46,22.47,23.29,116180.57,62341.15,0.11,0.02
600167.SH,20250110,week,5.46,5.54,5.3,5.3,5.48,5.27,5.35,5.12,5.12,23.5,23.84,22.81,22.81,122761.43,66620.92,-0.18,-0.03
600167.SH,20250103,week,5.9,5.9,5.48,5.48,5.89,5.7,5.7,5.29,5.29,25.39,25.39,23.59,23.59,130394.5,74152.54,-0.41,-0.07
600167.SH,20241227,week,6.05,6.1,5.77,5.89,6.07,5.72,5.77,5.57,5.69,25.51,25.72,24.83,25.35,141051.04,84242.55,-0.18,-0.03
600167.SH,20241220,week,6.15,6.27,5.95,6.07,6.14,5.82,5.93,5.63,5.74,25.94,26.44,25.09,25.6,207062.22,126708.2,-0.07,-0.01
600167.SH,20241213,week,6.22,6.3,6.13,6.14,6.21,5.89,5.96,5.8,5.81,26.23,26.57,25.85,25.89,273127.82,169598.62,-0.07,-0.01
600167.SH,20241206,week,6.39,6.59,6.15,6.21,6.47,6.05,6.24,5.82,5.88,26.95,27.79,25.94,26.19,590488.16,372761.59,-0.26,-0.04
600167.SH,20241129,week,6.2,6.49,6.01,6.47,6.12,5.87,6.14,5.69,6.12,26.15,27.37,25.34,27.28,523731.79,327007.45,0.35,0.06
600167.SH,20241122,week,5.91,6.17,5.91,6.12,5.91,5.59,5.84,5.59,5.79,24.92,26.02,24.92,25.81,268553.22,162447.61,0.21,0.04
600167.SH,20241115,week,6.09,6.18,5.88,5.91,6.09,5.76,5.85,5.56,5.59,25.68,26.06,24.8,24.92,224539.29,135773.17,-0.18,-0.03
600167.SH,20241108,week,5.88,6.19,5.85,6.09,5.87,5.56,5.86,5.54,5.76,24.8,26.1,24.67,25.68,309831.91,186311.02,0.22,0.04
600167.SH,20241101,week,5.94,6.12,5.8,5.87,5.94,5.62,5.79,5.49,5.55,25.05,25.81,24.46,24.75,247579.7,147690.99,-0.07,-0.01
600167.SH,20241025,week,5.73,5.97,5.66,5.94,5.72,5.42,5.65,5.36,5.62,24.16,25.18,23.87,25.05,256605.64,150228.21,0.22,0.04
600167.SH,20241018,week,5.71,5.81,5.57,5.72,5.69,5.4,5.5,5.27,5.41,24.08,24.5,23.49,24.12,261821.33,149017.56,0.03,0.01
600167.SH,20241011,week,6.51,6.51,5.58,5.69,5.92,6.16,6.16,5.28,5.38,27.45,27.45,23.53,24.0,442936.48,260835.93,-0.23,-0.04
600167.SH,20241004,week,5.62,5.99,5.62,5.92,5.55,5.32,5.67,5.32,5.6,23.7,25.26,23.7,24.97,146737.98,85695.05,0.37,0.07
600167.SH,20240927,week,5.17,5.55,5.15,5.55,5.17,4.89,5.25,4.87,5.25,21.8,23.4,21.72,23.4,194701.4,103789.72,0.38,0.07
600167.SH,20240920,week,5.08,5.2,5.04,5.17,5.08,4.81,4.92,4.77,4.89,21.42,21.93,21.25,21.8,93297.01,47857.44,0.09,0.02
600167.SH,20240913,week,5.03,5.13,4.95,5.08,5.06,4.76,4.85,4.68,4.81,21.21,21.63,20.87,21.42,320050.38,161101.1,0.02,0.0
600167.SH,20240906,week,5.2,5.31,5.01,5.06,5.32,4.92,5.02,4.74,4.79,21.93,22.39,21.13,21.34,325425.56,167179.05,-0.26,-0.05
600167.SH,20240830,week,5.46,5.62,5.31,5.32,5.47,5.17,5.32,5.02,5.03,23.03,23.7,22.39,22.43,171422.36,93367.81,-0.15,-0.03
600167.SH,20240823,week,5.75,5.79,5.43,5.47,5.74,5.44,5.48,5.14,5.18,24.25,24.42,22.9,23.07,176910.42,99068.5,-0.27,-0.05
600167.SH,20240816,week,5.65,5.77,5.63,5.74,5.62,5.35,5.46,5.33,5.43,23.83,24.33,23.74,24.21,160664.79,91774.0,0.12,0.02
600167.SH,20240809,week,5.38,5.73,5.35,5.62,5.45,5.09,5.42,5.06,5.32,22.69,24.16,22.56,23.7,229900.61,128044.02,0.17,0.03
600167.SH,20240802,week,5.34,5.52,5.25,5.45,5.33,5.05,5.22,4.97,5.16,22.52,23.28,22.14,22.98,202522.7,109230.83,0.12,0.02
600167.SH,20240726,week,5.22,5.33,4.97,5.33,5.24,4.75,5.04,4.7,5.04,21.18,22.48,20.96,22.48,276968.37,143148.26,0.09,0.02
600167.SH,20240719,week,5.32,5.35,5.11,5.24,5.31,4.84,4.87,4.65,4.77,21.59,21.71,20.74,21.26,217872.13,113643.28,-0.07,-0.01
600167.SH,20240712,week,5.27,5.34,5.05,5.31,5.29,4.8,4.86,4.6,4.83,21.39,21.67,20.49,21.55,326859.17,169924.63,0.02,0.0
600167.SH,20240705,week,5.21,5.4,5.18,5.29,5.21,4.74,4.92,4.72,4.82,21.14,21.91,21.02,21.47,384186.63,203724.87,0.08,0.02
600167.SH,20240628,week,5.18,5.27,5.03,5.21,5.22,4.72,4.8,4.58,4.74,21.02,21.39,20.41,21.14,477591.83,245830.49,-0.01,0.0
600167.SH,20240621,week,5.44,5.5,5.07,5.22,5.49,4.95,5.01,4.62,4.75,22.08,22.32,20.57,21.18,566365.09,297139.19,-0.27,-0.05
600167.SH,20240614,week,5.77,5.82,5.48,5.49,5.77,5.25,5.3,4.99,5.0,23.41,23.62,22.24,22.28,396372.27,220573.58,-0.28,-0.05
600167.SH,20240607,week,6.03,6.05,5.49,5.77,6.03,5.49,5.51,5.0,5.25,24.47,24.55,22.28,23.41,510664.61,292476.36,-0.26,-0.04
600167.SH,20240531,week,6.17,6.25,5.98,6.03,6.17,5.62,5.69,5.44,5.49,25.04,25.36,24.27,24.47,533819.04,326164.17,-0.14,-0.02
600167.SH,20240524,week,6.31,6.38,6.02,6.17,6.27,5.75,5.81,5.48,5.62,25.61,25.89,24.43,25.04,430324.74,268023.99,-0.1,-0.02
600167.SH,20240517,week,6.38,6.44,6.17,6.27,6.43,5.81,5.86,5.62,5.71,25.89,26.13,25.04,25.44,645877.9,407406.54,-0.16,-0.02
600167.SH,20240510,week,5.95,6.45,5.92,6.43,5.89,5.42,5.87,5.39,5.85,24.15,26.17,24.02,26.09,668851.07,415420.04,0.54,0.09
600167.SH,20240503,week,6.0,6.02,5.6,5.89,6.02,5.46,5.48,5.1,5.36,24.35,24.43,22.72,23.9,263264.12,154545.38,-0.13,-0.02
600167.SH,20240426,week,5.99,6.12,5.85,6.02,6.0,5.45,5.57,5.33,5.48,24.31,24.83,23.74,24.43,311047.63,184978.46,0.02,0.0
600167.SH,20240419,week,5.96,6.2,5.88,6.0,5.97,5.43,5.64,5.35,5.46,24.19,25.16,23.86,24.35,520089.56,313816.47,0.03,0.01
600167.SH,20240412,week,5.74,6.11,5.69,5.97,5.73,5.23,5.56,5.18,5.44,23.29,24.79,23.09,24.23,535501.19,317147.64,0.24,0.04
600167.SH,20240405,week,5.72,5.84,5.68,5.73,5.69,5.21,5.32,5.17,5.22,23.21,23.7,23.05,23.25,165639.18,95243.43,0.04,0.01
600167.SH,20240329,week,5.64,5.76,5.5,5.69,5.67,5.14,5.24,5.01,5.18,22.89,23.37,22.32,23.09,254629.84,143101.36,0.02,0.0
600167.SH,20240322,week,5.94,6.0,5.66,5.67,5.91,5.41,5.46,5.15,5.16,24.1,24.35,22.97,23.01,304059.58,177658.7,-0.24,-0.04
600167.SH,20240315,week,5.81,5.99,5.69,5.91,5.79,5.29,5.45,5.18,5.38,23.58,24.31,23.09,23.98,408725.82,238832.64,0.12,0.02
600167.SH,20240308,week,5.86,5.88,5.56,5.79,5.9,5.34,5.35,5.06,5.27,23.78,23.86,22.56,23.5,518882.5,296011.98,-0.11,-0.02
600167.SH,20240301,week,5.81,6.18,5.67,5.9,5.81,5.29,5.63,5.16,5.37,23.58,25.08,23.01,23.94,657683.37,386947.82,0.09,0.02
