股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
603190.SH,20250704,week,22.86,23.66,22.76,23.49,22.84,22.86,23.66,22.76,23.49,23.54,24.36,23.44,24.19,82239.4,191313.29,0.65,0.03
603190.SH,20250627,week,20.99,23.8,20.99,22.84,21.2,20.99,23.8,20.99,22.84,21.61,24.51,21.61,23.52,181077.57,412402.34,1.64,0.08
603190.SH,20250620,week,23.28,23.93,21.2,21.2,23.29,23.28,23.93,21.2,21.2,23.97,24.64,21.83,21.83,309310.39,710021.83,-2.09,-0.09
603190.SH,20250613,week,22.15,24.75,21.83,23.29,22.15,22.15,24.75,21.83,23.29,22.81,25.49,22.48,23.98,387505.13,911246.23,1.14,0.05
603190.SH,20250606,week,22.53,22.74,22.01,22.15,22.5,22.53,22.74,22.01,22.15,23.2,23.42,22.66,22.81,41777.61,93218.27,-0.35,-0.02
603190.SH,20250530,week,23.05,23.26,22.39,22.5,23.17,23.05,23.26,22.39,22.5,23.73,23.95,23.05,23.17,71688.7,163641.85,-0.67,-0.03
603190.SH,20250523,week,22.79,23.88,22.33,23.17,22.68,22.79,23.88,22.33,23.17,23.47,24.59,22.99,23.86,104803.26,242387.86,0.49,0.02
603190.SH,20250516,week,21.63,23.16,21.63,22.68,21.46,21.63,23.16,21.63,22.68,22.27,23.85,22.27,23.35,87444.56,195155.65,1.22,0.06
603190.SH,20250509,week,21.04,22.1,21.04,21.46,20.89,21.04,22.1,21.04,21.46,21.66,22.76,21.66,22.1,50456.4,108796.73,0.57,0.03
603190.SH,20250502,week,20.3,21.09,19.82,20.89,20.4,20.3,21.09,19.82,20.89,20.9,21.72,20.41,21.51,34302.2,70392.74,0.49,0.02
603190.SH,20250425,week,19.85,20.79,19.68,20.4,19.82,19.85,20.79,19.68,20.4,20.44,21.41,20.26,21.01,46551.31,94616.24,0.58,0.03
603190.SH,20250418,week,19.88,20.28,19.3,19.82,19.62,19.88,20.28,19.3,19.82,20.47,20.88,19.87,20.41,48592.0,96458.25,0.2,0.01
603190.SH,20250411,week,21.6,21.6,17.32,19.62,22.35,21.6,21.6,17.32,19.62,22.24,22.24,17.83,20.2,103963.0,199739.75,-2.73,-0.12
603190.SH,20250404,week,22.65,23.58,21.74,22.35,22.66,22.65,23.58,21.74,22.35,23.32,24.28,22.39,23.01,61562.7,138676.61,-0.31,-0.01
603190.SH,20250328,week,23.99,24.08,22.44,22.66,23.96,23.99,24.08,22.44,22.66,24.7,24.8,23.11,23.33,108486.17,252175.94,-1.3,-0.05
603190.SH,20250321,week,23.48,25.08,23.23,23.96,23.56,23.48,25.08,23.23,23.96,24.18,25.82,23.92,24.67,157467.84,377779.31,0.4,0.02
603190.SH,20250314,week,23.36,25.91,23.05,23.56,23.36,23.36,25.91,23.05,23.56,24.05,26.68,23.73,24.26,279146.81,676251.97,0.2,0.01
603190.SH,20250307,week,22.32,24.11,22.03,23.36,22.19,22.32,24.11,22.03,23.36,22.98,24.83,22.68,24.05,103669.11,239505.53,1.17,0.05
603190.SH,20250228,week,22.37,23.58,22.15,22.19,22.53,22.37,23.58,22.15,22.19,23.03,24.28,22.81,22.85,119259.68,274243.55,-0.34,-0.02
