,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,601328.SH,20250620,week,7.68,7.95,7.64,7.94,7.69,7.68,7.95,7.64,7.94,20.44,21.16,20.34,21.14,6663433.06,5190015.31,0.25,0.03
1,601328.SH,20250613,week,7.71,7.8,7.62,7.69,7.69,7.71,7.8,7.62,7.69,20.52,20.76,20.29,20.47,5461526.75,4208362.97,0.0,0.0
2,601328.SH,20250606,week,7.58,7.75,7.57,7.69,7.6,7.58,7.75,7.57,7.69,20.18,20.63,20.15,20.47,3890272.76,2989793.71,0.09,0.01
3,601328.SH,20250530,week,7.66,7.73,7.52,7.6,7.67,7.66,7.73,7.52,7.6,20.39,20.58,20.02,20.23,5035425.9,3831462.53,-0.07,-0.01
4,601328.SH,20250523,week,7.58,7.82,7.57,7.67,7.58,7.58,7.82,7.57,7.67,20.18,20.82,20.15,20.42,5263177.48,4041636.53,0.09,0.01
5,601328.SH,20250516,week,7.52,7.78,7.49,7.58,7.51,7.52,7.78,7.49,7.58,20.02,20.71,19.94,20.18,6731579.61,5142071.69,0.07,0.01
6,601328.SH,20250509,week,7.49,7.55,7.36,7.51,7.47,7.49,7.55,7.36,7.51,19.94,20.1,19.59,19.99,4563673.78,3405158.11,0.04,0.01
7,601328.SH,20250502,week,7.57,7.65,7.4,7.47,7.58,7.57,7.65,7.4,7.47,20.15,20.37,19.7,19.89,3000343.84,2259106.22,-0.11,-0.01
8,601328.SH,20250425,week,7.56,7.7,7.49,7.58,7.57,7.56,7.7,7.49,7.58,20.13,20.5,19.94,20.18,5174119.31,3915809.67,0.01,0.0
9,601328.SH,20250418,week,7.39,7.79,7.38,7.57,7.37,7.2,7.63,7.19,7.57,19.16,20.31,19.14,20.15,8050188.35,6142362.53,0.2,0.03
10,601328.SH,20250411,week,7.41,7.63,7.13,7.37,7.67,7.22,7.43,6.94,7.18,19.21,19.78,18.49,19.11,12431512.53,9098325.52,-0.3,-0.04
11,601328.SH,20250404,week,7.43,7.68,7.31,7.67,7.36,7.24,7.48,7.12,7.47,19.27,19.91,18.95,19.89,6659653.3,4985183.6,0.31,0.04
12,601328.SH,20250328,week,7.25,7.52,7.25,7.36,7.21,7.06,7.32,7.06,7.17,18.8,19.5,18.8,19.08,7407987.3,5489289.51,0.15,0.02
13,601328.SH,20250321,week,7.19,7.33,7.18,7.21,7.17,7.0,7.14,6.99,7.02,18.64,19.01,18.62,18.7,6581985.42,4768916.62,0.04,0.01
14,601328.SH,20250314,week,7.18,7.23,7.06,7.17,7.17,6.99,7.04,6.88,6.98,18.62,18.75,18.31,18.59,6757162.33,4823159.25,0.0,0.0
15,601328.SH,20250307,week,7.23,7.29,7.12,7.17,7.21,7.04,7.1,6.94,6.98,18.75,18.9,18.46,18.59,5850849.38,4213269.74,-0.04,-0.01
16,601328.SH,20250228,week,7.35,7.4,7.15,7.21,7.37,7.16,7.21,6.96,7.02,19.06,19.19,18.54,18.7,6250945.08,4533733.08,-0.16,-0.02
17,601328.SH,20250221,week,7.34,7.48,7.25,7.37,7.34,7.15,7.29,7.06,7.18,19.03,19.4,18.8,19.11,5860784.97,4332632.66,0.03,0.0
18,601328.SH,20250214,week,7.12,7.34,7.1,7.34,7.12,6.94,7.15,6.92,7.15,18.46,19.03,18.41,19.03,6017517.55,4345640.36,0.22,0.03
19,601328.SH,20250207,week,7.3,7.31,7.1,7.12,7.25,7.11,7.12,6.92,6.94,18.93,18.95,18.41,18.46,4159861.26,2976898.26,-0.13,-0.02
20,601328.SH,20250131,week,7.19,7.29,7.18,7.25,7.17,7.0,7.1,6.99,7.06,18.64,18.9,18.62,18.8,1525413.94,1105819.64,0.08,0.01
21,601328.SH,20250124,week,7.31,7.42,7.1,7.17,7.28,6.95,7.07,6.79,6.98,18.49,18.83,18.06,18.59,7787752.03,5664394.27,-0.11,-0.02
22,601328.SH,20250117,week,7.37,7.58,7.22,7.28,7.4,7.0,7.2,6.86,6.92,18.65,19.18,18.27,18.42,6948605.37,5123122.31,-0.12,-0.02
23,601328.SH,20250110,week,7.49,7.58,7.28,7.4,7.43,7.12,7.2,6.92,7.03,18.95,19.18,18.42,18.72,7254637.86,5388903.77,-0.03,0.0
24,601328.SH,20250103,week,7.68,7.89,7.41,7.43,7.71,7.3,7.5,7.04,7.06,19.43,19.96,18.75,18.8,6651785.67,5105143.49,-0.28,-0.04
25,601328.SH,20241227,week,7.52,7.86,7.5,7.71,7.5,7.15,7.47,7.13,7.33,19.02,19.89,18.97,19.51,7627158.72,5857957.24,0.21,0.03
26,601328.SH,20241220,week,7.3,7.6,7.3,7.5,7.31,6.94,7.22,6.94,7.13,18.47,19.23,18.47,18.97,8661430.21,6472640.5,0.19,0.03
