,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,002239.SZ,20250620,week,2.82,2.86,2.78,2.78,2.83,2.82,2.86,2.78,2.78,25.72,26.08,25.35,25.35,1728602.97,487230.92,-0.05,-0.02
1,002239.SZ,20250613,week,2.91,2.94,2.82,2.83,2.9,2.91,2.94,2.82,2.83,26.54,26.81,25.72,25.81,2190730.31,633545.45,-0.07,-0.02
2,002239.SZ,20250606,week,2.89,2.93,2.87,2.9,2.9,2.89,2.93,2.87,2.9,26.36,26.72,26.17,26.45,1371132.6,397724.71,0.0,0.0
3,002239.SZ,20250530,week,2.93,3.03,2.9,2.9,2.94,2.93,3.03,2.9,2.9,26.72,27.63,26.45,26.45,2847011.26,839363.94,-0.04,-0.01
4,002239.SZ,20250523,week,2.98,3.13,2.93,2.94,2.98,2.98,3.13,2.93,2.94,27.18,28.54,26.72,26.81,4658058.37,1416513.14,-0.04,-0.01
5,002239.SZ,20250516,week,2.99,3.03,2.91,2.98,2.96,2.99,3.03,2.91,2.98,27.27,27.63,26.54,27.18,3166981.79,939973.85,0.02,0.01
6,002239.SZ,20250509,week,2.89,3.0,2.87,2.96,2.85,2.89,3.0,2.87,2.96,26.36,27.36,26.17,26.99,2184720.15,643177.49,0.11,0.04
7,002239.SZ,20250502,week,2.86,2.86,2.79,2.85,2.86,2.86,2.86,2.79,2.85,26.08,26.08,25.44,25.99,1115139.48,315708.62,-0.01,0.0
8,002239.SZ,20250425,week,2.79,2.88,2.77,2.86,2.78,2.79,2.88,2.77,2.86,25.44,26.26,25.26,26.08,2277731.83,645835.8,0.08,0.03
9,002239.SZ,20250418,week,2.74,3.05,2.73,2.78,2.69,2.74,3.05,2.73,2.78,24.99,27.82,24.9,25.35,3545770.38,1002752.47,0.09,0.03
10,002239.SZ,20250411,week,2.79,2.8,2.36,2.69,2.95,2.79,2.8,2.36,2.69,25.44,25.54,21.52,24.53,4113750.4,1087154.11,-0.26,-0.09
11,002239.SZ,20250404,week,3.05,3.05,2.94,2.95,3.08,3.05,3.05,2.94,2.95,27.82,27.82,26.81,26.9,2370768.48,707236.76,-0.13,-0.04
12,002239.SZ,20250328,week,3.2,3.23,3.08,3.08,3.21,3.2,3.23,3.08,3.08,29.18,29.46,28.09,28.09,3715387.98,1163608.21,-0.13,-0.04
13,002239.SZ,20250321,week,3.16,3.39,3.14,3.21,3.14,3.16,3.39,3.14,3.21,28.82,30.92,28.64,29.27,6855881.62,2232041.41,0.07,0.02
14,002239.SZ,20250314,week,3.14,3.19,3.06,3.14,3.14,3.14,3.19,3.06,3.14,28.64,29.09,27.91,28.64,4417827.01,1382925.21,0.0,0.0
15,002239.SZ,20250307,week,3.16,3.22,3.05,3.14,3.19,3.16,3.22,3.05,3.14,28.82,29.37,27.82,28.64,5488760.93,1728628.23,-0.05,-0.02
16,002239.SZ,20250228,week,3.16,3.53,3.13,3.19,3.16,3.16,3.53,3.13,3.19,28.82,32.19,28.54,29.09,8421748.41,2739442.47,0.03,0.01
17,002239.SZ,20250221,week,3.15,3.18,3.05,3.16,3.15,3.15,3.18,3.05,3.16,28.73,29.0,27.82,28.82,4077043.66,1275524.7,0.01,0.0
18,002239.SZ,20250214,week,3.23,3.24,3.12,3.15,3.22,3.23,3.24,3.12,3.15,29.46,29.55,28.45,28.73,4158261.85,1321269.34,-0.07,-0.02
19,002239.SZ,20250207,week,3.01,3.24,2.99,3.22,2.97,3.01,3.24,2.99,3.22,27.45,29.55,27.27,29.37,3257763.42,1020332.25,0.25,0.08
20,002239.SZ,20250131,week,3.04,3.07,2.97,2.97,3.03,3.04,3.07,2.97,2.97,27.72,28.0,27.09,27.09,644443.0,193998.85,-0.06,-0.02
21,002239.SZ,20250124,week,3.02,3.1,2.99,3.03,2.99,3.02,3.1,2.99,3.03,27.54,28.27,27.27,27.63,3607579.92,1097530.49,0.04,0.01
