,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,001227.SZ,20250620,week,2.47,2.52,2.44,2.5,2.47,2.47,2.52,2.44,2.5,2.81,2.86,2.77,2.84,4149069.61,1031924.76,0.03,0.01
1,001227.SZ,20250613,week,2.46,2.53,2.43,2.47,2.45,2.46,2.53,2.43,2.47,2.79,2.87,2.76,2.81,4828285.47,1196294.89,0.02,0.01
2,001227.SZ,20250606,week,2.41,2.54,2.4,2.45,2.41,2.41,2.54,2.4,2.45,2.74,2.89,2.73,2.78,4449761.32,1096887.41,0.04,0.02
3,001227.SZ,20250530,week,2.37,2.42,2.35,2.41,2.38,2.37,2.42,2.35,2.41,2.69,2.75,2.67,2.74,2750500.51,656268.3,0.03,0.01
4,001227.SZ,20250523,week,2.37,2.44,2.36,2.38,2.36,2.37,2.44,2.36,2.38,2.69,2.77,2.68,2.7,3335732.0,798811.27,0.02,0.01
5,001227.SZ,20250516,week,2.34,2.43,2.32,2.36,2.34,2.34,2.43,2.32,2.36,2.66,2.76,2.64,2.68,3871313.9,918468.24,0.02,0.01
6,001227.SZ,20250509,week,2.28,2.35,2.27,2.34,2.27,2.28,2.35,2.27,2.34,2.59,2.67,2.58,2.66,1767626.75,408628.92,0.07,0.03
7,001227.SZ,20250502,week,2.31,2.34,2.27,2.27,2.31,2.31,2.34,2.27,2.27,2.62,2.66,2.58,2.58,1681686.65,387990.48,-0.04,-0.02
8,001227.SZ,20250425,week,2.26,2.31,2.26,2.31,2.26,2.26,2.31,2.26,2.31,2.57,2.62,2.57,2.62,2145472.71,489570.87,0.05,0.02
9,001227.SZ,20250418,week,2.25,2.28,2.24,2.26,2.24,2.25,2.28,2.24,2.26,2.56,2.59,2.54,2.57,2058068.14,464705.6,0.02,0.01
10,001227.SZ,20250411,week,2.33,2.33,2.14,2.24,2.37,2.33,2.33,2.14,2.24,2.65,2.65,2.43,2.54,3865081.98,865225.67,-0.13,-0.05
11,001227.SZ,20250404,week,2.33,2.38,2.31,2.37,2.32,2.33,2.38,2.31,2.37,2.65,2.7,2.62,2.69,2647613.6,619854.55,0.05,0.02
12,001227.SZ,20250328,week,2.34,2.37,2.32,2.32,2.34,2.34,2.37,2.32,2.32,2.66,2.69,2.64,2.64,2627536.43,616090.47,-0.02,-0.01
13,001227.SZ,20250321,week,2.34,2.37,2.33,2.34,2.34,2.34,2.37,2.33,2.34,2.66,2.69,2.65,2.66,2380846.76,559723.21,0.0,0.0
14,001227.SZ,20250314,week,2.32,2.34,2.29,2.34,2.33,2.32,2.34,2.29,2.34,2.64,2.66,2.6,2.66,2246043.39,519983.72,0.01,0.0
15,001227.SZ,20250307,week,2.33,2.35,2.31,2.33,2.33,2.33,2.35,2.31,2.33,2.65,2.67,2.62,2.65,1946765.82,453223.06,0.0,0.0
16,001227.SZ,20250228,week,2.34,2.37,2.31,2.33,2.34,2.34,2.37,2.31,2.33,2.66,2.69,2.62,2.65,2834752.89,663605.76,-0.01,0.0
17,001227.SZ,20250221,week,2.37,2.41,2.32,2.34,2.37,2.37,2.41,2.32,2.34,2.69,2.74,2.64,2.66,2674830.63,632598.04,-0.03,-0.01
18,001227.SZ,20250214,week,2.39,2.41,2.36,2.37,2.4,2.39,2.41,2.36,2.37,2.72,2.74,2.68,2.69,2448892.74,586132.68,-0.03,-0.01
19,001227.SZ,20250207,week,2.39,2.41,2.35,2.4,2.38,2.39,2.41,2.35,2.4,2.72,2.74,2.67,2.73,1735389.3,412729.87,0.02,0.01
20,001227.SZ,20250131,week,2.36,2.42,2.35,2.38,2.35,2.36,2.42,2.35,2.38,2.68,2.75,2.67,2.7,635651.61,151931.4,0.03,0.01
21,001227.SZ,20250124,week,2.38,2.4,2.32,2.35,2.36,2.33,2.36,2.28,2.35,2.65,2.68,2.59,2.67,2705258.56,639327.64,-0.01,0.0
22,001227.SZ,20250117,week,2.27,2.39,2.25,2.36,2.29,2.22,2.34,2.2,2.31,2.52,2.66,2.5,2.63,2874937.04,671173.29,0.07,0.03
23,001227.SZ,20250110,week,2.36,2.38,2.28,2.29,2.36,2.31,2.33,2.23,2.24,2.63,2.65,2.54,2.55,2658291.49,622784.15,-0.07,-0.03
24,001227.SZ,20250103,week,2.51,2.56,2.36,2.36,2.53,2.46,2.51,2.31,2.31,2.79,2.85,2.63,2.63,3711800.16,916500.36,-0.17,-0.07
25,001227.SZ,20241227,week,2.51,2.55,2.48,2.53,2.51,2.46,2.5,2.43,2.48,2.79,2.84,2.76,2.81,4450275.92,1117244.89,0.02,0.01
