股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
603052.SH,20250704,week,28.12,28.4,27.3,27.56,27.99,28.12,28.4,27.3,27.56,79.24,80.03,76.93,77.67,95923.75,268045.94,-0.43,-0.02
603052.SH,20250627,week,25.94,28.2,25.81,27.99,26.22,25.94,28.2,25.81,27.99,73.1,79.47,72.74,78.88,169120.09,462832.26,1.77,0.07
603052.SH,20250620,week,35.88,39.49,35.88,36.78,36.06,25.58,28.15,25.58,26.22,72.08,79.34,72.08,73.89,133741.25,504129.62,0.72,0.02
603052.SH,20250613,week,36.88,38.37,35.4,36.06,36.78,26.29,27.35,25.24,25.71,74.09,77.09,71.12,72.44,65297.2,239072.16,-0.72,-0.02
603052.SH,20250606,week,36.1,37.0,35.81,36.78,36.5,25.74,26.38,25.53,26.22,72.52,74.33,71.94,73.89,26025.76,95056.35,0.28,0.01
603052.SH,20250530,week,36.25,37.2,35.75,36.5,36.15,25.84,26.52,25.49,26.02,72.83,74.73,71.82,73.33,49904.36,182446.36,0.35,0.01
603052.SH,20250523,week,37.25,37.37,35.73,36.15,37.15,26.56,26.64,25.47,25.77,74.84,75.08,71.78,72.63,37140.8,136212.82,-1.0,-0.03
603052.SH,20250516,week,37.5,38.75,36.5,37.15,37.16,26.73,27.62,26.02,26.48,75.34,77.85,73.33,74.63,62858.8,236335.82,-0.01,0.0
603052.SH,20250509,week,35.18,37.7,34.89,37.16,34.83,25.08,26.88,24.87,26.49,70.68,75.74,70.09,74.65,48535.92,177090.74,2.33,0.07
603052.SH,20250502,week,34.75,34.95,33.25,34.83,34.45,24.77,24.92,23.7,24.83,69.81,70.21,66.8,69.97,27551.8,93975.02,0.38,0.01
603052.SH,20250425,week,32.96,34.75,32.51,34.45,32.96,23.5,24.77,23.18,24.56,66.22,69.81,65.31,69.21,40269.6,136843.23,1.49,0.05
603052.SH,20250418,week,33.3,34.08,31.88,32.96,32.55,23.74,24.3,22.73,23.5,66.9,68.47,64.05,66.22,39565.88,130409.1,0.41,0.01
603052.SH,20250411,week,33.8,33.8,26.4,32.55,36.04,24.1,24.1,18.82,23.2,67.9,67.9,53.04,65.39,77340.88,236693.89,-3.49,-0.1
603052.SH,20250404,week,37.3,37.9,35.47,36.04,37.43,26.59,27.02,25.29,25.69,74.94,76.14,71.26,72.4,58253.0,213178.11,-1.39,-0.04
603052.SH,20250328,week,36.45,39.88,35.12,37.43,36.15,25.98,28.43,25.04,26.68,73.23,80.12,70.56,75.2,158869.4,608755.91,1.28,0.04
603052.SH,20250321,week,38.3,38.7,36.06,36.15,38.2,27.3,27.59,25.71,25.77,76.94,77.75,72.44,72.63,57858.32,216621.21,-2.05,-0.05
603052.SH,20250314,week,38.52,39.56,37.89,38.2,38.51,27.46,28.2,27.01,27.23,77.39,79.48,76.12,76.74,59413.56,229589.22,-0.31,-0.01
603052.SH,20250307,week,37.55,38.94,36.92,38.51,37.51,26.77,27.76,26.32,27.45,75.44,78.23,74.17,77.37,60734.56,231383.27,1.0,0.03
603052.SH,20250228,week,39.72,39.72,37.26,37.51,39.75,28.32,28.32,26.56,26.74,79.8,79.8,74.86,75.36,60694.36,234385.67,-2.24,-0.06
603052.SH,20250221,week,38.65,40.26,38.55,39.75,39.26,27.55,28.7,27.48,28.34,77.65,80.88,77.45,79.86,79409.72,313054.07,0.49,0.01
603052.SH,20250214,week,39.1,41.66,38.1,39.26,39.18,27.87,29.7,27.16,27.99,78.55,83.69,76.54,78.87,127396.44,508467.09,0.08,0.0
603052.SH,20250207,week,38.5,39.8,37.45,39.18,38.6,27.45,28.37,26.7,27.93,77.35,79.96,75.24,78.71,57649.16,223754.73,0.58,0.02
603052.SH,20250131,week,38.72,38.89,37.75,38.6,38.72,27.6,27.72,26.91,27.52,77.79,78.13,75.84,77.55,10820.95,41448.49,-0.12,0.0
603052.SH,20250124,week,36.99,38.8,36.76,38.72,36.98,26.37,27.66,26.21,27.6,74.31,77.95,73.85,77.79,53269.88,202217.4,1.74,0.05
603052.SH,20250117,week,35.8,37.5,34.82,36.98,36.46,25.52,26.73,24.82,26.36,71.92,75.34,69.95,74.29,50489.64,183679.11,0.52,0.01
603052.SH,20250110,week,33.31,36.65,32.1,36.46,33.5,23.75,26.13,22.88,25.99,66.92,73.63,64.49,73.25,64966.3,227681.15,2.96,0.09
603052.SH,20250103,week,36.9,37.0,33.05,33.5,36.97,26.31,26.38,23.56,23.88,74.13,74.33,66.4,67.3,38119.56,134404.23,-3.47,-0.09
603052.SH,20241227,week,37.7,37.96,36.13,36.97,37.8,26.88,27.06,25.76,26.36,75.74,76.26,72.59,74.27,43453.16,160307.96,-0.83,-0.02
