股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
000839.SZ,20250704,week,2.67,2.73,2.64,2.67,2.66,2.67,2.73,2.64,2.67,60.37,61.73,59.69,60.37,712739.7,190215.92,0.01,0.0
000839.SZ,20250627,week,2.54,2.69,2.53,2.66,2.56,2.54,2.69,2.53,2.66,57.43,60.82,57.21,60.15,1120286.68,294612.9,0.1,0.04
000839.SZ,20250620,week,2.6,2.63,2.54,2.56,2.62,2.6,2.63,2.54,2.56,58.79,59.47,57.43,57.88,962041.77,249286.95,-0.06,-0.02
000839.SZ,20250613,week,2.71,2.78,2.62,2.62,2.71,2.71,2.78,2.62,2.62,61.28,62.86,59.24,59.24,1306659.57,352087.14,-0.09,-0.03
000839.SZ,20250606,week,2.65,2.73,2.61,2.71,2.67,2.65,2.73,2.61,2.71,59.92,61.73,59.01,61.28,1122021.37,300181.4,0.04,0.01
000839.SZ,20250530,week,2.66,2.73,2.64,2.67,2.67,2.66,2.73,2.64,2.67,60.15,61.73,59.69,60.37,1474181.19,396439.68,0.0,0.0
000839.SZ,20250523,week,2.64,2.88,2.62,2.67,2.63,2.64,2.88,2.62,2.67,59.69,65.12,59.24,60.37,2642466.01,727867.14,0.04,0.02
000839.SZ,20250516,week,2.66,2.71,2.61,2.63,2.63,2.66,2.71,2.61,2.63,60.15,61.28,59.01,59.47,1372189.15,364015.54,0.0,0.0
000839.SZ,20250509,week,2.59,2.75,2.58,2.63,2.57,2.59,2.75,2.58,2.63,58.56,62.18,58.34,59.47,1563590.16,419013.93,0.06,0.02
000839.SZ,20250502,week,2.57,2.61,2.48,2.57,2.58,2.57,2.61,2.48,2.57,58.11,59.01,56.08,58.11,826200.51,210373.89,-0.01,0.0
000839.SZ,20250425,week,2.56,2.67,2.53,2.58,2.56,2.56,2.67,2.53,2.58,57.88,60.37,57.21,58.34,1256729.03,326607.93,0.02,0.01
000839.SZ,20250418,week,2.61,2.64,2.52,2.56,2.58,2.61,2.64,2.52,2.56,59.01,59.69,56.98,57.88,1121923.59,288950.44,-0.02,-0.01
000839.SZ,20250411,week,2.69,2.7,2.31,2.58,2.8,2.69,2.7,2.31,2.58,60.82,61.05,52.23,58.34,2488590.57,628359.29,-0.22,-0.08
000839.SZ,20250404,week,2.82,2.83,2.72,2.8,2.88,2.82,2.83,2.72,2.8,63.76,63.99,61.5,63.31,1139754.59,318435.38,-0.08,-0.03
000839.SZ,20250328,week,2.96,2.98,2.86,2.88,2.98,2.96,2.98,2.86,2.88,66.93,67.38,64.67,65.12,1681791.86,489449.85,-0.1,-0.03
000839.SZ,20250321,week,3.07,3.11,2.97,2.98,3.07,3.07,3.11,2.97,2.98,69.42,70.32,67.15,67.38,1603629.83,486929.78,-0.09,-0.03
000839.SZ,20250314,week,3.07,3.14,2.99,3.07,3.07,3.07,3.14,2.99,3.07,69.42,71.0,67.61,69.42,2215456.97,677053.87,0.0,0.0
000839.SZ,20250307,week,3.07,3.16,3.03,3.07,3.06,3.07,3.16,3.03,3.07,69.42,71.45,68.51,69.42,2076948.01,643702.23,0.01,0.0
000839.SZ,20250228,week,3.32,3.38,3.05,3.06,3.31,3.32,3.38,3.05,3.06,75.07,76.43,68.96,69.19,3496053.61,1126058.24,-0.25,-0.08
000839.SZ,20250221,week,3.16,3.45,3.16,3.31,3.08,3.16,3.45,3.16,3.31,71.45,78.01,71.45,74.84,7025020.63,2330835.34,0.23,0.07
000839.SZ,20250214,week,3.08,3.19,3.05,3.08,3.07,3.08,3.19,3.05,3.08,69.64,72.13,68.96,69.64,2684316.59,836295.3,0.01,0.0
000839.SZ,20250207,week,2.91,3.11,2.88,3.07,2.88,2.91,3.11,2.88,3.07,65.8,70.32,65.12,69.42,1895218.97,567809.73,0.19,0.07
000839.SZ,20250131,week,2.91,2.95,2.87,2.88,2.9,2.91,2.95,2.87,2.88,65.8,66.7,64.89,65.12,440344.25,127961.37,-0.02,-0.01
000839.SZ,20250124,week,2.89,2.99,2.79,2.9,2.89,2.89,2.99,2.79,2.9,65.35,67.61,63.08,65.57,2670897.69,770844.06,0.01,0.0
000839.SZ,20250117,week,2.7,3.1,2.64,2.89,2.74,2.7,3.1,2.64,2.89,61.05,70.09,59.69,65.35,3406538.25,990141.17,0.15,0.05
000839.SZ,20250110,week,2.85,2.89,2.73,2.74,2.85,2.85,2.89,2.73,2.74,64.44,65.35,61.73,61.95,2081945.47,584027.18,-0.11,-0.04
000839.SZ,20250103,week,3.21,3.21,2.84,2.85,3.19,3.21,3.21,2.84,2.85,72.58,72.58,64.22,64.44,1857834.95,563753.77,-0.34,-0.11
000839.SZ,20241227,week,3.42,3.45,3.1,3.19,3.46,3.42,3.45,3.1,3.19,77.33,78.01,70.09,72.13,2769986.35,892270.78,-0.27,-0.08
000839.SZ,20241220,week,3.58,3.61,3.37,3.46,3.57,3.58,3.61,3.37,3.46,80.95,81.63,76.2,78.23,2979779.93,1032333.66,-0.11,-0.03
000839.SZ,20241213,week,3.7,3.8,3.55,3.57,3.69,3.7,3.8,3.55,3.57,83.66,85.92,80.27,80.72,5412272.56,1984473.27,-0.12,-0.03
000839.SZ,20241206,week,3.5,3.75,3.48,3.69,3.51,3.5,3.75,3.48,3.69,79.14,84.79,78.69,83.43,5031712.54,1828240.64,0.18,0.05
000839.SZ,20241129,week,3.31,3.63,3.23,3.51,3.32,3.31,3.63,3.23,3.51,74.84,82.08,73.03,79.36,4637647.97,1583449.83,0.19,0.06
000839.SZ,20241122,week,3.48,3.59,3.2,3.32,3.47,3.48,3.59,3.2,3.32,78.69,81.17,72.36,75.07,5429850.01,1845947.4,-0.15,-0.04
000839.SZ,20241115,week,3.9,4.25,3.46,3.47,3.95,3.9,4.25,3.46,3.47,88.18,96.1,78.23,78.46,9833017.15,3802117.19,-0.48,-0.12
000839.SZ,20241108,week,3.35,3.95,3.33,3.95,3.44,3.35,3.95,3.33,3.95,75.75,89.31,75.29,89.31,9953129.81,3604393.74,0.51,0.15
000839.SZ,20241101,week,3.15,3.79,3.15,3.44,3.15,3.15,3.79,3.15,3.44,71.22,85.7,71.22,77.78,15460419.79,5420936.3,0.29,0.09
000839.SZ,20241025,week,2.6,3.25,2.57,3.15,2.57,2.6,3.25,2.57,3.15,58.79,73.49,58.11,71.22,7172132.65,2107636.01,0.58,0.23
000839.SZ,20241018,week,2.6,2.64,2.49,2.57,2.58,2.6,2.64,2.49,2.57,58.79,59.69,56.3,58.11,2625551.4,671285.98,-0.01,0.0
000839.SZ,20241011,week,3.07,3.07,2.53,2.58,2.79,3.07,3.07,2.53,2.58,69.42,69.42,57.21,58.34,4872308.83,1362433.46,-0.21,-0.08
000839.SZ,20241004,week,2.69,2.84,2.63,2.79,2.6,2.69,2.84,2.63,2.79,60.82,64.22,59.47,63.08,1419039.54,388308.63,0.19,0.07
000839.SZ,20240927,week,2.36,2.64,2.31,2.6,2.36,2.36,2.64,2.31,2.6,53.36,59.69,52.23,58.79,5007824.46,1258469.22,0.24,0.1
000839.SZ,20240920,week,2.28,2.39,2.21,2.36,2.29,2.28,2.39,2.21,2.36,51.55,54.04,49.97,53.36,1010244.79,233123.4,0.07,0.03
000839.SZ,20240913,week,2.22,2.35,2.21,2.29,2.23,2.22,2.35,2.21,2.29,50.2,53.14,49.97,51.78,858325.34,193987.84,0.06,0.03
000839.SZ,20240906,week,2.26,2.41,2.17,2.23,2.27,2.26,2.41,2.17,2.23,51.1,54.49,49.07,50.42,1544348.28,349295.85,-0.04,-0.02
000839.SZ,20240830,week,2.18,2.3,2.16,2.27,2.19,2.18,2.3,2.16,2.27,49.29,52.01,48.84,51.33,933634.19,206799.85,0.08,0.04
000839.SZ,20240823,week,2.3,2.31,2.15,2.19,2.3,2.3,2.31,2.15,2.19,52.01,52.23,48.61,49.52,824427.02,182595.3,-0.11,-0.05
000839.SZ,20240816,week,2.35,2.38,2.26,2.3,2.36,2.35,2.38,2.26,2.3,53.14,53.81,51.1,52.01,985369.1,228374.58,-0.06,-0.03
000839.SZ,20240809,week,2.45,2.48,2.35,2.36,2.46,2.45,2.48,2.35,2.36,55.4,56.08,53.14,53.36,874428.5,209747.32,-0.1,-0.04
000839.SZ,20240802,week,2.42,2.55,2.34,2.46,2.42,2.42,2.55,2.34,2.46,54.72,57.66,52.91,55.62,1185411.19,290198.09,0.04,0.02
000839.SZ,20240726,week,2.46,2.5,2.33,2.42,2.46,2.46,2.5,2.33,2.42,55.62,56.53,52.68,54.72,979562.93,235725.73,-0.04,-0.02
000839.SZ,20240719,week,2.5,2.58,2.41,2.46,2.53,2.5,2.58,2.41,2.46,56.53,58.34,54.49,55.62,900801.46,224156.71,-0.07,-0.03
000839.SZ,20240712,week,2.56,2.61,2.41,2.53,2.58,2.56,2.61,2.41,2.53,57.88,59.01,54.49,57.21,1821455.78,455438.4,-0.05,-0.02
000839.SZ,20240705,week,2.8,2.81,2.53,2.58,2.79,2.8,2.81,2.53,2.58,63.31,63.54,57.21,58.34,1677943.77,448955.17,-0.21,-0.08
000839.SZ,20240628,week,2.73,2.89,2.68,2.79,2.75,2.73,2.89,2.68,2.79,61.73,65.35,60.6,63.08,2135533.35,595336.55,0.04,0.01
000839.SZ,20240621,week,2.76,3.05,2.69,2.75,2.77,2.76,3.05,2.69,2.75,62.41,68.96,60.82,62.18,5342849.73,1534591.59,-0.02,-0.01
000839.SZ,20240614,week,2.57,2.9,2.33,2.77,2.36,2.57,2.9,2.33,2.77,58.11,65.57,52.68,62.63,3335555.75,864205.67,0.41,0.17
000839.SZ,20240607,week,2.54,2.56,2.34,2.36,2.58,2.54,2.56,2.34,2.36,57.43,57.88,52.91,53.36,1204037.38,292941.56,-0.22,-0.09
000839.SZ,20240531,week,2.53,2.58,2.4,2.58,2.56,2.53,2.58,2.4,2.58,57.21,58.34,54.27,58.34,1571714.99,392095.13,0.02,0.01
