,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,001236.SZ,20250620,week,10.01,11.79,9.46,9.55,10.0,10.01,11.79,9.46,9.55,10.03,11.81,9.48,9.57,2724766.44,2949628.18,-0.45,-0.05
1,001236.SZ,20250613,week,10.13,11.04,9.9,10.0,10.02,10.13,11.04,9.9,10.0,10.15,11.06,9.92,10.02,2653576.66,2788393.36,-0.02,0.0
2,001236.SZ,20250606,week,9.26,10.83,9.22,10.02,9.29,9.26,10.83,9.22,10.02,9.28,10.85,9.24,10.04,1997114.18,2031034.64,0.73,0.08
3,001236.SZ,20250530,week,9.19,9.53,9.04,9.29,9.16,9.19,9.53,9.04,9.29,9.21,9.55,9.06,9.31,551909.21,512407.46,0.13,0.01
4,001236.SZ,20250523,week,9.61,9.84,9.14,9.16,9.6,9.61,9.84,9.14,9.16,9.63,9.86,9.16,9.18,868337.58,831023.15,-0.44,-0.05
5,001236.SZ,20250516,week,8.98,10.22,8.91,9.6,8.93,8.98,10.22,8.91,9.6,9.0,10.24,8.93,9.62,2583350.01,2486980.46,0.67,0.08
6,001236.SZ,20250509,week,8.24,9.55,8.24,8.93,8.2,8.24,9.55,8.24,8.93,8.26,9.57,8.26,8.95,1122466.97,1021113.48,0.73,0.09
7,001236.SZ,20250502,week,8.42,8.49,8.11,8.2,8.41,8.42,8.49,8.11,8.2,8.44,8.51,8.13,8.22,245011.6,201588.45,-0.21,-0.02
8,001236.SZ,20250425,week,8.3,8.94,8.26,8.41,8.37,8.3,8.94,8.26,8.41,8.32,8.96,8.28,8.43,671621.78,577281.34,0.04,0.0
9,001236.SZ,20250418,week,8.35,8.83,8.21,8.37,8.27,8.35,8.83,8.21,8.37,8.37,8.85,8.23,8.39,785401.02,668281.41,0.1,0.01
10,001236.SZ,20250411,week,9.12,9.52,7.37,8.27,9.99,9.12,9.52,7.37,8.27,9.14,9.54,7.38,8.29,1146167.99,959335.79,-1.72,-0.17
11,001236.SZ,20250404,week,9.83,10.55,9.6,9.99,10.03,9.83,10.55,9.6,9.99,9.85,10.57,9.62,10.01,1494686.53,1497843.17,-0.04,0.0
12,001236.SZ,20250328,week,9.35,10.17,9.11,10.03,9.37,9.35,10.17,9.11,10.03,9.37,10.19,9.13,10.05,927163.0,895625.24,0.66,0.07
13,001236.SZ,20250321,week,9.5,9.71,9.32,9.37,9.59,9.5,9.71,9.32,9.37,9.52,9.73,9.34,9.39,528712.0,505247.29,-0.22,-0.02
14,001236.SZ,20250314,week,9.19,9.85,9.06,9.59,9.2,9.19,9.85,9.06,9.59,9.21,9.87,9.08,9.61,613143.51,577048.89,0.39,0.04
15,001236.SZ,20250307,week,9.09,9.57,9.06,9.2,9.09,9.09,9.57,9.06,9.2,9.11,9.59,9.08,9.22,512562.95,477198.71,0.11,0.01
16,001236.SZ,20250228,week,9.54,9.63,9.08,9.09,9.6,9.54,9.63,9.08,9.09,9.56,9.65,9.1,9.11,581529.5,547429.63,-0.51,-0.05
17,001236.SZ,20250221,week,9.91,10.06,9.33,9.6,9.89,9.91,10.06,9.33,9.6,9.93,10.08,9.35,9.62,530423.52,510727.13,-0.29,-0.03
18,001236.SZ,20250214,week,9.87,10.19,9.8,9.89,9.87,9.87,10.19,9.8,9.89,9.89,10.21,9.82,9.91,606824.12,604189.44,0.02,0.0
19,001236.SZ,20250207,week,9.55,10.08,9.34,9.87,9.45,9.55,10.08,9.34,9.87,9.57,10.1,9.36,9.89,552079.32,533384.72,0.42,0.04
20,001236.SZ,20250131,week,9.9,10.44,9.45,9.45,9.68,9.9,10.44,9.45,9.45,9.92,10.46,9.47,9.47,221700.99,219262.18,-0.23,-0.02
21,001236.SZ,20250124,week,10.17,10.47,9.65,9.68,10.13,10.17,10.47,9.65,9.68,10.19,10.49,9.67,9.7,1173787.19,1172252.55,-0.45,-0.04
22,001236.SZ,20250117,week,8.58,11.0,8.51,10.13,8.7,8.58,11.0,8.51,10.13,8.6,11.02,8.53,10.15,1284781.6,1276828.19,1.43,0.16
23,001236.SZ,20250110,week,8.95,9.1,8.7,8.7,8.95,8.95,9.1,8.7,8.7,8.97,9.12,8.72,8.72,347656.0,310764.24,-0.25,-0.03
24,001236.SZ,20250103,week,10.11,10.2,8.92,8.95,10.21,10.11,10.2,8.92,8.95,10.13,10.22,8.94,8.97,326597.99,313115.01,-1.26,-0.12
25,001236.SZ,20241227,week,10.64,10.65,10.08,10.21,10.64,10.64,10.65,10.08,10.21,10.66,10.67,10.1,10.23,285981.98,294055.89,-0.43,-0.04
26,001236.SZ,20241220,week,11.19,11.19,10.45,10.64,11.1,11.19,11.19,10.45,10.64,11.21,11.21,10.47,10.66,311320.5,334856.86,-0.46,-0.04
27,001236.SZ,20241213,week,11.32,12.18,11.1,11.1,11.29,11.32,12.18,11.1,11.1,11.34,12.2,11.12,11.12,794845.09,907674.78,-0.19,-0.02
28,001236.SZ,20241206,week,10.73,11.45,10.65,11.29,11.0,10.73,11.45,10.65,11.29,10.75,11.47,10.67,11.31,597291.81,667014.8,0.29,0.03
29,001236.SZ,20241129,week,10.26,11.63,10.16,11.0,10.26,10.26,11.63,10.16,11.0,10.28,11.65,10.18,11.02,562786.68,601974.28,0.74,0.07
30,001236.SZ,20241122,week,10.95,11.15,10.25,10.26,10.86,10.95,11.15,10.25,10.26,10.97,11.17,10.27,10.28,692884.38,746662.6,-0.6,-0.06
31,001236.SZ,20241115,week,11.93,12.32,10.85,10.86,12.04,11.93,12.32,10.85,10.86,11.95,12.34,10.87,10.88,1099929.31,1297596.6,-1.18,-0.1
32,001236.SZ,20241108,week,11.02,12.74,10.89,12.04,11.25,11.02,12.74,10.89,12.04,11.04,12.77,10.91,12.06,1623553.19,1931722.75,0.79,0.07
33,001236.SZ,20241101,week,11.3,12.85,11.25,11.25,11.34,11.3,12.85,11.25,11.25,11.32,12.88,11.27,11.27,2337399.55,2789299.91,-0.09,-0.01
34,001236.SZ,20241025,week,10.97,11.77,10.96,11.34,11.15,10.97,11.77,10.96,11.34,10.99,11.79,10.98,11.36,1509151.66,1705421.33,0.19,0.02
35,001236.SZ,20241018,week,11.35,11.72,10.62,11.15,11.1,11.35,11.72,10.62,11.15,11.37,11.74,10.64,11.17,1536109.29,1708784.05,0.05,0.0
36,001236.SZ,20241011,week,14.6,14.6,10.67,11.1,13.27,14.6,14.6,10.67,11.1,14.63,14.63,10.69,11.12,1887452.87,2469278.97,-2.17,-0.16
37,001236.SZ,20241004,week,12.52,13.27,11.77,13.27,12.06,12.52,13.27,11.77,13.27,12.55,13.3,11.79,13.3,838125.2,1056755.62,1.21,0.1
38,001236.SZ,20240927,week,10.76,12.6,9.4,12.06,11.44,10.76,12.6,9.4,12.06,10.78,12.63,9.42,12.08,3818178.93,4296780.35,0.62,0.05
39,001236.SZ,20240920,week,8.93,11.44,8.38,11.44,8.97,8.93,11.44,8.38,11.44,8.95,11.46,8.4,11.46,2351703.45,2382888.0,2.47,0.28
40,001236.SZ,20240913,week,7.51,8.97,7.45,8.97,7.64,7.51,8.97,7.45,8.97,7.53,8.99,7.46,8.99,2163808.56,1800234.09,1.33,0.17
