,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,002626.SZ,20250620,week,18.03,18.45,17.34,17.5,18.07,17.62,18.03,17.29,17.5,148.39,151.84,145.59,147.34,328708.85,589140.16,-0.57,-0.03
1,002626.SZ,20250613,week,18.1,19.05,18.02,18.07,18.12,17.69,18.62,17.61,17.66,148.96,156.78,148.3,148.72,757216.41,1397264.11,-0.05,0.0
2,002626.SZ,20250606,week,17.74,18.54,17.71,18.12,17.95,17.34,18.12,17.31,17.71,146.0,152.58,145.75,149.13,440654.53,800474.18,0.17,0.01
3,002626.SZ,20250530,week,18.11,18.41,17.66,17.95,18.26,17.7,18.0,17.26,17.55,149.05,151.51,145.34,147.73,620145.23,1119540.11,-0.31,-0.02
4,002626.SZ,20250523,week,18.99,20.18,17.98,18.26,19.18,18.56,19.73,17.58,17.85,156.29,166.08,147.98,150.28,1624305.4,3060096.36,-0.92,-0.05
5,002626.SZ,20250516,week,17.21,20.22,16.58,19.18,17.11,16.82,19.76,16.21,18.75,141.64,166.41,136.45,157.85,1312562.87,2428106.44,2.07,0.12
6,002626.SZ,20250509,week,15.99,17.5,15.91,17.11,15.86,15.63,17.11,15.55,16.72,131.6,144.03,130.94,140.82,560197.7,947591.11,1.25,0.08
7,002626.SZ,20250502,week,15.58,16.13,15.39,15.86,15.7,15.23,15.77,15.04,15.5,128.22,132.75,126.66,130.53,309089.4,489721.48,0.16,0.01
8,002626.SZ,20250425,week,14.83,16.45,14.78,15.7,14.92,14.5,16.08,14.45,15.35,122.05,135.38,121.64,129.21,658112.5,1033784.68,0.78,0.05
9,002626.SZ,20250418,week,14.6,15.15,14.53,14.92,14.52,14.27,14.81,14.2,14.58,120.16,124.68,119.58,122.79,328014.25,488247.87,0.4,0.03
10,002626.SZ,20250411,week,14.25,14.95,12.65,14.52,15.13,13.93,14.61,12.37,14.19,117.28,123.04,104.11,119.5,608977.28,851633.84,-0.61,-0.04
11,002626.SZ,20250404,week,14.9,15.35,14.75,15.13,15.02,14.56,15.0,14.42,14.79,122.63,126.33,121.39,124.52,207376.41,313044.77,0.11,0.01
12,002626.SZ,20250328,week,14.95,15.36,14.6,15.02,14.9,14.61,15.01,14.27,14.68,123.04,126.41,120.16,123.61,343223.0,516048.5,0.12,0.01
13,002626.SZ,20250321,week,15.15,15.58,14.85,14.9,14.97,14.81,15.23,14.52,14.56,124.68,128.22,122.22,122.63,544560.2,829358.2,-0.07,0.0
