股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
000702.SZ,20250704,week,7.27,7.66,7.13,7.41,7.3,7.27,7.66,7.13,7.41,18.56,19.56,18.2,18.92,496144.47,363078.21,0.11,0.02
000702.SZ,20250627,week,7.08,7.44,6.98,7.3,7.21,7.08,7.44,6.98,7.3,18.08,18.99,17.82,18.64,556482.25,404667.7,0.09,0.01
000702.SZ,20250620,week,7.1,7.66,7.01,7.21,7.14,7.1,7.66,7.01,7.21,18.13,19.56,17.9,18.41,854139.03,620161.08,0.07,0.01
000702.SZ,20250613,week,6.92,7.62,6.86,7.14,6.89,6.92,7.62,6.86,7.14,17.67,19.45,17.51,18.23,940890.48,684636.84,0.25,0.04
000702.SZ,20250606,week,6.72,7.05,6.71,6.89,6.9,6.72,7.05,6.71,6.89,17.16,18.0,17.13,17.59,333593.01,230601.17,-0.01,0.0
000702.SZ,20250530,week,7.22,7.34,6.73,6.9,7.06,7.22,7.34,6.73,6.9,18.43,18.74,17.18,17.62,629974.15,440946.93,-0.16,-0.02
000702.SZ,20250523,week,7.1,7.63,6.86,7.06,6.62,7.1,7.63,6.86,7.06,18.13,19.48,17.51,18.02,1204882.19,876798.16,0.44,0.07
000702.SZ,20250516,week,6.71,6.87,6.58,6.62,6.74,6.71,6.87,6.58,6.62,17.13,17.54,16.8,16.9,312176.04,208726.33,-0.12,-0.02
000702.SZ,20250509,week,6.44,6.95,6.43,6.74,6.42,6.44,6.95,6.43,6.74,16.44,17.74,16.42,17.21,327578.68,218683.81,0.32,0.05
000702.SZ,20250502,week,6.39,6.55,6.25,6.42,6.41,6.39,6.55,6.25,6.42,16.31,16.72,15.96,16.39,186482.59,119327.03,0.01,0.0
000702.SZ,20250425,week,6.43,6.72,6.35,6.41,6.43,6.43,6.72,6.35,6.41,16.42,17.16,16.21,16.36,277048.42,180249.08,-0.02,0.0
000702.SZ,20250418,week,6.81,6.97,6.39,6.43,6.72,6.81,6.97,6.39,6.43,17.39,17.79,16.31,16.42,397860.18,266239.07,-0.29,-0.04
000702.SZ,20250411,week,6.48,7.03,6.12,6.72,6.83,6.48,7.03,6.12,6.72,16.54,17.95,15.62,17.16,818803.64,543579.69,-0.11,-0.02
000702.SZ,20250404,week,6.7,7.33,6.57,6.83,6.81,6.7,7.33,6.57,6.83,17.11,18.71,16.77,17.44,258317.0,176743.05,0.02,0.0
000702.SZ,20250328,week,7.03,7.16,6.68,6.81,7.04,7.03,7.16,6.68,6.81,17.95,18.28,17.05,17.39,379058.1,262498.56,-0.23,-0.03
000702.SZ,20250321,week,7.19,7.4,7.02,7.04,7.2,7.19,7.4,7.02,7.04,18.36,18.89,17.92,17.97,478958.16,346129.48,-0.16,-0.02
000702.SZ,20250314,week,7.6,7.67,7.03,7.2,7.48,7.6,7.67,7.03,7.2,19.4,19.58,17.95,18.38,670128.66,490196.94,-0.28,-0.04
000702.SZ,20250307,week,7.0,7.76,7.0,7.48,7.06,7.0,7.76,7.0,7.48,17.87,19.81,17.87,19.1,607656.04,441536.06,0.42,0.06
000702.SZ,20250228,week,7.78,7.91,7.0,7.06,7.61,7.78,7.91,7.0,7.06,19.86,20.19,17.87,18.02,680397.34,505788.6,-0.55,-0.07
000702.SZ,20250221,week,8.1,8.34,7.46,7.61,8.5,8.1,8.34,7.46,7.61,20.68,21.29,19.05,19.43,1028569.01,797757.17,-0.89,-0.1
000702.SZ,20250214,week,7.17,8.51,7.0,8.5,7.17,7.17,8.51,7.0,8.5,18.31,21.73,17.87,21.7,936107.01,732336.0,1.33,0.19
000702.SZ,20250207,week,6.96,7.3,6.96,7.17,7.06,6.96,7.3,6.96,7.17,17.77,18.64,17.77,18.31,290786.54,207044.46,0.11,0.02
000702.SZ,20250131,week,6.81,7.31,6.81,7.06,6.79,6.81,7.31,6.81,7.06,17.39,18.66,17.39,18.02,128868.74,92117.07,0.27,0.04
000702.SZ,20250124,week,7.1,7.23,6.65,6.79,7.16,7.1,7.23,6.65,6.79,18.13,18.46,16.98,17.33,369222.71,255004.82,-0.37,-0.05
000702.SZ,20250117,week,6.94,7.44,6.78,7.16,7.49,6.94,7.44,6.78,7.16,17.72,18.99,17.31,18.28,718037.2,511485.0,-0.33,-0.04
000702.SZ,20250110,week,6.2,7.73,5.88,7.49,6.15,6.2,7.73,5.88,7.49,15.83,19.73,15.01,19.12,1006502.18,710763.84,1.34,0.22
000702.SZ,20250103,week,6.89,6.92,6.1,6.15,6.94,6.89,6.92,6.1,6.15,17.59,17.67,15.57,15.7,334349.29,220469.52,-0.79,-0.11
000702.SZ,20241227,week,7.51,7.52,6.58,6.94,7.62,7.51,7.52,6.58,6.94,19.17,19.2,16.8,17.72,467886.02,323737.74,-0.68,-0.09
000702.SZ,20241220,week,8.8,8.8,7.3,7.62,8.83,8.8,8.8,7.3,7.62,22.47,22.47,18.64,19.45,637543.65,503212.24,-1.21,-0.14
000702.SZ,20241213,week,8.3,8.96,7.98,8.83,8.22,8.3,8.96,7.98,8.83,21.19,22.87,20.37,22.54,672406.0,569826.78,0.61,0.07
000702.SZ,20241206,week,8.31,8.78,8.07,8.22,8.31,8.31,8.78,8.07,8.22,21.22,22.42,20.6,20.99,451887.8,379318.48,-0.09,-0.01
000702.SZ,20241129,week,7.84,8.6,7.72,8.31,7.87,7.84,8.6,7.72,8.31,20.02,21.96,19.71,21.22,546449.28,445856.32,0.44,0.06
000702.SZ,20241122,week,8.15,8.38,7.6,7.87,8.15,8.15,8.38,7.6,7.87,20.81,21.39,19.4,20.09,609993.64,487475.39,-0.28,-0.03
000702.SZ,20241115,week,9.18,9.36,8.15,8.15,9.27,9.18,9.36,8.15,8.15,23.44,23.9,20.81,20.81,1114910.6,980459.17,-1.12,-0.12
000702.SZ,20241108,week,8.4,9.37,8.23,9.27,8.6,8.4,9.37,8.23,9.27,21.45,23.92,21.01,23.67,1293918.51,1136639.5,0.67,0.08
000702.SZ,20241101,week,9.05,10.55,8.4,8.6,8.72,9.05,10.55,8.4,8.6,23.1,26.93,21.45,21.96,2423441.14,2299256.36,-0.12,-0.01
000702.SZ,20241025,week,7.8,8.72,7.6,8.72,7.6,7.8,8.72,7.6,8.72,19.91,22.26,19.4,22.26,2380171.72,1955188.26,1.12,0.15
000702.SZ,20241018,week,5.46,7.6,5.46,7.6,5.38,5.46,7.6,5.46,7.6,13.94,19.4,13.94,19.4,2198142.09,1469048.69,2.22,0.41
000702.SZ,20241011,week,6.65,6.65,5.33,5.38,6.05,6.65,6.65,5.33,5.38,16.98,16.98,13.61,13.74,1512073.82,887215.95,-0.67,-0.11
000702.SZ,20241004,week,5.69,6.05,5.5,6.05,5.5,5.69,6.05,5.5,6.05,14.53,15.45,14.04,15.45,512127.63,298504.87,0.55,0.1
000702.SZ,20240927,week,4.77,5.64,4.67,5.5,4.8,4.77,5.64,4.67,5.5,12.18,14.4,11.92,14.04,1503578.71,769938.84,0.7,0.15
000702.SZ,20240920,week,4.89,4.89,4.68,4.8,4.93,4.89,4.89,4.68,4.8,12.48,12.48,11.95,12.25,855564.37,408841.76,-0.13,-0.03
