股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
603227.SH,20250704,week,8.4,8.44,8.31,8.44,8.4,8.4,8.44,8.31,8.44,19.09,19.18,18.89,19.18,247368.79,207271.62,0.04,0.0
603227.SH,20250627,week,8.2,8.52,8.18,8.4,8.21,8.2,8.52,8.18,8.4,18.64,19.37,18.59,19.09,553608.21,461182.47,0.19,0.02
603227.SH,20250620,week,8.49,8.61,8.18,8.21,8.51,8.49,8.61,8.18,8.21,19.3,19.57,18.59,18.66,419436.23,351090.13,-0.3,-0.04
603227.SH,20250613,week,8.58,8.83,8.41,8.51,8.6,8.58,8.83,8.41,8.51,19.5,20.07,19.12,19.34,632261.42,545195.81,-0.09,-0.01
603227.SH,20250606,week,8.87,9.01,8.5,8.6,8.98,8.67,8.92,8.5,8.6,19.71,20.28,19.32,19.55,545532.64,478170.32,-0.38,-0.04
603227.SH,20250530,week,9.2,9.37,8.89,8.98,9.16,8.99,9.16,8.69,8.78,20.44,20.82,19.75,19.95,335768.0,305609.16,-0.18,-0.02
603227.SH,20250523,week,9.2,9.41,9.07,9.16,9.19,8.99,9.2,8.87,8.95,20.44,20.91,20.15,20.35,403712.48,373426.36,-0.03,0.0
603227.SH,20250516,week,9.79,9.95,9.18,9.19,9.7,9.57,9.73,8.97,8.98,21.75,22.11,20.4,20.42,707645.74,670892.03,-0.51,-0.05
603227.SH,20250509,week,9.8,9.98,9.65,9.7,9.7,9.58,9.76,9.43,9.48,21.77,22.17,21.44,21.55,855923.29,838366.62,0.0,0.0
603227.SH,20250502,week,9.8,9.95,9.53,9.7,9.76,9.58,9.73,9.32,9.48,21.77,22.11,21.17,21.55,393083.0,382027.49,-0.06,-0.01
603227.SH,20250425,week,9.58,9.94,9.41,9.76,9.53,9.36,9.72,9.2,9.54,21.29,22.09,20.91,21.69,835904.39,808407.1,0.23,0.02
603227.SH,20250418,week,9.26,10.2,9.26,9.53,9.26,9.05,9.97,9.05,9.32,20.57,22.66,20.57,21.17,1428149.48,1394678.04,0.27,0.03
603227.SH,20250411,week,8.71,9.51,8.24,9.26,9.14,8.51,9.3,8.05,9.05,19.35,21.13,18.31,20.57,1480521.81,1349676.86,0.12,0.01
603227.SH,20250404,week,8.96,9.27,8.73,9.14,9.0,8.76,9.06,8.53,8.93,19.91,20.6,19.4,20.31,569811.4,511652.46,0.14,0.02
603227.SH,20250328,week,9.1,9.32,8.93,9.0,8.95,8.9,9.11,8.73,8.8,20.22,20.71,19.84,20.0,680673.16,621853.8,0.05,0.01
603227.SH,20250321,week,9.25,9.58,8.9,8.95,9.25,9.04,9.36,8.7,8.75,20.55,21.29,19.77,19.89,684674.56,627207.0,-0.3,-0.03
603227.SH,20250314,week,8.89,9.38,8.72,9.25,8.88,8.69,9.17,8.52,9.04,19.75,20.84,19.37,20.55,759482.6,685981.81,0.37,0.04
