,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,002248.SZ,20250620,week,8.39,8.58,8.04,8.07,8.42,8.39,8.58,8.04,8.07,17.01,17.4,16.31,16.37,356774.67,296792.07,-0.35,-0.04
1,002248.SZ,20250613,week,8.83,8.99,8.4,8.42,8.82,8.83,8.99,8.4,8.42,17.91,18.23,17.04,17.08,471052.0,412293.76,-0.4,-0.05
2,002248.SZ,20250606,week,8.77,8.94,8.66,8.82,8.8,8.77,8.94,8.66,8.82,17.79,18.13,17.56,17.89,414521.1,364944.81,0.02,0.0
3,002248.SZ,20250530,week,8.75,9.21,8.72,8.8,8.87,8.75,9.21,8.72,8.8,17.75,18.68,17.68,17.85,851778.03,765095.23,-0.07,-0.01
4,002248.SZ,20250523,week,8.82,9.56,8.67,8.87,8.97,8.82,9.56,8.67,8.87,17.89,19.39,17.58,17.99,1460738.11,1327561.93,-0.1,-0.01
5,002248.SZ,20250516,week,8.49,9.28,8.4,8.97,8.41,8.49,9.28,8.4,8.97,17.22,18.82,17.04,18.19,1392971.44,1222714.75,0.56,0.07
6,002248.SZ,20250509,week,8.16,8.64,8.11,8.41,8.07,8.16,8.64,8.11,8.41,16.55,17.52,16.45,17.06,593438.2,498470.38,0.34,0.04
7,002248.SZ,20250502,week,7.81,8.12,7.73,8.07,7.81,7.81,8.12,7.73,8.07,15.84,16.47,15.68,16.37,406086.0,321525.63,0.26,0.03
8,002248.SZ,20250425,week,7.33,7.96,7.26,7.81,7.37,7.33,7.96,7.26,7.81,14.87,16.14,14.72,15.84,599856.18,457650.98,0.44,0.06
9,002248.SZ,20250418,week,7.55,7.7,7.2,7.37,7.41,7.55,7.7,7.2,7.37,15.31,15.62,14.6,14.95,527611.0,395382.6,-0.04,-0.01
10,002248.SZ,20250411,week,7.6,7.87,6.25,7.41,8.41,7.6,7.87,6.25,7.41,15.41,15.96,12.68,15.03,1020076.92,728566.98,-1.0,-0.12
11,002248.SZ,20250404,week,8.84,9.24,8.32,8.41,9.01,8.84,9.24,8.32,8.41,17.93,18.74,16.87,17.06,1216295.05,1054330.41,-0.6,-0.07
12,002248.SZ,20250328,week,9.32,10.48,8.46,9.01,9.4,9.32,10.48,8.46,9.01,18.9,21.25,17.16,18.27,2041617.21,1903234.12,-0.39,-0.04
13,002248.SZ,20250321,week,9.0,9.66,8.88,9.4,9.0,9.0,9.66,8.88,9.4,18.25,19.59,18.01,19.06,1335309.45,1247248.2,0.4,0.04
