股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
603223.SH,20250704,week,10.42,10.87,10.42,10.68,10.42,10.42,10.87,10.42,10.68,41.86,43.67,41.86,42.91,213584.77,227310.14,0.26,0.02
603223.SH,20250627,week,9.6,10.5,9.4,10.42,9.51,9.6,10.5,9.4,10.42,38.57,42.18,37.76,41.86,476448.8,469086.43,0.91,0.1
603223.SH,20250620,week,9.53,9.76,9.21,9.51,9.59,9.53,9.76,9.21,9.51,38.29,39.21,37.0,38.21,464240.87,440661.12,-0.08,-0.01
603223.SH,20250613,week,11.02,11.5,9.53,9.59,10.97,11.02,11.5,9.53,9.59,44.27,46.2,38.29,38.53,886211.68,941294.28,-1.38,-0.13
603223.SH,20250606,week,10.28,11.04,10.28,10.97,10.29,10.28,11.04,10.28,10.97,41.3,44.35,41.3,44.07,402143.73,433966.04,0.68,0.07
603223.SH,20250530,week,9.3,10.89,9.3,10.29,9.37,9.3,10.89,9.3,10.29,37.36,43.75,37.36,41.34,706887.62,723833.66,0.92,0.1
603223.SH,20250523,week,8.78,9.78,8.43,9.37,8.8,8.78,9.78,8.43,9.37,35.27,39.29,33.87,37.64,528761.78,484287.21,0.57,0.06
603223.SH,20250516,week,8.83,9.04,8.56,8.8,8.8,8.83,9.04,8.56,8.8,35.47,36.32,34.39,35.35,277621.43,243024.81,0.0,0.0
603223.SH,20250509,week,8.69,9.04,8.47,8.8,8.69,8.69,9.04,8.47,8.8,34.91,36.32,34.03,35.35,202626.45,179093.89,0.11,0.01
603223.SH,20250502,week,8.8,8.88,8.36,8.69,8.88,8.75,8.83,8.36,8.69,35.15,35.47,33.59,34.91,114730.36,99030.95,-0.19,-0.02
603223.SH,20250425,week,8.5,9.22,8.45,8.88,8.51,8.45,9.17,8.4,8.83,33.95,36.83,33.75,35.47,275051.64,244655.18,0.37,0.04
603223.SH,20250418,week,8.06,8.88,8.06,8.51,8.01,8.01,8.83,8.01,8.46,32.19,35.47,32.19,33.99,254819.26,215406.29,0.5,0.06
603223.SH,20250411,week,8.7,8.71,7.05,8.01,9.05,8.65,8.66,7.01,7.96,34.75,34.79,28.16,31.99,336060.67,264417.03,-1.04,-0.11
603223.SH,20250404,week,8.79,9.11,8.55,9.05,8.79,8.74,9.06,8.5,9.0,35.11,36.39,34.15,36.15,176441.82,157456.21,0.26,0.03
603223.SH,20250328,week,8.72,9.05,8.5,8.79,8.77,8.67,9.0,8.45,8.74,34.83,36.15,33.95,35.11,256901.15,227491.38,0.02,0.0
603223.SH,20250321,week,9.08,9.29,8.73,8.77,9.0,9.03,9.24,8.68,8.72,36.27,37.11,34.87,35.03,273584.89,246407.03,-0.23,-0.03
603223.SH,20250314,week,9.06,9.09,8.62,9.0,9.02,9.01,9.04,8.57,8.95,36.19,36.31,34.43,35.95,247421.49,219314.98,-0.02,0.0
603223.SH,20250307,week,9.15,9.35,9.0,9.02,9.09,9.1,9.3,8.95,8.97,36.55,37.35,35.95,36.03,220064.95,201115.73,-0.07,-0.01
603223.SH,20250228,week,9.3,9.55,9.07,9.09,9.3,9.25,9.49,9.02,9.04,37.15,38.14,36.23,36.31,246945.14,228812.33,-0.21,-0.02
603223.SH,20250221,week,9.11,9.48,8.91,9.3,9.16,9.06,9.43,8.86,9.25,36.39,37.87,35.59,37.15,328298.69,300816.07,0.14,0.02
603223.SH,20250214,week,9.1,9.39,9.04,9.16,9.1,9.05,9.34,8.99,9.11,36.35,37.51,36.11,36.59,194919.23,178554.4,0.06,0.01
603223.SH,20250207,week,9.4,9.4,8.85,9.1,9.35,9.35,9.35,8.8,9.05,37.55,37.55,35.35,36.35,112910.38,102880.25,-0.25,-0.03
603223.SH,20250131,week,9.45,9.54,9.33,9.35,9.45,9.4,9.48,9.28,9.3,37.75,38.1,37.27,37.35,23838.7,22414.26,-0.1,-0.01
603223.SH,20250124,week,9.74,9.84,9.29,9.45,9.75,9.68,9.78,9.24,9.4,38.9,39.3,37.11,37.75,281373.77,270609.49,-0.3,-0.03
603223.SH,20250117,week,9.45,10.25,9.2,9.75,9.55,9.4,10.19,9.15,9.69,37.75,40.94,36.75,38.94,444131.44,435887.53,0.2,0.02
603223.SH,20250110,week,9.64,10.01,9.12,9.55,9.84,9.58,9.95,9.07,9.49,38.5,39.98,36.43,38.14,264703.52,253344.79,-0.29,-0.03
603223.SH,20250103,week,10.55,10.65,9.78,9.84,10.4,10.49,10.59,9.72,9.78,42.14,42.54,39.06,39.3,367155.43,379634.71,-0.56,-0.05
603223.SH,20241227,week,10.37,10.88,9.7,10.4,10.34,10.31,10.82,9.64,10.34,41.42,43.46,38.74,41.54,624022.3,649546.26,0.06,0.01
603223.SH,20241220,week,10.24,10.7,9.93,10.34,10.26,10.18,10.64,9.87,10.28,40.9,42.74,39.66,41.3,353115.68,363936.77,0.08,0.01
603223.SH,20241213,week,9.52,10.41,9.42,10.26,9.48,9.47,10.35,9.37,10.2,38.02,41.58,37.63,40.98,518664.27,510804.3,0.78,0.08
603223.SH,20241206,week,9.49,9.79,9.28,9.48,9.49,9.42,9.73,9.21,9.43,37.83,39.1,36.99,37.87,541988.36,517233.3,-0.01,0.0
603223.SH,20241129,week,8.67,9.65,8.67,9.49,8.41,8.6,9.57,8.6,9.42,34.56,38.46,34.56,37.83,934820.39,870312.44,1.08,0.13
603223.SH,20241122,week,8.77,8.98,8.38,8.41,8.69,8.7,8.91,8.31,8.34,34.96,35.79,33.4,33.52,207224.96,180428.36,-0.28,-0.03
603223.SH,20241115,week,9.01,9.42,8.61,8.69,9.11,8.94,9.35,8.54,8.62,35.91,37.55,34.32,34.64,313491.45,281806.95,-0.42,-0.05
603223.SH,20241108,week,8.77,9.5,8.69,9.11,8.72,8.7,9.43,8.62,9.04,34.96,37.87,34.64,36.31,370885.6,330710.86,0.39,0.04
603223.SH,20241101,week,9.0,9.13,8.43,8.72,8.91,8.93,9.06,8.36,8.65,35.87,36.39,33.6,34.76,301623.37,263673.01,-0.19,-0.02
603223.SH,20241025,week,8.29,8.93,8.11,8.91,8.28,8.23,8.86,8.05,8.84,33.04,35.59,32.33,35.52,294351.17,249154.44,0.63,0.08
603223.SH,20241018,week,8.6,8.83,8.02,8.28,8.6,8.53,8.76,7.96,8.22,34.28,35.2,31.97,33.0,259874.08,218632.85,-0.32,-0.04
603223.SH,20241011,week,9.94,9.94,8.5,8.6,9.04,9.86,9.86,8.43,8.53,39.62,39.62,33.88,34.28,416400.86,377108.74,-0.44,-0.05
603223.SH,20241004,week,8.38,9.04,8.38,9.04,8.22,8.31,8.97,8.31,8.97,33.4,36.03,33.4,36.03,144313.98,127016.51,0.82,0.1
603223.SH,20240927,week,8.68,8.7,7.52,8.22,8.9,8.61,8.63,7.46,8.16,34.6,34.68,29.97,32.76,377701.46,299139.65,-0.68,-0.08
603223.SH,20240920,week,8.71,9.14,8.6,8.9,8.71,8.64,9.07,8.53,8.83,34.72,36.43,34.28,35.48,150393.77,131634.51,0.19,0.02
603223.SH,20240913,week,8.66,8.74,8.52,8.71,8.69,8.59,8.67,8.45,8.64,34.52,34.84,33.96,34.72,221077.83,191852.62,0.02,0.0
603223.SH,20240906,week,8.5,8.7,8.49,8.69,8.5,8.43,8.63,8.42,8.62,33.88,34.68,33.84,34.64,151965.11,131062.86,0.19,0.02
603223.SH,20240830,week,8.46,8.59,8.43,8.5,8.46,8.39,8.52,8.36,8.43,33.72,34.24,33.6,33.88,148286.12,126230.33,0.04,0.0
603223.SH,20240823,week,8.38,8.59,8.38,8.46,8.32,8.31,8.52,8.31,8.39,33.4,34.24,33.4,33.72,246342.1,209156.51,0.14,0.02
603223.SH,20240816,week,8.25,8.48,8.18,8.32,8.25,8.19,8.41,8.12,8.25,32.88,33.8,32.61,33.16,189698.07,158060.89,0.07,0.01
