,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,600570.SH,20250620,week,27.75,31.7,27.71,28.01,27.75,27.75,31.7,27.71,28.01,1254.58,1433.16,1252.77,1266.33,5243082.11,15630894.79,0.26,0.01
1,600570.SH,20250613,week,27.05,28.39,26.05,27.75,26.88,27.05,28.39,26.05,27.75,1222.93,1283.51,1177.72,1254.58,2115089.16,5763246.35,0.87,0.03
2,600570.SH,20250606,week,26.92,27.68,26.32,26.88,26.31,26.82,27.58,26.22,26.88,1212.61,1246.85,1185.58,1215.25,1315855.02,3546593.91,0.57,0.02
3,600570.SH,20250530,week,25.49,27.13,25.18,26.31,25.5,25.4,27.03,25.09,26.21,1148.2,1222.07,1134.23,1185.13,948956.62,2462431.69,0.81,0.03
4,600570.SH,20250523,week,26.26,26.73,25.5,25.5,26.42,26.16,26.63,25.41,25.41,1182.88,1204.05,1148.65,1148.65,820822.53,2144332.12,-0.92,-0.03
5,600570.SH,20250516,week,26.44,27.94,26.25,26.42,26.08,26.34,27.84,26.15,26.32,1190.99,1258.56,1182.43,1190.09,1477844.34,3971339.25,0.34,0.01
6,600570.SH,20250509,week,26.38,27.94,26.03,26.08,25.95,26.28,27.84,25.93,25.98,1188.29,1258.56,1172.52,1174.77,1153167.7,3083078.35,0.13,0.01
7,600570.SH,20250502,week,25.85,26.06,25.14,25.95,25.85,25.76,25.96,25.05,25.86,1164.41,1173.87,1132.43,1168.92,601615.81,1543134.99,0.1,0.0
8,600570.SH,20250425,week,25.57,26.55,25.35,25.85,25.61,25.48,26.45,25.26,25.76,1151.8,1195.94,1141.89,1164.41,1103744.5,2872986.43,0.24,0.01
9,600570.SH,20250418,week,26.1,26.79,25.27,25.61,25.83,26.0,26.69,25.18,25.52,1175.67,1206.76,1138.29,1153.6,918656.48,2375236.18,-0.22,-0.01
10,600570.SH,20250411,week,25.3,26.33,23.5,25.83,27.56,25.21,26.23,23.41,25.74,1139.64,1186.03,1058.56,1163.51,2278797.28,5690486.86,-1.73,-0.06
11,600570.SH,20250404,week,27.88,28.28,27.5,27.56,28.92,27.78,28.18,27.4,27.46,1255.85,1273.87,1238.74,1241.44,1037926.94,2888231.4,-1.36,-0.05
12,600570.SH,20250328,week,29.31,29.52,28.6,28.92,29.31,29.2,29.41,28.5,28.81,1320.27,1329.73,1288.29,1302.7,1194963.46,3472228.69,-0.39,-0.01
13,600570.SH,20250321,week,31.65,31.66,29.26,29.31,31.69,31.53,31.54,29.15,29.2,1425.67,1426.12,1318.02,1320.27,1726601.47,5283565.4,-2.38,-0.08
14,600570.SH,20250314,week,31.1,31.9,30.0,31.69,31.2,30.99,31.78,29.89,31.57,1400.9,1436.94,1351.35,1427.48,2144405.31,6640717.4,0.49,0.02
15,600570.SH,20250307,week,30.55,32.85,30.06,31.2,30.55,30.44,32.73,29.95,31.09,1376.12,1479.73,1354.05,1405.4,2361328.28,7430432.36,0.65,0.02
16,600570.SH,20250228,week,34.78,35.08,30.4,30.55,35.08,34.65,34.95,30.29,30.44,1566.67,1580.18,1369.37,1376.12,3425810.68,11260914.95,-4.53,-0.13
17,600570.SH,20250221,week,35.3,37.18,32.68,35.08,34.96,35.17,37.04,32.56,34.95,1590.09,1674.77,1472.07,1580.18,6188250.26,21164540.1,0.12,0.0
18,600570.SH,20250214,week,30.6,35.42,29.81,34.96,30.15,30.49,35.29,29.7,34.83,1378.38,1595.49,1342.79,1574.77,5458599.07,17677318.64,4.81,0.16
19,600570.SH,20250207,week,26.8,30.65,26.71,30.15,25.94,26.7,30.54,26.61,30.04,1207.21,1380.63,1203.15,1358.11,2197751.42,6292135.42,4.21,0.16
20,600570.SH,20250131,week,26.85,26.94,25.93,25.94,26.49,26.75,26.84,25.84,25.85,1209.46,1213.51,1168.02,1168.47,257914.8,681091.86,-0.55,-0.02
21,600570.SH,20250124,week,26.57,27.49,25.95,26.49,26.15,26.47,27.39,25.86,26.39,1196.85,1238.29,1168.92,1193.24,1310570.48,3475867.12,0.34,0.01
22,600570.SH,20250117,week,24.74,26.97,24.5,26.15,24.9,24.65,26.87,24.41,26.05,1114.41,1214.86,1103.6,1177.93,1372959.62,3579311.8,1.25,0.05
23,600570.SH,20250110,week,25.33,25.76,24.63,24.9,25.36,25.24,25.67,24.54,24.81,1140.99,1160.36,1109.46,1121.62,1343791.9,3403008.57,-0.46,-0.02
24,600570.SH,20250103,week,29.41,29.63,25.31,25.36,29.41,29.3,29.52,25.22,25.27,1324.77,1334.68,1140.09,1142.34,1716384.76,4706468.44,-4.05,-0.14
25,600570.SH,20241227,week,29.9,30.18,28.94,29.41,29.99,29.79,30.07,28.83,29.3,1346.85,1359.46,1303.6,1324.77,1501771.81,4425828.17,-0.58,-0.02
26,600570.SH,20241220,week,30.12,30.37,29.3,29.99,30.12,30.01,30.26,29.19,29.88,1356.76,1368.02,1319.82,1350.9,1601702.09,4786384.3,-0.13,0.0
27,600570.SH,20241213,week,31.21,33.27,30.01,30.12,31.11,31.1,33.15,29.9,30.01,1405.85,1498.65,1351.8,1356.76,3430857.5,10783976.62,-0.99,-0.03
28,600570.SH,20241206,week,30.48,32.13,30.21,31.11,30.68,30.37,32.01,30.1,31.0,1372.97,1447.3,1360.81,1401.35,2991720.66,9326987.81,0.43,0.01
29,600570.SH,20241129,week,28.94,31.7,27.43,30.68,28.96,28.83,31.58,27.33,30.57,1303.6,1427.93,1235.58,1381.98,3096659.26,9069794.73,1.72,0.06
30,600570.SH,20241122,week,29.93,31.29,28.66,28.96,29.82,29.82,31.18,28.56,28.85,1348.2,1409.46,1290.99,1304.5,3167832.44,9491691.41,-0.86,-0.03
31,600570.SH,20241115,week,31.19,37.3,29.81,29.82,31.66,31.08,37.16,29.7,29.71,1404.95,1680.18,1342.79,1343.24,5818656.55,19271713.08,-1.84,-0.06
32,600570.SH,20241108,week,25.7,33.79,25.66,31.66,25.83,25.61,33.67,25.57,31.54,1157.66,1522.07,1155.85,1426.12,7070186.46,21424118.29,5.83,0.23
33,600570.SH,20241101,week,26.29,27.53,25.38,25.83,26.38,26.19,27.43,25.29,25.74,1184.23,1240.09,1143.24,1163.51,3321882.0,8763961.91,-0.55,-0.02
