,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,600338.SH,20250620,week,10.42,10.5,10.08,10.13,10.46,10.42,10.5,10.08,10.13,19.76,19.91,19.11,19.21,643040.31,661726.99,-0.33,-0.03
1,600338.SH,20250613,week,10.15,10.68,10.0,10.46,10.16,10.15,10.68,10.0,10.46,19.24,20.25,18.96,19.83,894417.11,926183.71,0.3,0.03
2,600338.SH,20250606,week,9.75,10.2,9.66,10.16,9.75,9.75,10.2,9.66,10.16,18.49,19.34,18.32,19.26,443385.37,442911.49,0.41,0.04
3,600338.SH,20250530,week,9.89,10.03,9.66,9.75,9.89,9.89,10.03,9.66,9.75,18.75,19.02,18.32,18.49,440270.77,434261.69,-0.14,-0.01
4,600338.SH,20250523,week,9.97,10.18,9.85,9.89,9.97,9.97,10.18,9.85,9.89,18.9,19.3,18.68,18.75,520479.49,523675.34,-0.08,-0.01
5,600338.SH,20250516,week,9.78,10.22,9.71,9.97,9.72,9.78,10.22,9.71,9.97,18.54,19.38,18.41,18.9,725966.08,724055.87,0.25,0.03
6,600338.SH,20250509,week,9.4,9.88,9.4,9.72,9.37,9.4,9.88,9.4,9.72,17.82,18.73,17.82,18.43,652363.87,632432.05,0.35,0.04
7,600338.SH,20250502,week,9.18,9.53,9.01,9.37,9.2,9.18,9.53,9.01,9.37,17.41,18.07,17.08,17.77,503796.03,470835.32,0.17,0.02
8,600338.SH,20250425,week,9.08,9.39,9.02,9.2,9.04,9.08,9.39,9.02,9.2,17.22,17.8,17.1,17.44,533958.14,493371.83,0.16,0.02
9,600338.SH,20250418,week,9.3,9.36,8.92,9.04,9.21,9.3,9.36,8.92,9.04,17.63,17.75,16.91,17.14,520380.71,475707.37,-0.17,-0.02
10,600338.SH,20250411,week,9.4,9.49,8.26,9.21,10.07,9.4,9.49,8.26,9.21,17.82,17.99,15.66,17.46,1225931.08,1099083.52,-0.86,-0.09
11,600338.SH,20250404,week,10.14,10.24,9.96,10.07,10.21,10.14,10.24,9.96,10.07,19.23,19.42,18.88,19.09,487321.37,492030.76,-0.14,-0.01
12,600338.SH,20250328,week,10.22,10.7,10.1,10.21,10.27,10.22,10.7,10.1,10.21,19.38,20.29,19.15,19.36,1072274.48,1117251.14,-0.06,-0.01
13,600338.SH,20250321,week,10.65,10.71,10.21,10.27,10.64,10.65,10.71,10.21,10.27,20.19,20.31,19.36,19.47,782513.85,820935.16,-0.37,-0.03
14,600338.SH,20250314,week,10.4,10.69,10.25,10.64,10.31,10.4,10.69,10.25,10.64,19.72,20.27,19.43,20.17,1248799.63,1309188.97,0.33,0.03
15,600338.SH,20250307,week,9.92,10.59,9.89,10.31,9.91,9.92,10.59,9.89,10.31,18.81,20.08,18.75,19.55,1256937.38,1280461.54,0.4,0.04
16,600338.SH,20250228,week,10.28,10.36,9.9,9.91,10.3,10.28,10.36,9.9,9.91,19.49,19.64,18.77,18.79,973885.09,989050.73,-0.39,-0.04
17,600338.SH,20250221,week,10.74,10.74,10.18,10.3,10.74,10.74,10.74,10.18,10.3,20.36,20.36,19.3,19.53,954076.49,991315.15,-0.44,-0.04
