,股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
0,603665.SH,20250620,week,25.02,25.56,23.3,23.39,25.41,25.02,25.56,23.3,23.39,39.81,40.67,37.07,37.21,166341.44,403973.52,-2.02,-0.08
1,603665.SH,20250613,week,26.0,27.99,24.17,25.41,25.99,26.0,27.99,24.17,25.41,41.37,44.53,38.45,40.43,301906.68,777834.92,-0.58,-0.02
2,603665.SH,20250606,week,26.04,26.5,24.92,25.99,26.16,26.04,26.5,24.92,25.99,41.43,42.16,39.65,41.35,156427.0,402751.08,-0.17,-0.01
3,603665.SH,20250530,week,23.83,26.49,23.0,26.16,23.46,23.83,26.49,23.0,26.16,37.91,42.15,36.59,41.62,189038.92,459024.34,2.7,0.12
4,603665.SH,20250523,week,22.5,24.45,21.75,23.46,22.08,22.5,24.45,21.75,23.46,35.8,38.9,34.6,37.32,356055.88,830688.34,1.38,0.06
5,603665.SH,20250516,week,19.7,22.08,19.33,22.08,19.51,19.7,22.08,19.33,22.08,31.34,35.13,30.75,35.13,214166.93,441138.34,2.57,0.13
6,603665.SH,20250509,week,19.46,21.37,19.34,19.51,19.43,19.46,21.37,19.34,19.51,30.96,34.0,30.77,31.04,178543.64,359557.37,0.08,0.0
7,603665.SH,20250502,week,18.17,19.97,18.17,19.43,18.15,18.17,19.97,18.17,19.43,28.91,31.77,28.91,30.91,139276.16,268229.28,1.28,0.07
8,603665.SH,20250425,week,16.3,19.06,15.93,18.15,16.35,16.3,19.06,15.93,18.15,25.93,30.32,25.34,28.88,154434.02,274028.65,1.8,0.11
9,603665.SH,20250418,week,15.82,17.3,15.82,16.35,15.82,15.82,17.3,15.82,16.35,25.17,27.52,25.17,26.01,123400.92,204829.83,0.53,0.03
10,603665.SH,20250411,week,15.9,16.35,13.24,15.82,16.93,15.9,16.35,13.24,15.82,25.3,26.01,21.06,25.17,177822.88,262106.98,-1.11,-0.07
11,603665.SH,20250404,week,17.11,18.48,16.3,16.93,17.12,17.11,18.48,16.3,16.93,27.22,29.4,25.93,26.94,136493.78,237184.37,-0.19,-0.01
12,603665.SH,20250328,week,17.87,18.05,16.64,17.12,18.03,17.87,18.05,16.64,17.12,28.43,28.72,26.47,27.24,103491.17,179836.22,-0.91,-0.05
13,603665.SH,20250321,week,18.08,18.91,17.5,18.03,17.97,18.08,18.91,17.5,18.03,28.77,30.09,27.84,28.69,134921.33,245772.71,0.06,0.0
14,603665.SH,20250314,week,16.99,18.93,16.83,17.97,17.01,16.99,18.93,16.83,17.97,27.03,30.12,26.78,28.59,202759.47,360329.82,0.96,0.06
15,603665.SH,20250307,week,17.58,17.9,16.8,17.01,17.49,17.58,17.9,16.8,17.01,27.97,28.48,26.73,27.06,198592.0,341290.48,-0.48,-0.03
16,603665.SH,20250228,week,18.85,20.9,17.4,17.49,18.24,18.85,20.9,17.4,17.49,29.99,33.25,27.68,27.83,582685.29,1125958.93,-0.75,-0.04
17,603665.SH,20250221,week,16.39,19.54,15.91,18.24,16.32,16.39,19.54,15.91,18.24,26.08,31.09,25.31,29.02,403701.89,714255.37,1.92,0.12
18,603665.SH,20250214,week,14.68,16.8,14.67,16.32,14.71,14.68,16.8,14.67,16.32,23.36,26.73,23.34,25.97,244010.88,392638.55,1.61,0.11
19,603665.SH,20250207,week,15.04,15.04,14.3,14.71,15.03,15.04,15.04,14.3,14.71,23.93,23.93,22.75,23.4,86184.48,126498.52,-0.32,-0.02
20,603665.SH,20250131,week,15.6,16.04,14.47,15.03,16.08,15.6,16.04,14.47,15.03,24.82,25.52,23.02,23.91,68602.0,104136.4,-1.05,-0.07
21,603665.SH,20250124,week,13.16,16.2,12.97,16.08,13.3,13.16,16.2,12.97,16.08,20.94,25.77,20.64,25.58,287765.72,418346.46,2.78,0.21
22,603665.SH,20250117,week,13.06,14.15,12.73,13.3,13.08,13.06,14.15,12.73,13.3,20.78,22.51,20.25,21.16,120995.33,164994.83,0.22,0.02
23,603665.SH,20250110,week,13.17,13.73,12.77,13.08,13.25,13.17,13.73,12.77,13.08,20.95,21.84,20.32,20.81,79103.65,105976.13,-0.17,-0.01
24,603665.SH,20250103,week,14.72,14.8,13.23,13.25,14.8,14.72,14.8,13.23,13.25,23.42,23.55,21.05,21.08,76520.92,107691.41,-1.55,-0.1
25,603665.SH,20241227,week,16.06,16.06,14.32,14.8,16.0,16.06,16.06,14.32,14.8,25.55,25.55,22.78,23.55,114654.25,171321.53,-1.2,-0.08
26,603665.SH,20241220,week,16.95,17.1,15.22,16.0,17.05,16.95,17.1,15.22,16.0,26.97,27.21,24.22,25.46,142465.24,229983.19,-1.05,-0.06
27,603665.SH,20241213,week,17.0,17.81,16.71,17.05,17.19,17.0,17.81,16.71,17.05,27.05,28.34,26.59,27.13,224416.13,384633.82,-0.14,-0.01
28,603665.SH,20241206,week,16.66,19.18,16.15,17.19,16.64,16.66,19.18,16.15,17.19,26.51,30.52,25.69,27.35,599517.76,1056860.31,0.55,0.03
